Year,model,全国户外消费系数_daogu,全国户外消费系数_xiaomai,全国户外消费系数_doulei,全国户外消费系数_zaliang,全国户外消费系数_shucai,全国户外消费系数_zhurou,全国户外消费系数_niurou,全国户外消费系数_yangrou,全国户外消费系数_qinlei,全国户外消费系数_shuichanpin,全国户外消费系数_danlei,全国户外消费系数_nailei,全国户外消费系数_guaguo,全国户外消费系数_youliao,全国户外消费系数_tang
2023,resnet_tabular,1.183088792675561,1.0037433630869186,1.1361353330779496,1.3222164581359335,1.0221184484651638,2.3774329065169066,1.1848078328793927,1.0958495926919827,1.5879816832786195,358344.084396614,1.4035547259763794,1.5106479556712502,1.1784898982151035,1.0200155039750711,1.040280410090625
2024,resnet_tabular,1.1694954311733845,1.0033787135364156,1.1239662889583182,1.4511616376118086,1.0205194965178341,2.1128573079573485,1.1378758876591986,1.0911790165498472,1.7012551470413384,428567.6255917675,1.4545508378942564,1.6086962021210127,1.180531495123316,1.0192275720497166,1.030126770266123
2015,fttransformer,1.2061970133211413,1.2913667962602942,1.253101677945963,1.1638034420801273,1.1866321760301106,1.2234547931531048,1.523658675165078,3.0994202257416332,1.2967010935352394,1.1879170412537752,1.1541820152326854,1.188210314997484,1.0573682185909197,1.0327866423233594,1.300615943723149
2016,fttransformer,1.1749189574759622,1.2464822504790427,1.231277966681818,1.126088830428772,1.143961515483909,1.1847435023079607,1.4058518522645536,3.051205020396247,1.2964921013364072,1.1808321751749804,1.1165795184640859,1.136005320630591,1.0444962016097992,1.0320474367417172,1.1423197697961527
2017,fttransformer,1.1924335379142592,1.2528848917204563,1.2571735956240162,1.1205384255001318,1.1630680227352854,1.1998162558032184,1.4205866048469091,1.9397311191589226,1.3172191148989052,1.1996744136580262,1.1273579938940645,1.1330702524465481,1.046840671065597,1.0361719536676286,1.144638755469379
2018,fttransformer,1.215549693674702,1.2764564799583638,1.2551884712531387,1.1423159179202034,1.2096788114021906,1.220898744243464,1.5258679652897646,2.866753703733824,1.3420311060034391,1.200032785795661,1.1404361379981212,1.1466061644515209,1.0548056407371003,1.0403059468706184,1.184168814799587
2019,fttransformer,1.19680501026241,1.2414159663210604,1.245319597428688,1.1207299052272117,1.1860254948514328,1.193722373931678,1.4233821649083338,1.6471358737805433,1.3344076415673751,1.2075489984891556,1.120461578468628,1.1345685227011604,1.0513835589646514,1.04386727610699,1.1135637827738394
2020,fttransformer,1.1947021618322702,1.231533183741323,1.2384680376456139,1.1137629813556427,1.1818553209590141,1.1812629748543357,1.3836319007252056,1.5856506277186668,1.3366718059994538,1.2037716125981435,1.1166952723841728,1.1404339039041806,1.0523338560175906,1.0454314276100132,1.106047184634587
2021,fttransformer,1.2110016487750213,1.2576009227296745,1.265840995727857,1.1128016407729175,1.2015114946178216,1.2005388979209939,1.3688830113752557,1.7454078955469141,1.3759065574445017,1.2217979268174846,1.1293489035045012,1.1255352589778191,1.0542510215430068,1.0506535724157187,1.112997034814622
2022,fttransformer,1.213825082535486,1.260320115313312,1.255843414938342,1.1157391346922652,1.203519850450954,1.1916426854783488,1.3711558367166783,1.56318701234479,1.3868438683103672,1.2277166877259387,1.120718784281875,1.1338178540285258,1.05754479110611,1.0518127498132717,1.1146939961750997
2023,fttransformer,1.2291428423289692,1.2829111543660845,1.2823235411546716,1.1178121519461375,1.2260355389198254,1.214358714486651,1.370490775612089,1.5152429023340284,1.4191990738611864,1.2484895473271609,1.1259174150880167,1.1369172963149512,1.0570442695743958,1.0605338087587988,1.1450016792456452
2024,fttransformer,1.242071834647806,1.3025489925035798,1.2945655132497491,1.12175804331425,1.2396847839604057,1.2283186181791381,1.3778268547864976,1.5231549573043295,1.4380969914031843,1.2563922505577885,1.1296542806368324,1.1414708697662226,1.0577930461040645,1.0655508964643703,1.1683203582782
2015,tabpfn,1.139439925792508,1.2128759772288293,1.2583803195001853,1.35361979448191,1.124311152721304,1.3133251011129654,1.3523133118931618,1.0207563545362086,1.3690456917170082,1.196863294611999,1.1988808689688097,1.0728706508090617,1.0990935130333142,1.0052969625404442,1.1829233767543754
2016,tabpfn,1.1355421894453817,1.162541967624819,1.2449242255516983,1.3370388483079696,1.090483704406937,1.264737038438562,1.3377108831695455,1.027249758741837,1.4579912731589368,1.2514435261932395,1.1904966306928932,1.0847464864858656,1.0980528128137057,1.006123216055702,1.190415186511396
2017,tabpfn,1.164017342665629,1.1868481125353256,1.2547175821883167,1.509433903978292,1.1211223277694493,1.3061233290443053,1.346265715961725,1.0402940170415678,1.6589103948008759,1.3627897755926084,1.304874313459428,1.0863756840673156,1.100661593934416,1.006628552905513,1.1732167382580991
2018,tabpfn,1.1719087538044883,1.192267359630378,1.2568169116013728,1.3928311290990916,1.1566759045073722,1.3765066980139358,1.332028105471669,1.0384862047740884,1.596795570251696,1.3184472740209283,1.2415956507787878,1.102024037358111,1.1035506918266396,1.008481070093996,1.1845384675030877
2019,tabpfn,1.1598005597068657,1.1657105661581342,1.2495517837275625,1.3351441315143018,1.124717306103355,1.327581746201919,1.3262943139739274,1.0508001322535505,1.6014399791723057,1.2834793993269447,1.209802499513771,1.1156043525389423,1.1066483307645256,1.0096296301906544,1.187287838852493
2020,tabpfn,1.157211553238149,1.161014475165992,1.2483981194800862,1.288602902596743,1.1289591520305415,1.3272732545037897,1.3397079987943947,1.0653249900827155,1.6817343165692955,1.3409907347588585,1.1508519061407696,1.1099402400679736,1.111316893767415,1.0098862306594767,1.190817504210222
2021,tabpfn,1.1931790335501764,1.156654077205523,1.2473155323361182,1.4445141538708774,1.1599622299801116,1.3407454246900106,1.3691836483709041,1.070263521800465,1.797350127329841,1.4434975378659014,1.3116129445737152,1.1215378555093511,1.1137523874428248,1.0126518013581516,1.1884649047232374
2022,tabpfn,1.1931535116473628,1.1374295490119053,1.2401513985572121,1.3539077510832063,1.1531788480547192,1.321294430130437,1.3486141530609352,1.0807978917504177,1.7227148650417288,1.442150524079161,1.2177180416589137,1.121541774766015,1.1172362413759567,1.0137829286575564,1.1869014981736223
2023,tabpfn,1.216991495449396,1.1421120596004561,1.2498924728270406,1.4292780529851687,1.17859606502332,1.370246124004492,1.3755479367151484,1.077545288941592,1.7692369894220787,1.4948750324798097,1.308059733316265,1.152978492142535,1.1219449542542634,1.0153629354523217,1.1774504490792679
2024,tabpfn,1.2330979185202315,1.1491758146528046,1.2573589084189203,1.417061361175872,1.1870513028449414,1.3759447796247168,1.369483084156285,1.0774206637438686,1.7534383515571696,1.4587075738323445,1.2977847073836533,1.1605195333521499,1.1231411066494597,1.0160060144333198,1.173183628239214
