crop,region,year,factor,delta
rice_japonica,east,2014,mach,-0.0284532642681772
rice_japonica,east,2014,fert,-0.00175645304378798
rice_japonica,east,2014,seed,0.0149653421506338
rice_japonica,east,2014,other,-0.0384898041823895
rice_japonica,east,2015,labor,0.0612824110397788
rice_japonica,east,2015,mach,-0.0283861985476176
rice_japonica,east,2015,fert,-0.00182106968919216
rice_japonica,east,2015,seed,0.0135429652667805
rice_japonica,east,2015,other,-0.0446181080697496
rice_japonica,east,2016,labor,0.0492613562296407
rice_japonica,east,2016,mach,-0.0157560346574295
rice_japonica,east,2016,fert,-0.000631967598330622
rice_japonica,east,2016,seed,0.0163976311568734
rice_japonica,east,2016,other,-0.049270985130754
rice_japonica,east,2017,labor,0.0233110295531107
rice_japonica,east,2017,mach,-0.00352591014935144
rice_japonica,east,2017,fert,0.00520483457536903
rice_japonica,east,2017,seed,0.0187476155144004
rice_japonica,east,2017,other,-0.0437375694935287
rice_japonica,east,2018,labor,0.0161715559519836
rice_japonica,east,2018,mach,0.000793920543501094
rice_japonica,east,2018,fert,0.00827012849519018
rice_japonica,east,2018,seed,0.0187092792493776
rice_japonica,east,2018,other,-0.0439448842400525
rice_japonica,east,2019,labor,0.0226270420413187
rice_japonica,east,2019,mach,-0.0094781949264793
rice_japonica,east,2019,fert,0.0118035551993836
rice_japonica,east,2019,seed,0.018643096653241
rice_japonica,east,2019,other,-0.043595498967464
rice_japonica,east,2020,labor,-0.015458462438856
rice_japonica,east,2020,mach,-0.00900205944640503
rice_japonica,east,2020,fert,0.00741267568933527
rice_japonica,east,2020,seed,0.0327524379246458
rice_japonica,east,2020,other,-0.01570459172872
rice_japonica,east,2021,labor,-0.00843824237026558
rice_japonica,east,2021,mach,0.00456761153994327
rice_japonica,east,2021,fert,0.0178311348555954
rice_japonica,east,2021,seed,0.0157935849537992
rice_japonica,east,2021,other,-0.0297540889790723
rice_japonica,east,2022,labor,-0.0124337058895215
rice_japonica,east,2022,mach,0.00161653879321009
rice_japonica,east,2022,fert,0.0308047809572396
rice_japonica,east,2022,seed,0.0116786919104185
rice_japonica,east,2022,other,-0.0316663057713466
rice_japonica,east,2023,labor,-0.0187362525709158
rice_japonica,east,2023,mach,0.00528503235337557
rice_japonica,east,2023,fert,0.0269217382623014
rice_japonica,east,2023,seed,0.0159682225309791
rice_japonica,east,2023,other,-0.0294387405757402
rice_japonica,east,2024,labor,-0.0256754047658255
rice_japonica,east,2024,mach,0.0101222643946823
rice_japonica,east,2024,fert,0.0299528071573926
rice_japonica,east,2024,seed,0.0170555919304765
rice_japonica,east,2024,other,-0.0314552587167258
rice_japonica,west,2004,labor,0
rice_japonica,west,2004,mach,0
rice_japonica,west,2004,fert,0
rice_japonica,west,2004,seed,0
rice_japonica,west,2004,other,0
rice_japonica,west,2005,labor,-0.0176880611943593
rice_japonica,west,2005,mach,0.00426103039925645
rice_japonica,west,2005,fert,0.0108784467533415
rice_japonica,west,2005,seed,0.000924143896267759
rice_japonica,west,2005,other,0.00162444014549357
rice_japonica,west,2006,labor,-0.0194356406366094
rice_japonica,west,2006,mach,0.00132718924947678
rice_japonica,west,2006,fert,0.00959362745945452
rice_japonica,west,2006,seed,-0.00369556462236263
rice_japonica,west,2006,other,0.0122103885500407
rice_japonica,west,2007,labor,-0.0447922753884632
rice_japonica,west,2007,mach,0.00980687539775105
rice_japonica,west,2007,fert,0.0221282104551288
rice_japonica,west,2007,seed,0.000533034008856221
rice_japonica,west,2007,other,0.0123241555267271
rice_japonica,west,2008,labor,-0.0424893562700844
rice_japonica,west,2008,mach,0.0123599194808396
rice_japonica,west,2008,fert,0.0319618039016996
rice_japonica,west,2008,seed,0.0036730960361804
rice_japonica,west,2008,other,-0.00550546314863512
rice_japonica,west,2009,labor,-0.0636596138403905
rice_japonica,west,2009,mach,0.0247008692833197
rice_japonica,west,2009,fert,0.0375237108671011
rice_japonica,west,2009,seed,0.00240242082280838
rice_japonica,west,2009,other,-0.000967387132838759
rice_japonica,west,2010,labor,-0.0535773240500502
rice_japonica,west,2010,mach,0.0137505517992125
rice_japonica,west,2010,fert,0.0395957626756308
rice_japonica,west,2010,seed,0.00182854973305289
rice_japonica,west,2010,other,-0.00159754015784595
rice_japonica,west,2011,labor,-0.0454792825375734
rice_japonica,west,2011,mach,0.00267174078084705
rice_japonica,west,2011,fert,0.0689507576508414
rice_japonica,west,2011,seed,-0.00430099495118073
rice_japonica,west,2011,other,-0.0218422209429344
rice_japonica,west,2012,labor,-0.0194575404458175
rice_japonica,west,2012,mach,-0.0353374582820675
rice_japonica,west,2012,fert,0.0847997882761177
rice_japonica,west,2012,seed,-0.0113175706699928
rice_japonica,west,2012,other,-0.01868721887824
rice_japonica,west,2013,labor,0.00202401366115063
rice_japonica,west,2013,mach,-0.0662759654176229
rice_japonica,west,2013,fert,0.0963488995355218
rice_japonica,west,2013,seed,-0.0109854296291694
rice_japonica,west,2013,other,-0.0211115181498801
rice_japonica,west,2014,labor,-0.0123819107859909
rice_japonica,west,2014,mach,-0.0653280629419168
rice_japonica,west,2014,fert,0.107128678474583
rice_japonica,west,2014,seed,-0.00401196851650735
rice_japonica,west,2014,other,-0.0254067362301682
rice_japonica,west,2015,labor,-0.0462332251945476
rice_japonica,west,2015,mach,-0.0603297917670757
rice_japonica,west,2015,fert,0.126129292623557
rice_japonica,west,2015,seed,-0.00412831990499785
rice_japonica,west,2015,other,-0.0154379557569359
rice_japonica,west,2016,labor,-0.055946002494809
rice_japonica,west,2016,mach,-0.0458543741233
rice_japonica,west,2016,fert,0.132778778404278
rice_japonica,west,2016,seed,-0.0120689725268892
rice_japonica,west,2016,other,-0.01890942925928
rice_japonica,west,2017,labor,-0.0889408559636663
rice_japonica,west,2017,mach,-0.031974999222786
rice_japonica,west,2017,fert,0.133020733448095
rice_japonica,west,2017,seed,-0.00697381578156758
rice_japonica,west,2017,other,-0.00513106248007479
rice_japonica,west,2018,labor,-0.0924899919269541
rice_japonica,west,2018,mach,-0.033485064773571
rice_japonica,west,2018,fert,0.137714054543416
rice_japonica,west,2018,seed,-0.00477744566752705
rice_japonica,west,2018,other,-0.00696155217536389
rice_japonica,west,2019,labor,-0.105389038036326
rice_japonica,west,2019,mach,-0.0321166862070939
rice_japonica,west,2019,fert,0.14014977532331
rice_japonica,west,2019,seed,-0.00174416978482575
rice_japonica,west,2019,other,-0.000899881295064897
rice_japonica,west,2020,labor,-0.141948210508894
rice_japonica,west,2020,mach,-0.0265317998616564
rice_japonica,west,2020,fert,0.151720821140499
rice_japonica,west,2020,seed,0.00564065128426613
rice_japonica,west,2020,other,0.0111185379457861
rice_japonica,west,2021,labor,-0.150450536226939
rice_japonica,west,2021,mach,-0.0234784690106508
rice_japonica,west,2021,fert,0.161345691662152
rice_japonica,west,2021,seed,0.0101538410419175
rice_japonica,west,2021,other,0.00242947253352061
rice_japonica,west,2022,labor,-0.15519370884626
rice_japonica,west,2022,mach,-0.0173908219687954
rice_japonica,west,2022,fert,0.163733473426983
rice_japonica,west,2022,seed,0.0132082439015212
rice_japonica,west,2022,other,-0.00435718651344874
rice_japonica,west,2023,labor,-0.177864605980625
rice_japonica,west,2023,mach,-0.012850044147647
rice_japonica,west,2023,fert,0.170419103423583
rice_japonica,west,2023,seed,0.0151049062743963
rice_japonica,west,2023,other,0.00519064043029315
rice_japonica,west,2024,labor,-0.208456955932791
rice_japonica,west,2024,mach,0.0125081337756494
rice_japonica,west,2024,fert,0.176426999139842
rice_japonica,west,2024,seed,0.0152717562572964
rice_japonica,west,2024,other,0.0042500667600023
