进出口类型,日期,商品编码,商品名称,金额,贸易伙伴名称,贸易方式,公司,商品1996编码,货币
进口,2016.0,10039000,其他大麦,9766356.0,澳大利亚,一般贸易,江苏辉丰农化股份有限公司,hs100300,usd
进口,2016.0,10059000,玉米，种用除外,12827207.0,乌克兰,一般贸易,江苏省苏粮麦业有限公司,hs100590,usd
进口,2016.0,10039000,其他大麦,3760490.0,阿根廷,一般贸易,广州麦芽有限公司,hs100300,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,204841.0,美国,一般贸易,日照屯银贸易有限公司,hs230330,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,2298719.0,美国,一般贸易,上海优海进出口有限公司,hs230330,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,221572.0,美国,一般贸易,南通日照国际贸易有限公司,hs230330,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,68939065.0,美国,一般贸易,湛江嘉冠禾贸易有限公司,hs230330,usd
进口,2016.0,10049000,其他燕麦,477762.0,芬兰,一般贸易,烟台中晟进出口有限公司,hs100400,usd
进口,2016.0,10059000,玉米，种用除外,290424.0,老挝,一般贸易,西双版纳对外经济贸易有限公司,hs100590,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,108303.0,美国,一般贸易,上海邦尼国际贸易有限公司,hs230330,usd
进口,2016.0,07141020,木薯干,1462091.0,越南,一般贸易,日照凯航贸易有限公司,hs071410,usd
进口,2016.0,10049000,其他燕麦,5415793.0,澳大利亚,一般贸易,钰嘉(上海)食品有限公司,hs100400,usd
进口,2016.0,10039000,其他大麦,141638.0,法国,一般贸易,青岛啤酒股份有限公司,hs100300,usd
进口,2016.0,10059000,玉米，种用除外,12050165.0,乌克兰,加工贸易（代码修正）,山东柠檬生化有限公司,hs100590,usd
进口,2016.0,10021000,种用黑麦,1496.0,德国,一般贸易,北京金色谷雨种业科技有限公司,hs100200,usd
进口,2016.0,10079000,其他食用高梁,26980635.0,美国,一般贸易,深圳市福加德谷物有限公司,hs100700,usd
进口,2016.0,10079000,其他食用高梁,1086148.0,澳大利亚,一般贸易,湖南浏阳河饲料有限公司,hs100700,usd
进口,2016.0,10059000,玉米，种用除外,316.0,乌克兰,一般贸易,北京金色谷雨种业科技有限公司,hs100590,usd
进口,2016.0,10041000,种用燕麦,689205.0,加拿大,一般贸易,北京正道生态科技有限公司,hs100400,usd
进口,2016.0,10039000,其他大麦,309112.0,澳大利亚,一般贸易,上海博穗贸易有限公司,hs100300,usd
进口,2016.0,10079000,其他食用高梁,47673835.0,美国,一般贸易,厦门建发农产品有限公司,hs100700,usd
进口,2016.0,10039000,其他大麦,30178360.0,法国,加工贸易（代码修正）,宁波麦芽有限公司,hs100300,usd
进口,2016.0,10059000,玉米，种用除外,113498.0,老挝,除一般贸易及加工贸易外合计（代码修正）,昆明元奎经贸有限公司,hs100590,usd
进口,2016.0,10079000,其他食用高梁,1331637.0,澳大利亚,一般贸易,南通裕丰粮油发展有限公司,hs100700,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,7987281.0,美国,一般贸易,中牧实业股份有限公司,hs230330,usd
进口,2016.0,07141020,木薯干,5592327.0,泰国,一般贸易,江苏汇鸿国际集团土产进出口股份有限公司,hs071410,usd
进口,2016.0,10051000,种用玉米,114.0,法国,除一般贸易及加工贸易外合计（代码修正）,先正达生物科技(中国)有限公司,hs100510,usd
进口,2016.0,10059000,玉米，种用除外,10096988.0,乌克兰,一般贸易,深圳市福加德谷物有限公司,hs100590,usd
进口,2016.0,07141020,木薯干,175489.0,越南,除一般贸易及加工贸易外合计（代码修正）,河口中云映辉化工有限公司,hs071410,usd
进口,2016.0,10059000,玉米，种用除外,64671812.0,乌克兰,一般贸易,中粮贸易有限公司,hs100590,usd
进口,2016.0,10059000,玉米，种用除外,18898856.0,乌克兰,一般贸易,厦门市明穗粮油贸易有限公司,hs100590,usd
进口,2016.0,10079000,其他食用高梁,197990.0,澳大利亚,一般贸易,上海良友(集团)有限公司,hs100700,usd
进口,2016.0,10039000,其他大麦,7243943.0,澳大利亚,除一般贸易及加工贸易外合计（代码修正）,浙江省粮食集团有限公司,hs100300,usd
进口,2016.0,10051000,种用玉米,1296.0,圭亚那,除一般贸易及加工贸易外合计（代码修正）,河南秋乐种业科技股份有限公司,hs100510,usd
进口,2016.0,10059000,玉米，种用除外,895194.0,美国,一般贸易,广州东凌贸易有限公司,hs100590,usd
进口,2016.0,10059000,玉米，种用除外,219994.0,美国,一般贸易,厦门市明穗粮油贸易有限公司,hs100590,usd
进口,2016.0,07141020,木薯干,3043393.0,越南,一般贸易,金沂蒙集团有限公司,hs071410,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,219159.0,美国,一般贸易,大连春天饲料有限公司,hs230330,usd
进口,2016.0,10049000,其他燕麦,14482594.0,澳大利亚,一般贸易,东莞市日隆食品有限公司,hs100400,usd
进口,2016.0,07141020,木薯干,29617222.0,越南,一般贸易,山东大丰商贸有限公司,hs071410,usd
进口,2016.0,07141020,木薯干,677039.0,印度尼西亚,一般贸易,浙江物产化工集团有限公司,hs071410,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,516865.0,美国,一般贸易,青岛金迅通国际物流有限公司,hs230330,usd
进口,2016.0,10039000,其他大麦,8211600.0,澳大利亚,一般贸易,中纺油脂有限公司,hs100300,usd
进口,2016.0,07141020,木薯干,860636.0,越南,一般贸易,山东交运港口物流有限公司,hs071410,usd
进口,2016.0,10079000,其他食用高梁,981314.0,澳大利亚,一般贸易,阜新淞航粮油贸易有限责任公司,hs100700,usd
进口,2016.0,10059000,玉米，种用除外,2362726.0,乌克兰,除一般贸易及加工贸易外合计（代码修正）,厦门象屿速传供应链发展股份有限公司,hs100590,usd
进口,2016.0,10049000,其他燕麦,466.0,马来西亚,除一般贸易及加工贸易外合计（代码修正）,浙江金顿物流有限公司,hs100400,usd
进口,2016.0,10059000,玉米，种用除外,2762189.0,老挝,一般贸易,西双版纳顺源边贸有限公司,hs100590,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,4579474.0,美国,一般贸易,北京嘉粮益谷饲料有限公司,hs230330,usd
进口,2016.0,07141020,木薯干,165719.0,加纳,一般贸易,广东大地之元农业开发有限公司,hs071410,usd
进口,2016.0,10051000,种用玉米,3014.0,奥地利,除一般贸易及加工贸易外合计（代码修正）,北京奥立沃种业科技有限公司,hs100510,usd
进口,2016.0,07141020,木薯干,36963.0,马达加斯加,一般贸易,湛江市成中贸易有限公司,hs071410,usd
进口,2016.0,07141020,木薯干,19039477.0,泰国,一般贸易,安徽省技术进出口股份有限公司,hs071410,usd
进口,2016.0,10079000,其他食用高梁,625845.0,美国,一般贸易,日照浩瀚国际能源有限公司,hs100700,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,5608511.0,美国,一般贸易,山东鸿进国际商务有限公司,hs230330,usd
进口,2016.0,10059000,玉米，种用除外,119521.0,美国,一般贸易,上海辰冠进出口有限公司,hs100590,usd
进口,2016.0,10079000,其他食用高梁,104591.0,澳大利亚,一般贸易,定西华农进出口贸易有限公司,hs100700,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,423949.0,美国,一般贸易,海南裕泰科技饲料有限公司,hs230330,usd
进口,2016.0,10051000,种用玉米,523632.0,阿根廷,一般贸易,北京金色谷雨种业科技有限公司,hs100510,usd
进口,2016.0,10039000,其他大麦,368428.0,法国,一般贸易,中国国投国际贸易有限公司,hs100300,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1531143.0,美国,一般贸易,厦门粮润国际贸易有限公司,hs230330,usd
进口,2016.0,10059000,玉米，种用除外,1657016.0,缅甸,一般贸易,瑞丽市德佑贸易有限公司,hs100590,usd
进口,2016.0,10059000,玉米，种用除外,9972462.0,美国,一般贸易,中粮贸易有限公司,hs100590,usd
进口,2016.0,07141020,木薯干,7553615.0,越南,一般贸易,山东嘉良贸易有限公司,hs071410,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,11431.0,越南,一般贸易,海口巨龙贸易有限公司,hs230330,usd
进口,2016.0,07141020,木薯干,1063092.0,越南,一般贸易,江苏兆宇化工有限公司,hs071410,usd
进口,2016.0,07141020,木薯干,41783764.0,泰国,除一般贸易及加工贸易外合计（代码修正）,宿州市皖神面制品有限公司,hs071410,usd
进口,2016.0,10079000,其他食用高梁,27975618.0,澳大利亚,一般贸易,广东俊杰农产品有限公司,hs100700,usd
进口,2016.0,07141020,木薯干,1987427.0,泰国,一般贸易,中纺油脂有限公司,hs071410,usd
进口,2016.0,10039000,其他大麦,8353266.0,乌克兰,一般贸易,新谷(上海)贸易有限公司,hs100300,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,25368116.0,美国,一般贸易,安徽丰原国际货运有限公司,hs230330,usd
进口,2016.0,07141010,鲜木薯,31269.0,越南,一般贸易,马关正一生物产业有限公司,hs071410,usd
进口,2016.0,10039000,其他大麦,6963004.0,澳大利亚,一般贸易,上海上实国际贸易(集团)有限公司,hs100300,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,390136.0,美国,一般贸易,江苏汇鸿国际集团中锦控股有限公司,hs230330,usd
进口,2016.0,10071000,种用食用高梁,265755.0,美国,一般贸易,安徽荃银高科种业股份有限公司,hs100700,usd
进口,2016.0,10071000,种用食用高梁,168.0,澳大利亚,一般贸易,中国种子集团有限公司,hs100700,usd
进口,2016.0,07141020,木薯干,2406755.0,泰国,一般贸易,余姚市冠洋商贸有限公司,hs071410,usd
进口,2016.0,07141020,木薯干,3224193.0,越南,一般贸易,连云港市易达酒业有限公司,hs071410,usd
进口,2016.0,10039000,其他大麦,14784278.0,法国,一般贸易,广东俊杰农产品有限公司,hs100300,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,95212.0,美国,一般贸易,青岛天合丰庄园农业有限公司,hs230330,usd
进口,2016.0,10039000,其他大麦,13733419.0,加拿大,一般贸易,北京燕京啤酒股份有限公司,hs100300,usd
进口,2016.0,10079000,其他食用高梁,212413347.0,美国,一般贸易,新谷(上海)贸易有限公司,hs100700,usd
进口,2016.0,10039000,其他大麦,830484.0,乌克兰,一般贸易,湛江嘉冠禾贸易有限公司,hs100300,usd
进口,2016.0,10079000,其他食用高梁,690578.0,澳大利亚,一般贸易,黔南州佳和商贸有限公司,hs100700,usd
进口,2016.0,10039000,其他大麦,25005044.0,澳大利亚,一般贸易,深圳市福加德谷物有限公司,hs100300,usd
进口,2016.0,10079000,其他食用高梁,38549708.0,美国,一般贸易,肇庆市福加德面粉有限公司,hs100700,usd
进口,2016.0,10039000,其他大麦,10330570.0,乌克兰,一般贸易,深圳市福加德谷物有限公司,hs100300,usd
进口,2016.0,07141020,木薯干,1723229.0,越南,一般贸易,广西坤海贸易有限公司,hs071410,usd
进口,2016.0,10079000,其他食用高梁,1104913.0,澳大利亚,一般贸易,上海博穗贸易有限公司,hs100700,usd
进口,2016.0,10079000,其他食用高梁,9956868.0,美国,一般贸易,光明米业集团上海国际贸易有限公司,hs100700,usd
进口,2016.0,10071000,种用食用高梁,1454.0,法国,除一般贸易及加工贸易外合计（代码修正）,哈尔滨市益农种业有限公司,hs100700,usd
进口,2016.0,10079000,其他食用高梁,641385.0,澳大利亚,一般贸易,广东恒兴饲料实业股份有限公司,hs100700,usd
进口,2016.0,07141020,木薯干,39241032.0,泰国,一般贸易,镇江长兴酒精有限公司,hs071410,usd
进口,2016.0,07141020,木薯干,9855781.0,泰国,一般贸易,连云港市易达酒业有限公司,hs071410,usd
进口,2016.0,10039000,其他大麦,6660822.0,澳大利亚,加工贸易（代码修正）,广州麦芽有限公司,hs100300,usd
进口,2016.0,10059000,玉米，种用除外,30169927.0,乌克兰,加工贸易（代码修正）,山东西王糖业有限公司,hs100590,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,7658026.0,美国,除一般贸易及加工贸易外合计（代码修正）,宁波若水供应链管理有限公司,hs230330,usd
进口,2016.0,07141020,木薯干,114549594.0,泰国,一般贸易,徐州花厅商贸有限公司,hs071410,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,4951299.0,美国,一般贸易,厦门国贸纸业有限公司,hs230330,usd
进口,2016.0,10059000,玉米，种用除外,456274.0,美国,一般贸易,浙江省粮油食品进出口股份有限公司,hs100590,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,102528.0,美国,一般贸易,上海维加投资有限公司,hs230330,usd
进口,2016.0,10039000,其他大麦,14307862.0,法国,一般贸易,大连兴泽制麦有限公司,hs100300,usd
进口,2016.0,07141020,木薯干,8206253.0,泰国,一般贸易,安徽省碧绿春生物科技有限公司,hs071410,usd
进口,2016.0,10039000,其他大麦,31581.0,加拿大,一般贸易,永顺泰(昌乐)麦芽有限公司,hs100300,usd
进口,2016.0,07141020,木薯干,4728.0,越南,除一般贸易及加工贸易外合计（代码修正）,麻栗坡萍新边贸有限公司,hs071410,usd
进口,2016.0,10039000,其他大麦,5580396.0,加拿大,一般贸易,中航国际粮油贸易有限公司,hs100300,usd
进口,2016.0,10039000,其他大麦,17533876.0,加拿大,一般贸易,青岛啤酒股份有限公司,hs100300,usd
进口,2016.0,10059000,玉米，种用除外,85335.0,俄罗斯联邦,除一般贸易及加工贸易外合计（代码修正）,延边卫峰国际经贸有限公司,hs100590,usd
进口,2016.0,07141010,鲜木薯,2793381.0,越南,除一般贸易及加工贸易外合计（代码修正）,马关正一生物产业有限公司,hs071410,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,447114.0,美国,一般贸易,广州康泊思贸易有限公司,hs230330,usd
进口,2016.0,10079000,其他食用高梁,14134498.0,澳大利亚,一般贸易,厦门市明穗粮油贸易有限公司,hs100700,usd
进口,2016.0,07141020,木薯干,19240740.0,泰国,一般贸易,山东振龙生物化工集团有限公司,hs071410,usd
进口,2016.0,07141020,木薯干,3260483.0,越南,一般贸易,湛江市锋耀贸易有限公司,hs071410,usd
进口,2016.0,07141020,木薯干,2392372.0,越南,一般贸易,江苏国泰华博进出口有限公司,hs071410,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,2913658.0,美国,一般贸易,青岛永泰兴牧贸易有限公司,hs230330,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,220106.0,美国,加工贸易（代码修正）,宁波若水供应链管理有限公司,hs230330,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,2696359.0,美国,一般贸易,青岛市胜大商贸有限公司,hs230330,usd
进口,2016.0,10039000,其他大麦,3449674.0,澳大利亚,一般贸易,青岛大度谷物有限公司,hs100300,usd
进口,2016.0,10039000,其他大麦,4138275.0,澳大利亚,除一般贸易及加工贸易外合计（代码修正）,安徽安粮国际发展有限公司,hs100300,usd
进口,2016.0,10039000,其他大麦,3867489.0,加拿大,一般贸易,广州麦芽有限公司,hs100300,usd
进口,2016.0,10059000,玉米，种用除外,4351842.0,老挝,除一般贸易及加工贸易外合计（代码修正）,西双版纳精谷边贸有限责任公司,hs100590,usd
进口,2016.0,10059000,玉米，种用除外,169898.0,缅甸,一般贸易,昆明吉立经贸发展有限公司,hs100590,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1802844.0,美国,一般贸易,日照昌久国际贸易有限公司,hs230330,usd
进口,2016.0,10059000,玉米，种用除外,205368.0,老挝,一般贸易,云南德商科技有限公司,hs100590,usd
进口,2016.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1512542.0,美国,一般贸易,上海市食品进出口有限公司,hs230330,usd
进口,2016.0,10059000,玉米，种用除外,879.0,阿根廷,一般贸易,北京金色谷雨种业科技有限公司,hs100590,usd
进口,2016.0,10039000,其他大麦,2485489.0,法国,一般贸易,厦门市明穗粮油贸易有限公司,hs100300,usd
进口,2016.0,07141020,木薯干,110725738.0,泰国,一般贸易,金沂蒙集团有限公司,hs071410,usd
进口,2016.0,10059000,玉米，种用除外,128926.0,俄罗斯联邦,除一般贸易及加工贸易外合计（代码修正）,绥芬河侨兴远东现代农业发展有限公司,hs100590,usd
进口,2016.0,07141020,木薯干,27134560.0,泰国,一般贸易,山东易发投资有限公司,hs071410,usd
