wave,t1,qliangshi,qdaogu,qxiaomai,qyumi,qdoulei,qshulei,qyouliao,qshuiguo
2007,37,4148.76,110.15,1995.57,1816.48,42.5,176.49,328.598,2541.17
2007,36,1904,1806.4,1.98,6.386,27.14,61.21,82.67,381.156
2007,23,3462.94,1417.94,68.79,1442.03,442.667,48.78,21.282,373.295
2007,12,147.15,10,50.59,85.08,1.16,0.3,0.463,61.913
2007,44,1284.7,1046.05,0.3,59.16,17.55,157.4,77.722,1057.16
2007,45,1396.6,1112.55,0.595,204.099,22.515,54.893,33.816,861.487
2007,32,3132.24,1761.11,973.8,197.25,81.63,42.16,145.076,642.68
2007,11,102.07,0.32,20.39,76.54,1.58,2.86,2.187,124.891
2007,13,2841.55,57.56,1193.71,1421.8,42.8,82.76,138.093,1491.54
2007,22,2453.78,500,1.55,1800,92.135,24.508,28.7,232.767
2007,31,109.2,86,14.63,2.5,2.1,0.3,3.618,112.377
2007,63,106.184,,61.39,1.344,11.98,14.358,28.017,3.298
2007,35,635.061,501,1.493,11.822,15.35,104.072,23.301,594.205
2007,46,177.5,136.39,,7,0.426,32.584,6.843,306.82
2007,53,1460.71,589.68,91.21,498.64,80.08,162.2,22.057,251.97
2007,62,824,3.41,237.42,242.65,35.18,206.64,42.364,358.438
2007,43,2692.2,2425.7,3.2,116.3,34.6,106.3,110.11,630.621
2007,14,1007.05,0.616,220.15,640.36,39.72,50.81,13.454,342.23
2007,61,1067.91,72.98,359.09,493.904,47.1,73.201,39.148,1124.95
2007,21,1835,505,5.27,1167.8,36.15,50.8,26.38,532.725
2007,42,2185.44,1485.86,353.21,205.08,45.34,80.06,254.751,654.733
2008,33,775.55,660.43,21.21,11.12,30.55,38.96,41.269,747.924
2008,54,95.03,0.51,25.76,2.24,2.65,0.51,6.031,1.066
2008,41,5365.48,443.13,3051,1615,96.2,143,505.335,2129.59
2008,64,329.24,66.38,64.07,149.94,4.1,42.28,13.557,185.75
2008,65,930.5,40.99,406.53,425.28,16.69,15.62,56.847,855.036
2008,34,3023.3,1383.49,1167.9,286.6,129.95,46.61,228.033,691.858
2008,50,1153.2,529.39,58.2,246.03,37.78,276.32,35.677,193.278
2008,15,2131.3,70.5,154,1410.7,155.67,195.68,117.535,238.158
2008,51,3140,1497.6,426.8,637,116.3,408.1,249.94,635.1
2008,52,1158,461.1,42.81,391.19,36.17,214.81,68.391,114.282
2008,37,4260.5,110.42,2034.19,1887.41,41.91,178.97,340.634,2612.62
2008,36,1958.1,1862.13,1.89,6.58,26.73,59.11,91.192,444.53
2008,23,4225,1518,89.5,1822,667,56.5,28.477,367.547
2008,12,148.93,10.51,52.47,84.29,1.25,0.34,0.48,62.298
2008,44,1243.44,1003.3,0.24,63.46,17.99,154.56,81.535,1081.28
2008,45,1394.7,1107.6,0.5,207.2,23,54.4,37.546,855.771
2008,32,3175.49,1771.9,998.21,202.95,86.59,41.69,150.293,682.861
2008,11,125.45,0.3,32.74,87.97,2.06,1.88,2.17,118.798
2008,13,2905.81,55.56,1221.93,1442.17,45.89,101.38,152.591,1532.89
2008,22,2840,579,1.79,2083,106.6,28.4,51.842,273.875
2008,31,115.67,89.29,18.2,2.1,1.62,0.27,3.603,111.142
2008,63,101.8,,42.03,1.8,10.88,36.18,35.222,3.264
2008,35,652.328,508.805,1.465,13.636,17.279,109.654,25.398,632.457
2008,46,183.477,143.84,,6.96,1.807,30.7,8.69,325.199
2008,53,1518.59,621.01,83.05,529.55,112.12,169.76,30.377,313.438
2008,62,888.5,3.82,268.1,265.4,36.76,214.6,53.539,411.623
2008,43,2805,2528,3.2,128,35.2,104.5,133.797,663.095
2008,14,1028,0.14,253,682.8,34.75,44.92,19.119,410.636
2008,61,1111,83.1,391.5,483.6,49.96,82.04,49.463,1246.97
2008,21,1860.3,505.6,4.93,1189,52.85,47.45,48.503,591.651
2008,42,2227.23,1533.72,329.19,226.42,44.98,81.04,285.735,686.219
2009,33,789.15,666.67,23.24,11.65,31.18,41.84,43.243,712.415
2009,54,90.53,0.52,24.56,2.55,2.43,0.32,5.785,1.235
2009,41,5389,451,3056,1634,93,136.13,532.98,2228.09
2009,64,340.7,64.55,73.56,156.38,3.26,39.06,13.647,202.429
2009,65,1152,48.32,627.15,403.39,32.23,20,63.914,1056.35
2009,34,3069.87,1405.61,1177.16,304.699,127.238,46.705,240.347,745.759
2009,50,1137.2,511.3,51.68,244.45,39.83,284.4,40.539,212.871
2009,15,1981.7,64.8,171.22,1341.27,143.19,161.28,119.62,208.669
2009,51,3194.6,1520.2,423.3,643,100.3,462.1,261.765,689.512
2009,52,1168.27,453.17,44.52,405.2,36.9,208.84,78.678,119.738
2009,37,4316.3,112.01,2047.3,1921.5,41.88,186.33,334.512,2728.25
2009,36,2002.56,1905.9,1.91,7.29,26.89,59.54,102.024,497.455
2009,23,4353.01,1574.5,116.32,1920.22,618.49,92.85,28.158,267.671
2009,12,156.29,11.25,54.03,88.74,1.71,0.45,0.541,67.05
2009,44,1314.5,1058.1,0.24,74.7,18.07,159.78,84.643,1160.83
2009,45,1463.2,1145.9,0.6,225.2,25.6,63.8,42.077,1010.74
2009,32,3230.1,1802.89,1004.42,216.17,87.19,42.585,162.232,715.714
2009,11,124.77,0.24,31,89.76,1.61,1.66,1.814,120.135
2009,13,2910.17,57.45,1229.84,1465.22,34.93,73.41,143.269,1578.62
2009,22,2460,505,1,1810,85,27,50.398,253.485
2009,31,121.68,90.01,22.12,2.4,1.89,0.3,3.388,104.686
2009,63,102.69,,39.04,4.3,10.8,38.3,36.602,3.34
2009,35,666.861,515.329,1.116,14.56,18.043,116.077,26.266,645.037
2009,46,187.604,145.925,,7.953,1.865,31.812,9.104,350.41
2009,53,1576.92,636.23,92.3,542.67,130.36,172.18,50.156,342.743
2009,62,906.2,3.9,261.1,312.6,33.71,191.4,58.545,459.872
2009,43,2902.7,2578.6,6.4,159.9,38.1,114.2,179.245,715.727
2009,14,942,0.5,211.11,654.27,21.53,24.66,17.019,449.201
2009,61,1131.4,82.5,383.1,526.1,46.52,71.96,54.379,1366.06
2009,21,1591,506,4.5,963.1,32.1,41.7,55.35,655.605
2009,42,2309.1,1591.92,331.67,244.12,44.45,84.81,314.05,725.811
2010,33,770.67,648.15,24.68,12.15,30.42,41.27,39.47,701.315
2010,54,91.2,0.59,24.28,2.76,2.35,0.35,5.865,2.174
2010,41,5437.09,471.19,3082.22,1634.79,93.33,136.62,540.725,2393.99
2010,64,356.5,69.99,70.33,165.806,3.747,42.497,20.845,228.858
2010,65,1170.7,58.98,623.49,421.61,28.32,20.5,66.62,1028.85
2010,34,3080.49,1383.42,1206.67,312.747,121.915,47.416,227.604,805.304
2010,50,1156.1,518.574,45.93,251.56,41.922,292.102,44.45,238.471
2010,15,2158.2,74.78,165.23,1465.69,166.04,170.96,128.148,278.167
2010,51,3222.9,1512.1,427.7,669,98.3,467.7,268.524,722.931
2010,52,1112.3,445.65,24.83,415.43,26.59,174.13,60.337,123.47
2010,37,4335.68,106.35,2058.6,1932.06,41.06,189.3,342.158,2793.85
2010,36,1954.69,1858.3,2.11,8.44,27.91,57.05,107.572,468.404
2010,23,5012.8,1843.9,92.5,2324.4,601.85,126.2,27.532,279.644
2010,12,159.74,11.2,53.2,92.74,1.92,0.46,0.644,60.042
2010,44,1316.49,1060.6,0.246,72.092,18.309,162.322,88.162,1235.9
2010,45,1412.32,1121.25,0.57,208.7,23.66,56.17,45.807,1094.41
2010,32,3235.1,1807.86,1008.1,218.482,85.225,39.467,151.972,738.569
2010,11,115.68,0.19,28.39,84.167,1.167,1.356,1.553,115.17
2010,13,2975.9,54.23,1230.62,1508.72,33.52,98.09,140.288,1612.42
2010,22,2842.5,568.503,1.242,2004,112.897,75.492,70.445,218.038
2010,31,118.4,90.33,19.25,2.95,1.18,0.97,2.293,101.93
2010,63,102,,37.28,10.73,8.5,36.55,34.382,3.84
2010,35,661.891,507.94,1.019,15.21,18.68,117.371,26.644,642.765
2010,46,180.385,138.47,,9.08,2.156,30.633,9.486,375.072
2010,53,1531,616.57,45.98,612.98,79.48,173.55,34.225,397.908
2010,62,958.3,4.11,250.9,390.4,35.45,185.2,64.054,488.54
2010,43,2847.49,2506,9.9,168.1,40.29,118,195.262,788.415
2010,14,1085.1,0.46,232.24,766,24.05,25.89,17.589,474.863
2010,61,1164.9,81.01,403.8,532.2,45.04,77.79,56.075,1476.48
2010,21,1765.4,457.6,3.7,1150.5,37,51.3,99.598,733.1
2010,42,2315.8,1557.81,343.07,261.02,44.26,97.41,311.804,778.525
2011,33,781.598,649.03,27.018,14.59,31.61,45.37,39.854,712.355
2011,54,93.73,0.6,24.91,2.75,2.35,0.36,6.351,1.354
2011,41,5542.5,474.5,3123,1696.5,95.15,139.27,532.364,2414.12
2011,64,358.95,70.76,62.98,172.43,4.72,44.52,18.41,237.284
2011,65,1224.7,60.64,576.64,517.67,29.1,23.95,66.765,1035.95
2011,34,3135.5,1387.08,1215.7,362.58,115,46.47,213.75,846.623
2011,50,1126.9,493.5,42.386,257,43.494,284.248,46.507,261.126
2011,15,2387.51,77.881,170.937,1632.14,171.331,204.001,133.876,301.449
2011,51,3291.6,1527.1,436,701.6,96.2,441.7,278.448,776.636
2011,52,876.9,303.93,50.38,243.71,21.99,239.31,78.85,128.032
2011,37,4426.29,103.96,2103.92,1978.67,43.25,188.11,341,2850.83
2011,36,2052.79,1950.1,2.19,10.49,28.65,59.85,113.585,580.577
2011,23,5570.6,2062.08,103.8,2675.78,577.78,134.65,23.269,279.883
2011,12,161.83,10.72,54.2,94.38,1.73,0.56,0.663,62.64
2011,44,1360.95,1096.9,0.3,78.94,18.19,164.22,91.899,1314.28
2011,45,1429.93,1084.1,0.21,244.72,28.88,67.84,50.14,1222.98
2011,32,3307.76,1864.16,1023.15,226.17,82.81,38.59,144.053,757.08
2011,11,121.77,0.15,28.39,90.34,1.18,1.28,1.392,120.869
2011,13,3172.6,60.18,1276.12,1639.64,35.73,104.56,141.779,1719.16
2011,22,3171.01,623.5,1.34,2339,101.256,54.5,69.556,225.713
2011,31,121.95,88.88,24.11,2.78,1.53,0.84,1.865,87.966
2011,63,103.36,,35.36,15.19,7.06,36.88,33.285,4.437
2011,35,672.798,514.149,0.797,16.624,19.935,119.698,27.463,687.881
2011,46,188.04,145.11,,10.3,2.32,30.3,9.935,403.692
2011,53,1673.6,668.67,98.87,598.22,125.74,178.92,60.747,476.425
2011,62,1014.6,,247.5,425.6,34.81,228.9,63.519,519.079
2011,43,2939.35,2575.4,10.2,188.5,41.05,118.8,215.287,868.83
2011,14,1193,0.5,240.3,854.6,24.4,30.21,18.704,617.859
2011,61,1194.7,84.5,410.9,550.7,44.63,80.32,58.967,1587.14
2011,21,2035.5,505.1,3.7,1360.3,37,65,119.757,810.74
2011,42,2388.53,1616.91,344.78,276.2,39.54,99.83,304.717,855.183
2012,33,769.8,608.26,27.1,29.13,36.64,55.2,38.301,703.84
2012,54,94.89,0.54,24.57,2.62,2.28,0.45,6.331,1.357
2012,41,5638.6,492.55,3177.35,1747.75,84.56,122.61,569.512,2535.04
2012,64,375,71.3,62,191.2,4.7,42.2,18.032,250.538
2012,65,1273,59.36,576.54,592.11,25.02,13.17,59.044,1222.1
2012,34,3289.1,1393.5,1294,427.5,120.5,45.35,227.694,885.397
2012,50,1138.55,498,38.45,256.26,45.04,294.382,50.114,291.193
2012,15,2528.5,73.26,188.42,1784.39,162.9,184.73,145.08,283.496
2012,51,3315,1536.1,437,701.3,93.6,480.427,287.762,821.631
2012,52,1079.5,402.43,52.39,342.25,23.6,235.83,87.383,147.724
2012,37,4511.4,103.38,2179.5,1994.51,39.85,185.79,350.951,2924.51
2012,36,2084.8,1976,2.28,12.58,29.83,62.15,117.075,571.291
2012,23,5761.49,2171.18,70.02,2887.94,479.6,134.03,22.516,268.577
2012,12,161.76,11.18,55.76,92.45,1.49,0.51,0.565,58.188
2012,44,1396.33,1126.57,0.3,79.7,20.14,167.35,96.606,1390.09
2012,45,1484.9,1142,0.2,250.6,23.6,64.8,54.487,1325.03
2012,32,3372.48,1900.07,1048.76,230.2,81.15,39.3,146.947,795.976
2012,11,113.773,0.13,27.447,83.581,0.969,1.224,1.34,113.605
2012,13,3246.6,49.82,1337.74,1649.51,32.45,111.45,142.828,1814.9
2012,22,3343,532.029,,2578.77,52.572,68.695,80.718,217.47
2012,31,122.39,89.13,22.56,2.52,1.52,0.77,1.731,87.188
2012,63,101.5,,35.2,17,7.1,32.5,35.225,3.68
2012,35,659.301,503.775,0.72,18.008,20.758,114.332,28.074,708.828
2012,46,199.497,155.758,,11.342,2.354,30.012,10.362,428.705
2012,53,1749.1,644.6,88.3,700,129.65,183,62.837,581.123
2012,62,1109.7,3.91,278.5,504.1,33.09,239.5,67.004,564.992
2012,43,3006.5,2631.63,8.56,197.25,38.44,124.84,207.815,909.249
2012,14,1274.1,0.6,259.18,903.87,27.6,31.85,19.567,677.334
2012,61,1245.1,87.35,435.5,566.9,43.12,82.53,60.33,1693.82
2012,21,2070.5,507.8,3.2,1423.5,34.2,49.8,120.874,894.29
2012,42,2441.81,1651.38,370.78,282.56,32.21,94,319.662,885.677
2013,11,96.126,0.1306,18.73,75.1832,0.8984,0.7777,0.9762,103.849
2013,12,174.71,12.92,57.28,102.14,0.93,0.3,0.5752,54.1685
2013,13,3364.99,58.76,1387.22,1703.92,30.86,112.37,151.126,1863.31
2013,14,1312.8,0.67,230.72,955.47,30.77,36.03,19.466,711.842
2013,15,2773,55.99,180.4,2069.71,138.32,201.1,158.137,294.77
2013,21,2195.6,506.89,2.72,1563.18,31.33,41.62,113.641,944.651
2013,22,3551.02,563.265,,2775.74,58.7799,48.4397,84.0162,234.665
2013,23,6004.07,2220.56,38.8793,3216.42,400.174,108.001,19.0241,274.367
2013,31,114.15,86.83,17.64,2.54,1.14,0.72,1.4967,74.7275
2013,32,3422.99,1922.26,1101.31,216.43,72.23,37.79,150.371,814.189
2013,33,733.95,580.2,27.83,26.76,33.8,52.26,37.7794,715.653
2013,34,3279.6,1362.3,1332,426,114,38.3,225.432,905.057
2013,35,664.355,502.019,0.6784,19.2581,21.4174,119.327,28.8261,744.305
2013,36,2116.1,2004,2.49,11.97,30.68,65.49,119.286,637.768
2013,37,4528.2,103.63,2218.8,1967.14,40.43,190.64,349.609,3028.84
2013,41,5713.69,485.8,3226.44,1796.5,78.83,112.14,589.08,2599.66
2013,42,2501.3,1676.63,416.8,270.75,31.71,95.68,333.173,920.457
2013,43,2925.74,2561.53,10.96,185,35.44,126.76,224.439,879.444
2013,44,1315.9,1045,0.32,81.62,20.85,165.89,101.009,1485.4
2013,45,1521.8,1156.2,0.26,265.95,23.34,73,57.2054,1433.42
2013,46,190.9,149.834,,12.0899,2.2581,26.6779,10.9185,439.481
2013,50,1148.13,503.078,33.7,258.082,46.025,297.425,53.1375,319.258
2013,51,3387.1,1549.5,421.3,762.4,92.1,479.7,290.444,840.068
2013,52,1029.99,361.3,51.51,298.03,25.94,263.36,91.5304,167.746
2013,53,1824,667.9,80.53,734.2,131.35,207.61,60.6771,634.522
2013,54,96.15,0.55,24.07,2.49,2.18,0.51,6.3771,1.3044
2013,61,1215.8,90.95,389.8,586.73,32.79,86.76,59.5182,1764.41
2013,62,1138.9,3.81,235.9,571.5,37.93,244.6,69.7199,611.492
2013,63,102.37,,35.96,16.43,5.65,35.9,32.5652,2.9644
2013,64,373.401,68.8949,46.3158,206.243,2,44,16.808,264.307
2013,65,1377,59.82,602.08,669.02,21.12,16.17,60.6301,1326.94
2014,11,63.9369,0.1269,12.2087,50.0383,0.6602,0.682,0.673,96.453
2014,12,175.95,12.14,58.62,101.4,1.08,0.525,0.5215,62.6993
2014,13,3360.17,54.15,1429.9,1670.7,34.75,100.51,150.203,2018.98
2014,14,1330.78,0.62,259.11,938.11,31.36,39.13,17.3246,770.772
2014,15,2753.01,52.3607,153.901,2186.07,98.5128,161.42,170.313,322.323
2014,21,1753.9,451.5,2.8,1170.5,25.65,53.45,63.6881,870.563
2014,22,3532.84,587.62,0.1442,2733.5,55.4521,56.5423,85.7014,229.748
2014,23,6242.19,2251.05,46.5979,3343.42,469.587,107.107,17.1457,258.744
2014,31,112.541,84.1015,18.64,2.62,1.27,0.79,1.2752,86.1587
2014,32,3490.62,1912,1160.4,238.97,70.39,33.9,146.599,861.623
2014,33,757.406,590.11,30.95,30.09,35.84,57.376,30.6622,714.839
2014,34,3415.83,1394.55,1393.55,465.5,122.15,33.45,228.805,965.283
2014,35,667.031,497.064,0.6779,20.3309,22.3043,124.986,29.8234,790.847
2014,36,2143.5,2025.15,2.56,12.25,31.93,70.04,121.708,627.073
2014,37,4596.6,101.01,2263.84,1988.34,41.73,193.39,335.888,3134.05
2014,41,5772.3,528.6,3329,1732.05,59,108.7,584.334,2560.19
2014,42,2584.17,1729.47,421.6,293.65,36.42,93.22,341.734,972.337
2014,43,3001.26,2634,10.33,188.6,36.4,125.08,233.77,920.048
2014,44,1357.34,1091.64,0.3,76.86,21.14,165.16,105.477,1560.72
2014,45,1534.41,1166.12,0.2,266.4,24.58,74.15,61.3036,1560.6
2014,46,186.603,155.448,,,2.4972,28.6057,11.5713,412.996
2014,50,1144.54,503.185,26.956,255.971,46.6032,301.1,56.9359,347.615
2014,51,3374.9,1526.5,423.2,751.9,96.2,494.5,300.786,884.546
2014,52,1138.5,403.24,61.5,313.81,32.59,289.91,98.0471,196.383
2014,53,1860.7,666.1,83.6,743.3,133.1,192.7,64.6829,669.017
2014,54,97.97,0.47,23.73,2.39,2.21,0.54,6.377,1.4359
2014,61,1197.78,90.87,417.24,539.57,28.14,89.83,62.2994,1849.92
2014,62,1158.65,3.54,271.6,564.48,33.16,237.89,72.4226,636.577
2014,63,104.81,,34.86,18.65,5.68,35.95,31.5093,2.5749
2014,64,377.9,61.84,40.55,224.08,3.43,42.11,16.517,290.241
2014,65,1414.47,76.17,642.27,641.09,21.67,23.66,59.3269,1466.89
2015,11,62.6362,0.1392,11.1238,49.4485,0.7306,0.8363,0.5658,87.9424
2015,12,181.745,11.348,59.83,107.34,1.2469,0.7185,0.4221,62.6896
2015,13,3363.81,54.5264,1435,1670.36,29.4691,103.926,151.543,2117.19
2015,14,1259.57,0.47,271.43,862.74,30.56,36.71,15.3043,842.566
2015,15,2827.01,53.1565,158.258,2250.78,102.999,146.977,193.584,296.742
2015,21,2002.5,467.7,2.68,1403.5,27.2,48.006,46.1225,882.018
2015,22,3647.04,630.104,0.1048,2805.73,48.6352,59.474,76.4235,208.971
2015,23,6323.96,2199.68,21.779,3544.14,437.333,100.331,18.3376,213.465
2015,31,112.08,84.1,19.92,2.1,0.83,0.61,1.1849,61.5357
2015,32,3561.34,1952.49,1174.04,252.18,73.54,32.93,143.113,914.775
2015,33,752.232,578.1,35.13,31.0725,35.81,60.84,31.347,740.863
2015,34,3538.12,1459.34,1411,496.27,134.04,32.73,227.852,1029.8
2015,35,661.098,485.028,0.6101,21.4605,23.2799,128.392,30.6732,837.049
2015,36,2148.71,2027.2,2.62,12.8,33.06,71.38,123.964,663.418
2015,37,4712.69,95.1,2346.6,2050.9,38.75,173.86,324.102,3218.61
2015,41,6067.1,531.52,3501,1853.65,53.75,110.79,599.738,2665.1
2015,42,2703.28,1810.72,420.928,332.891,28.7289,99.4205,339.603,966.258
2015,43,3002.93,2644.81,9.36,188.83,34.32,118.78,242.893,981.044
2015,44,1358.13,1088.42,0.3,77.85,21.6,167.73,110.336,1648.53
2015,45,1524.75,1137.83,0.88,280.68,23.92,78.39,64.6795,1720.02
2015,46,183.994,153.291,,,2.0618,28.551,11.2579,405.927
2015,50,1154.89,506.359,22.8545,259.728,47.9368,306.795,59.8721,375.948
2015,51,3442.8,1552.6,426.3,765.7,99.9,516.3,307.55,934.189
2015,52,1180,417.54,61.67,324.08,34.39,303.84,101.337,224.895
2015,53,1876.36,659.7,90.6,747.3,136.4,194.16,65.9199,726.538
2015,54,100.63,0.45,23.39,0.84,2.01,0.66,6.4047,1.4914
2015,61,1226.79,91.85,458.1,543.08,21.24,85.712,62.664,1930.9
2015,62,1171.13,3.12,281,577.15,36.22,225.29,71.5654,678.987
2015,63,102.72,,34.12,18.63,5.61,34.76,30.4825,3.6166
2015,64,372.6,60.75,39.64,226.88,3.4,37.196,15.2549,298.94
2015,65,1521.26,65.08,698.25,705.05,20.83,19.964,62.883,1635.02
2016,11,53.6917,0.1158,8.5472,43.1904,0.5075,0.8749,0.557,78.9714
2016,12,196.37,13.3574,60.8928,118.098,1.191,0.9495,1.6002,61.4979
2016,13,3460.24,54.72,1433.25,1753.64,32.04,106.336,156.504,2138.51
2016,14,1318.51,0.49,273.41,888.89,36.93,48.68,15.4346,840.774
2016,15,2780.25,63.15,169.9,2139.8,120,168,220.024,316.277
2016,21,2100.63,484.59,2.2,1465.64,30.7,52.8,81.3279,802.264
2016,22,3717.21,654.1,0.1,2833,62.5,53.11,82.5407,241.096
2016,23,6058.5,2255.3,29.0155,3127.4,522.518,100.786,21.7465,259.882
2016,31,99.1582,81.8121,12.09,2.0917,0.4968,0.0976,0.8976,50.6353
2016,32,3466.01,1931.39,1119.55,233.908,72.6358,32.7952,131.934,893.003
2016,33,752.2,593.75,25.39,30.45,32.75,63.46,29.0915,724.32
2016,34,3417.4,1401.8,1385.9,462,135,29.9,214.829,1043.49
2016,35,650.872,471.472,0.5507,21.7672,23.9986,130.821,31.0317,853.811
2016,36,2138.11,2012.6,2.6,13,33.78,74.48,122.018,617.398
2016,37,4700.71,88.08,2344.59,2064.95,38.37,157.15,326.784,3255.43
2016,41,5946.6,542.15,3466,1745.92,56.55,113.08,619.086,2871.26
2016,42,2554.12,1693.52,428.22,296.61,28.94,96.71,329.754,1010.4
2016,43,2953.2,2602.3,5.9,188.7,36.5,111.5,242.87,1048.18
2016,44,1360.22,1087.06,0.3,80.96,22.25,167.21,113.292,1717.01
2016,45,1521.3,1137.25,1.05,278.57,24.66,76.05,68.9471,1882.5
2016,46,177.865,149.131,,,2.0399,26.6308,11.177,395.388
2016,50,1166,510.554,19.6412,264.687,48.3738,311.393,62.7208,408.688
2016,51,3483.5,1558.2,413.4,793.2,105.8,531.1,311.293,979.324
2016,52,1192.38,430.48,59.74,324.38,35.02,301.85,103.427,243.876
2016,53,1902.89,671.9,89.4,756.5,138.66,196.54,68.5002,759.114
2016,54,101.909,0.5055,23.0536,2.7492,1.4919,0.6139,6.2133,1.5275
2016,61,1228.29,91.93,445.03,545.39,27.64,86.502,63.7968,2017.84
2016,62,1140.59,3.12,267.77,560.56,31.39,226.07,76.0153,737.959
2016,63,103.45,,33.06,18.07,6.02,36.34,30.0353,4.0249
2016,64,370.6,63,40.89,216.16,3.42,35.4,14.6533,305.766
2016,65,1512.28,59.68,723.06,684.87,18.59,18.936,71.3946,1790.88
2017,11,41.1237,0.0705,6.1916,33.2115,0.58,0.6095,0.5326,74.4013
2017,12,212.273,26.3335,62.4072,119.293,0.8485,1.4862,1.2608,58.2466
2017,13,3829.25,50.4308,1504.12,2035.48,20.8295,133.912,129.398,1365.34
2017,14,1355.1,0.5201,232.396,977.869,28.3065,46.7329,15.0425,844.022
2017,15,3254.54,85.2256,189.051,2497.44,186.194,137.504,240.691,322.878
2017,21,2330.74,422.047,1.2553,1789.44,21.0464,48.406,81.4563,770.267
2017,22,4154,684.434,0.1485,3250.78,67.0779,42.9481,128.484,89.5151
2017,23,7410.34,2819.33,38.0861,3703.11,719.617,81.0159,14.2586,236.914
2017,31,99.7782,85.5991,10.1843,2.1008,0.3005,0.225,0.7612,46.3911
2017,32,3610.8,1892.57,1295.47,318.065,58.7924,15.8028,85.3611,942.504
2017,33,580.137,444.914,41.9187,23.039,27.3824,39.3207,26.9,751.29
2017,34,4019.71,1647.46,1644.47,610.662,97.1389,14.8248,154.659,606.347
2017,35,487.153,393.189,0.0569,11.3978,9.9457,70.9069,19.5516,644.671
2017,36,2221.73,2126.15,3.1,15.3999,28.2933,47.503,120.64,670.122
2017,37,5374.31,90.1414,2495.11,2662.15,33.6169,81.469,318.3,2804.3
2017,41,6524.25,485.248,3705.21,2170.14,53.3572,88,586.946,2602.44
2017,42,2846.13,1927.16,426.9,356.746,38.4764,91.6282,307.688,948.444
2017,43,3073.6,2740.35,9.61,199.17,31.98,86.47,226.078,956.386
2017,44,1208.56,1046.34,0.1476,54.6435,11.1431,95.4327,101.285,1538.73
2017,45,1370.49,1019.78,0.51,271.642,24.6758,47.8348,64.9251,1900.4
2017,46,138.114,123.234,,,1.7287,13.143,9.0284,405.477
2017,50,1079.88,486.992,9.7781,252.623,40.2239,283.256,62.3962,403.376
2017,51,3488.9,1473.7,251.603,1068,119.23,537.862,357.89,1007.88
2017,52,1242.45,448.83,41.195,441.179,25.5616,266.28,115.519,280.137
2017,53,1843.42,529.23,73.68,912.927,118.314,157.018,56.2563,783.9
2017,54,106.531,0.4987,21.9408,3.001,3.98,0.5439,5.9422,0.1557
2017,61,1194.2,80.5658,406.409,551.147,28.6251,91.2606,59.75,1922.06
2017,62,1105.9,2.916,269.724,576.671,25.1621,191.433,77.353,630.853
2017,63,102.547,,42.3276,12.2437,2.8014,34.8134,30.2767,3.6453
2017,64,370.051,68.8479,37.82,214.874,1.73,35.2,6.9443,210.6
2017,65,1484.73,65.4742,612.577,772.625,14.6015,15.779,69.6636,1420.2
2018,11,34.1437,0.1137,5.256,27.1416,0.5178,0.6562,0.4167,61.4579
2018,12,209.691,37.4105,57.1301,110.554,1.4196,0.9083,0.6263,62.4726
2018,13,3700.86,52.49,1450.73,1941.15,28.13,147.87,121.385,1347.93
2018,14,1380.4,0.5568,228.589,981.621,35.6154,51.5616,15.4676,750.547
2018,15,3553.28,121.861,202.293,2699.95,205.652,149.799,201.51,264.18
2018,21,2192.45,418.024,1.3722,1662.79,20,40.8116,78.1256,788.871
2018,22,3632.74,646.318,0.039,2799.88,62.7501,36.1792,87.5264,148.14
2018,23,7506.8,2685.54,36.177,3982.16,678.495,80.6942,11.2205,170.82
2018,31,103.742,87.9658,12.981,1.2527,0.1736,0.391,0.7119,54.3095
2018,32,3660.28,1958.03,1289.12,299.95,64.97,22.784,86.0391,934.13
2018,33,599.136,477.403,35.79,20.6417,28.2245,35.1676,29.4293,743.621
2018,34,4007.25,1681.21,1607.45,595.61,102.99,14.93,158.038,643.832
2018,35,498.579,398.305,0.0532,12.5555,10.8289,75.0763,21.2428,683.109
2018,36,2190.7,2092.2,3.17,15.65,29.43,49.1,120.8,684.372
2018,37,5319.51,98.5885,2471.68,2607.16,44.5018,84.249,310.897,2788.79
2018,41,6648.91,501.41,3602.85,2351.38,101.7,63.8,631.035,2492.76
2018,42,2839.47,1965.62,410.37,323.38,38.41,97.02,302.483,997.993
2018,43,3022.9,2674.01,8.01,202.82,36.34,95.02,234.446,1016.82
2018,44,1193.49,1032.07,0.15,54.54,11.28,94.67,106.252,1669.16
2018,45,1372.8,1016.24,0.5,273.4,26.16,50.71,66.661,2116.56
2018,46,147.12,130.7,,,1.85,14.57,8.444,430.412
2018,50,1079.34,486.919,8.153,251.328,40.8593,284.893,63.7002,431.266
2018,51,3493.7,1478.6,247.3,1066.3,121.5,541.3,362.537,1080.67
2018,52,1059.7,420.73,33.18,258.96,29.29,291.176,112.617,369.535
2018,53,1860.54,527.7,74.2848,926,118.08,160.741,60.9804,813.351
2018,54,104.398,0.5276,19.4625,3.36,2.2425,0.629,5.852,0.3205
2018,61,1226,80.69,401.34,584.15,28.62,94.29,60.9635,1835.08
2018,62,1151.43,2.4679,280.508,589.993,30.5753,202.327,70.4107,609.278
2018,63,103.06,,42.64,11.53,2.89,36.22,28.4704,3.5062
2018,64,392.58,66.55,41.58,234.62,2.81,36.38,7.2892,197.21
