term,est,se,t,p,category,model,n
lnp_12,-0.453194630322771,0.0341791087868777,-13.2594045429518,2.94166417559031e-12,新鲜酸奶,price_psiM,161269
lnp_13,-0.000676998729109368,0.0127312108429515,-0.0531763032959414,0.958050617750735,新鲜酸奶,price_psiM,161269
lnp_14,-0.0574907017254094,0.0337941286088115,-1.70120385084938,0.102387288124187,新鲜酸奶,price_psiM,161269
fsize,0.00590544356619412,0.00472519449200732,1.24977788240954,0.223948925205328,新鲜酸奶,price_psiM,161269
elderly,-0.0123677673504073,0.00785064286674857,-1.57538275021923,0.128824437444022,新鲜酸奶,price_psiM,161269
lock_days,-0.000249425316083907,0.000644277144376952,-0.387139786442546,0.702211816411661,新鲜酸奶,price_psiM,161269
ln_covid,0.000226895766792853,0.000733365743004103,0.309389644876804,0.759810661156816,新鲜酸奶,price_psiM,161269
cny_share,0.0118822471982733,0.00975051476135557,1.2186276816242,0.235338007037122,新鲜酸奶,price_psiM,161269
hot_days,-2.92043917673501e-05,0.000227173035506251,-0.128555713939679,0.898826727686618,新鲜酸奶,price_psiM,161269
lam_sel,-0.0338098828739464,0.0837711757648711,-0.403598046287949,0.690236114669886,新鲜酸奶,price_psiM,161269
ln_x,0.1026630447804,0.00489595307313791,20.9689601282477,1.71980556786073e-16,坚果,price_psiM,109928
lnp_1,0.141135776666803,0.13334139508348,1.05845432754354,0.300838677397402,坚果,price_psiM,109928
lnp_2,-0.135424756324035,0.0968559346355639,-1.39820814112829,0.175389132672481,坚果,price_psiM,109928
lnp_3,0.0239634788948028,0.0248975860134723,0.962482020619829,0.345818259250978,坚果,price_psiM,109928
lnp_4,0.0313371757415172,0.0366237580090872,0.855651561856151,0.401016840616912,坚果,price_psiM,109928
lnp_5,-0.0989605930022579,0.0532832686220782,-1.85725454840533,0.0761265567858458,坚果,price_psiM,109928
lnp_6,0.0238561773095825,0.0218699872536852,1.09081807103306,0.286649157796104,坚果,price_psiM,109928
lnp_7,-0.0306468156195317,0.0249044856715,-1.23057412322323,0.230919484808346,坚果,price_psiM,109928
lnp_8,0.032434405880965,0.0171113777296193,1.89548769207648,0.0706636926034966,坚果,price_psiM,109928
lnp_9,-0.167500871355896,0.0617811036483799,-2.71119907972521,0.0124580719908716,坚果,price_psiM,109928
lnp_10,-0.0118637179834356,0.0254233448950299,-0.46664662075032,0.645142725172233,坚果,price_psiM,109928
lnp_11,0.0761433274766482,0.0337525836942329,2.25592589196834,0.0338885339346811,坚果,price_psiM,109928
lnp_12,-0.112488622480328,0.0414536900730562,-2.71359732467924,0.0123903507514271,坚果,price_psiM,109928
lnp_13,-0.415901851237209,0.0235260889695559,-17.6783251893423,6.99146500558112e-15,坚果,price_psiM,109928
lnp_14,-0.0704257709610939,0.0422974615964529,-1.66501175964186,0.109475573236267,坚果,price_psiM,109928
fsize,-0.00493429533992917,0.00519159006141659,-0.950440092834061,0.351770028460712,坚果,price_psiM,109928
elderly,-0.00277338825640588,0.0149584907747907,-0.185405620002776,0.854536222853318,坚果,price_psiM,109928
lock_days,-0.000304162440535927,0.000559808875257489,-0.543332651516154,0.592128385761556,坚果,price_psiM,109928
ln_covid,-0.00295057829828411,0.00168555574718228,-1.75050769054453,0.0933605324433416,坚果,price_psiM,109928
cny_share,0.112761214699567,0.0731144590064355,1.54225602202216,0.136659128113881,坚果,price_psiM,109928
hot_days,-0.00166114492955289,0.000817936387881063,-2.03089745628781,0.0539803962251541,坚果,price_psiM,109928
lam_sel,0.349745600238632,0.160239669464632,2.18264054966632,0.0395289693166941,坚果,price_psiM,109928
