province,year,item,unit,price,n_periods
湖北,2006,diesel,元/公斤,5.3332,36
湖北,2007,diesel,元/公斤,5.6337,36
湖北,2008,diesel,元/公斤,6.5653,36
湖北,2009,diesel,元/公斤,6.4565,36
湖北,2010,diesel,元/公斤,7.5156,36
湖南,2006,diesel,元/公斤,5.1953,36
湖南,2007,diesel,元/公斤,5.5662,36
湖南,2008,diesel,元/公斤,6.6117,36
湖南,2009,diesel,元/公斤,6.3775,36
湖南,2010,diesel,元/公斤,7.3693,36
甘肃,2006,diesel,元/公斤,5.3757,36
甘肃,2007,diesel,元/公斤,5.7358,36
甘肃,2008,diesel,元/公斤,6.748,35
甘肃,2009,diesel,元/公斤,6.4901,35
甘肃,2010,diesel,元/公斤,7.4321,36
福建,2006,diesel,元/公斤,5.3161,36
福建,2007,diesel,元/公斤,5.6778,36
福建,2008,diesel,元/公斤,6.6439,36
福建,2009,diesel,元/公斤,6.3725,36
福建,2010,diesel,元/公斤,7.4072,36
贵州,2006,diesel,元/公斤,5.4962,36
贵州,2007,diesel,元/公斤,5.8992,36
贵州,2008,diesel,元/公斤,6.837,35
贵州,2009,diesel,元/公斤,6.5363,35
贵州,2010,diesel,元/公斤,7.6987,15
辽宁,2006,diesel,元/公斤,5.2101,36
辽宁,2007,diesel,元/公斤,5.6281,36
辽宁,2008,diesel,元/公斤,6.5537,36
辽宁,2009,diesel,元/公斤,6.4604,36
辽宁,2010,diesel,元/公斤,7.4604,36
重庆,2006,diesel,元/公斤,5.2517,35
重庆,2007,diesel,元/公斤,5.6617,36
重庆,2008,diesel,元/公斤,6.6772,36
重庆,2009,diesel,元/公斤,5.9358,18
重庆,2010,diesel,元/公斤,7.4774,33
陕西,2006,diesel,元/公斤,5.3928,36
陕西,2007,diesel,元/公斤,6.1108,36
陕西,2008,diesel,元/公斤,7.1095,35
陕西,2009,diesel,元/公斤,6.4455,36
陕西,2010,diesel,元/公斤,7.3394,36
青海,2006,diesel,元/公斤,5.2389,36
青海,2007,diesel,元/公斤,5.6404,35
青海,2008,diesel,元/公斤,7.0196,18
青海,2009,diesel,元/公斤,6.4494,36
青海,2010,diesel,元/公斤,7.5419,13
黑龙江,2006,diesel,元/公斤,5.2176,36
黑龙江,2007,diesel,元/公斤,5.6367,36
黑龙江,2008,diesel,元/公斤,6.679,36
黑龙江,2009,diesel,元/公斤,6.4507,36
黑龙江,2010,diesel,元/公斤,7.4307,36
云南,2003,greenhouse_film,元/公斤,10.2022,9
云南,2004,greenhouse_film,元/公斤,10.6255,11
云南,2005,greenhouse_film,元/公斤,14.7896,12
云南,2006,greenhouse_film,元/公斤,16.0708,36
云南,2007,greenhouse_film,元/公斤,16.1528,36
云南,2008,greenhouse_film,元/公斤,17.0278,36
云南,2009,greenhouse_film,元/公斤,17.1944,36
云南,2010,greenhouse_film,元/公斤,17.1458,36
云南,2011,greenhouse_film,元/公斤,16.3,36
云南,2012,greenhouse_film,元/公斤,15.9118,36
云南,2013,greenhouse_film,元/公斤,15.7579,35
云南,2014,greenhouse_film,元/公斤,17.3056,36
云南,2015,greenhouse_film,元/公斤,17.5556,36
云南,2016,greenhouse_film,元/公斤,17.0,36
云南,2017,greenhouse_film,元/公斤,17.9722,36
云南,2018,greenhouse_film,元/公斤,18.0833,36
云南,2019,greenhouse_film,元/公斤,17.9167,36
云南,2020,greenhouse_film,元/公斤,16.8333,36
云南,2021,greenhouse_film,元/公斤,17.125,40
云南,2022,greenhouse_film,元/公斤,17.0,40
云南,2023,greenhouse_film,元/公斤,16.5915,41
云南,2024,greenhouse_film,元/公斤,17.3365,39
云南,2025,greenhouse_film,元/公斤,16.8301,40
内蒙古,2003,greenhouse_film,元/公斤,8.9889,9
内蒙古,2004,greenhouse_film,元/公斤,9.7083,12
内蒙古,2005,greenhouse_film,元/公斤,13.4692,12
内蒙古,2006,greenhouse_film,元/公斤,15.041,36
内蒙古,2007,greenhouse_film,元/公斤,15.4514,36
内蒙古,2008,greenhouse_film,元/公斤,16.3024,36
内蒙古,2009,greenhouse_film,元/公斤,15.3486,36
内蒙古,2010,greenhouse_film,元/公斤,14.9458,36
内蒙古,2011,greenhouse_film,元/公斤,15.2806,36
内蒙古,2012,greenhouse_film,元/公斤,15.1938,36
内蒙古,2013,greenhouse_film,元/公斤,15.625,35
内蒙古,2014,greenhouse_film,元/公斤,14.9167,36
内蒙古,2015,greenhouse_film,元/公斤,14.9444,36
内蒙古,2016,greenhouse_film,元/公斤,12.9444,36
内蒙古,2017,greenhouse_film,元/公斤,13.3819,36
内蒙古,2018,greenhouse_film,元/公斤,13.3333,36
内蒙古,2019,greenhouse_film,元/公斤,13.0833,36
内蒙古,2020,greenhouse_film,元/公斤,13.0,36
内蒙古,2021,greenhouse_film,元/公斤,12.7812,40
内蒙古,2022,greenhouse_film,元/公斤,13.4062,40
内蒙古,2023,greenhouse_film,元/公斤,13.0732,41
内蒙古,2024,greenhouse_film,元/公斤,13.0,39
内蒙古,2025,greenhouse_film,元/公斤,13.1219,40
吉林,2003,greenhouse_film,元/公斤,8.8206,9
吉林,2004,greenhouse_film,元/公斤,10.0467,12
吉林,2005,greenhouse_film,元/公斤,11.7925,12
吉林,2006,greenhouse_film,元/公斤,11.9618,36
吉林,2007,greenhouse_film,元/公斤,13.3951,36
吉林,2008,greenhouse_film,元/公斤,14.3083,36
吉林,2009,greenhouse_film,元/公斤,12.3986,36
吉林,2010,greenhouse_film,元/公斤,14.7264,36
吉林,2011,greenhouse_film,元/公斤,15.6389,36
吉林,2012,greenhouse_film,元/公斤,15.5278,36
吉林,2013,greenhouse_film,元/公斤,15.0714,35
吉林,2014,greenhouse_film,元/公斤,15.6528,36
吉林,2015,greenhouse_film,元/公斤,15.5625,36
吉林,2016,greenhouse_film,元/公斤,15.0,36
吉林,2017,greenhouse_film,元/公斤,14.3653,36
吉林,2018,greenhouse_film,元/公斤,14.25,36
吉林,2019,greenhouse_film,元/公斤,14.4583,36
吉林,2020,greenhouse_film,元/公斤,13.1389,36
吉林,2021,greenhouse_film,元/公斤,13.6,40
吉林,2022,greenhouse_film,元/公斤,14.7875,40
吉林,2023,greenhouse_film,元/公斤,14.7317,41
吉林,2024,greenhouse_film,元/公斤,13.8173,39
吉林,2025,greenhouse_film,元/公斤,12.7594,40
四川,2003,greenhouse_film,元/公斤,7.9133,9
四川,2004,greenhouse_film,元/公斤,8.4109,11
四川,2005,greenhouse_film,元/公斤,9.9075,12
四川,2006,greenhouse_film,元/公斤,10.8958,36
四川,2007,greenhouse_film,元/公斤,12.7083,36
四川,2008,greenhouse_film,元/公斤,14.5417,36
四川,2009,greenhouse_film,元/公斤,14.8056,36
四川,2010,greenhouse_film,元/公斤,14.0,36
四川,2011,greenhouse_film,元/公斤,14.0,36
四川,2012,greenhouse_film,元/公斤,14.0,36
四川,2013,greenhouse_film,元/公斤,14.1286,35
四川,2014,greenhouse_film,元/公斤,15.0556,36
四川,2015,greenhouse_film,元/公斤,15.2083,36
四川,2016,greenhouse_film,元/公斤,14.25,36
四川,2017,greenhouse_film,元/公斤,14.0,36
四川,2018,greenhouse_film,元/公斤,14.0,36
四川,2019,greenhouse_film,元/公斤,14.0,36
四川,2020,greenhouse_film,元/公斤,14.0,36
四川,2021,greenhouse_film,元/公斤,13.6138,40
四川,2022,greenhouse_film,元/公斤,14.0,40
四川,2023,greenhouse_film,元/公斤,14.0,41
四川,2024,greenhouse_film,元/公斤,13.6154,39
四川,2025,greenhouse_film,元/公斤,13.5,40
宁夏,2003,greenhouse_film,元/公斤,9.5378,9
宁夏,2004,greenhouse_film,元/公斤,11.8542,12
宁夏,2005,greenhouse_film,元/公斤,17.4173,11
宁夏,2006,greenhouse_film,元/公斤,17.7292,36
宁夏,2007,greenhouse_film,元/公斤,17.8021,36
宁夏,2008,greenhouse_film,元/公斤,20.8889,36
宁夏,2009,greenhouse_film,元/公斤,20.9375,36
宁夏,2010,greenhouse_film,元/公斤,20.8264,36
宁夏,2011,greenhouse_film,元/公斤,20.8621,29
宁夏,2012,greenhouse_film,元/公斤,19.25,36
宁夏,2013,greenhouse_film,元/公斤,19.0857,35
宁夏,2014,greenhouse_film,元/公斤,17.5139,36
宁夏,2015,greenhouse_film,元/公斤,17.125,36
宁夏,2016,greenhouse_film,元/公斤,17.3194,36
宁夏,2017,greenhouse_film,元/公斤,17.3333,36
宁夏,2018,greenhouse_film,元/公斤,17.5,36
宁夏,2019,greenhouse_film,元/公斤,17.4861,36
宁夏,2020,greenhouse_film,元/公斤,17.0556,36
宁夏,2021,greenhouse_film,元/公斤,18.15,40
宁夏,2022,greenhouse_film,元/公斤,19.8,40
宁夏,2023,greenhouse_film,元/公斤,20.0,41
宁夏,2024,greenhouse_film,元/公斤,15.2308,39
宁夏,2025,greenhouse_film,元/公斤,15.0,40
安徽,2003,greenhouse_film,元/公斤,7.7244,9
安徽,2004,greenhouse_film,元/公斤,8.3217,12
安徽,2005,greenhouse_film,元/公斤,11.2308,12
安徽,2006,greenhouse_film,元/公斤,12.9653,36
安徽,2007,greenhouse_film,元/公斤,13.8646,36
安徽,2008,greenhouse_film,元/公斤,15.3132,36
安徽,2009,greenhouse_film,元/公斤,13.2396,36
安徽,2010,greenhouse_film,元/公斤,13.516,36
安徽,2011,greenhouse_film,元/公斤,14.0611,36
安徽,2012,greenhouse_film,元/公斤,13.3444,36
安徽,2013,greenhouse_film,元/公斤,13.3721,35
安徽,2014,greenhouse_film,元/公斤,14.3264,36
安徽,2015,greenhouse_film,元/公斤,14.2819,36
安徽,2016,greenhouse_film,元/公斤,14.1278,36
安徽,2017,greenhouse_film,元/公斤,14.0972,36
安徽,2018,greenhouse_film,元/公斤,13.6771,36
安徽,2019,greenhouse_film,元/公斤,13.5,36
安徽,2020,greenhouse_film,元/公斤,13.4861,36
安徽,2021,greenhouse_film,元/公斤,13.75,40
安徽,2022,greenhouse_film,元/公斤,14.3,40
安徽,2023,greenhouse_film,元/公斤,14.9024,41
安徽,2024,greenhouse_film,元/公斤,14.6667,39
安徽,2025,greenhouse_film,元/公斤,14.8,40
山东,2003,greenhouse_film,元/公斤,7.6233,9
山东,2004,greenhouse_film,元/公斤,8.8254,12
山东,2005,greenhouse_film,元/公斤,12.5762,12
山东,2006,greenhouse_film,元/公斤,12.35,36
山东,2007,greenhouse_film,元/公斤,13.3472,36
山东,2008,greenhouse_film,元/公斤,13.9972,36
山东,2009,greenhouse_film,元/公斤,12.4875,36
山东,2010,greenhouse_film,元/公斤,13.5722,36
山东,2011,greenhouse_film,元/公斤,13.9028,36
山东,2012,greenhouse_film,元/公斤,13.7153,36
山东,2013,greenhouse_film,元/公斤,13.4914,35
山东,2014,greenhouse_film,元/公斤,14.0,36
山东,2015,greenhouse_film,元/公斤,13.9333,36
山东,2016,greenhouse_film,元/公斤,13.4,36
山东,2017,greenhouse_film,元/公斤,13.4,36
山东,2018,greenhouse_film,元/公斤,13.4167,36
山东,2019,greenhouse_film,元/公斤,14.75,36
山东,2020,greenhouse_film,元/公斤,14.25,36
山东,2021,greenhouse_film,元/公斤,14.0045,40
山东,2022,greenhouse_film,元/公斤,14.5235,40
山东,2023,greenhouse_film,元/公斤,14.5549,41
山东,2024,greenhouse_film,元/公斤,14.75,39
山东,2025,greenhouse_film,元/公斤,13.946,40
山西,2003,greenhouse_film,元/公斤,8.2867,9
山西,2004,greenhouse_film,元/公斤,8.9588,12
山西,2005,greenhouse_film,元/公斤,11.3604,12
山西,2006,greenhouse_film,元/公斤,12.6917,36
山西,2007,greenhouse_film,元/公斤,13.7514,36
山西,2008,greenhouse_film,元/公斤,14.5833,36
山西,2009,greenhouse_film,元/公斤,14.1285,36
山西,2010,greenhouse_film,元/公斤,14.3333,36
山西,2011,greenhouse_film,元/公斤,14.4878,36
山西,2012,greenhouse_film,元/公斤,13.7915,36
山西,2013,greenhouse_film,元/公斤,13.2314,35
山西,2014,greenhouse_film,元/公斤,13.1458,36
山西,2015,greenhouse_film,元/公斤,12.9433,36
山西,2016,greenhouse_film,元/公斤,13.2275,36
山西,2017,greenhouse_film,元/公斤,13.0396,36
山西,2018,greenhouse_film,元/公斤,13.6132,36
山西,2019,greenhouse_film,元/公斤,12.85,36
山西,2020,greenhouse_film,元/公斤,12.0069,36
山西,2021,greenhouse_film,元/公斤,10.2375,40
山西,2022,greenhouse_film,元/公斤,10.645,40
山西,2023,greenhouse_film,元/公斤,11.1494,41
山西,2024,greenhouse_film,元/公斤,12.3021,39
山西,2025,greenhouse_film,元/公斤,12.0,40
广东,2003,greenhouse_film,元/公斤,10.0,9
广东,2004,greenhouse_film,元/公斤,10.1386,11
广东,2005,greenhouse_film,元/公斤,11.3571,12
广东,2006,greenhouse_film,元/公斤,12.4882,36
广东,2007,greenhouse_film,元/公斤,12.6146,36
广东,2008,greenhouse_film,元/公斤,13.3125,36
广东,2009,greenhouse_film,元/公斤,12.9028,36
广东,2010,greenhouse_film,元/公斤,12.75,36
广东,2011,greenhouse_film,元/公斤,13.9583,36
广东,2012,greenhouse_film,元/公斤,14.0,36
广东,2013,greenhouse_film,元/公斤,13.9929,35
广东,2014,greenhouse_film,元/公斤,14.0,36
广东,2015,greenhouse_film,元/公斤,14.0,36
广东,2016,greenhouse_film,元/公斤,13.5833,36
广东,2017,greenhouse_film,元/公斤,13.3639,36
广东,2018,greenhouse_film,元/公斤,13.4792,36
广东,2019,greenhouse_film,元/公斤,13.5,36
广东,2020,greenhouse_film,元/公斤,13.5,36
广东,2021,greenhouse_film,元/公斤,13.5,40
广东,2022,greenhouse_film,元/公斤,13.5,40
广东,2023,greenhouse_film,元/公斤,13.5,41
广东,2024,greenhouse_film,元/公斤,13.5,39
广东,2025,greenhouse_film,元/公斤,13.5,40
广西,2003,greenhouse_film,元/公斤,7.4779,7
广西,2004,greenhouse_film,元/公斤,8.3004,12
广西,2005,greenhouse_film,元/公斤,10.3446,12
广西,2006,greenhouse_film,元/公斤,12.2812,36
广西,2007,greenhouse_film,元/公斤,11.7639,36
广西,2008,greenhouse_film,元/公斤,13.8993,36
广西,2009,greenhouse_film,元/公斤,13.0,36
广西,2010,greenhouse_film,元/公斤,13.2014,36
广西,2011,greenhouse_film,元/公斤,14.6319,36
广西,2012,greenhouse_film,元/公斤,15.7361,36
广西,2013,greenhouse_film,元/公斤,15.9214,35
广西,2014,greenhouse_film,元/公斤,15.8507,36
广西,2015,greenhouse_film,元/公斤,15.7569,36
广西,2016,greenhouse_film,元/公斤,15.0972,36
广西,2017,greenhouse_film,元/公斤,15.7222,36
广西,2018,greenhouse_film,元/公斤,16.0,36
广西,2019,greenhouse_film,元/公斤,16.0,36
广西,2020,greenhouse_film,元/公斤,15.9236,36
广西,2021,greenhouse_film,元/公斤,14.7062,40
广西,2022,greenhouse_film,元/公斤,14.1125,40
广西,2023,greenhouse_film,元/公斤,14.0,41
广西,2024,greenhouse_film,元/公斤,14.0,39
广西,2025,greenhouse_film,元/公斤,14.0,40
新疆,2003,greenhouse_film,元/公斤,8.3375,8
新疆,2004,greenhouse_film,元/公斤,10.1091,11
新疆,2005,greenhouse_film,元/公斤,14.2667,12
新疆,2006,greenhouse_film,元/公斤,13.4271,35
新疆,2007,greenhouse_film,元/公斤,14.3347,36
新疆,2008,greenhouse_film,元/公斤,16.4722,36
新疆,2009,greenhouse_film,元/公斤,19.1964,21
新疆,2010,greenhouse_film,元/公斤,16.0406,24
新疆,2011,greenhouse_film,元/公斤,15.0486,36
新疆,2012,greenhouse_film,元/公斤,17.4167,36
新疆,2013,greenhouse_film,元/公斤,17.15,35
新疆,2014,greenhouse_film,元/公斤,14.7569,36
新疆,2015,greenhouse_film,元/公斤,17.5694,36
新疆,2016,greenhouse_film,元/公斤,17.0139,36
新疆,2017,greenhouse_film,元/公斤,15.7222,36
新疆,2018,greenhouse_film,元/公斤,17.4861,36
新疆,2019,greenhouse_film,元/公斤,17.0333,36
新疆,2020,greenhouse_film,元/公斤,12.7833,36
新疆,2021,greenhouse_film,元/公斤,11.1725,40
新疆,2022,greenhouse_film,元/公斤,10.75,40
新疆,2023,greenhouse_film,元/公斤,10.75,41
新疆,2024,greenhouse_film,元/公斤,11.1756,39
新疆,2025,greenhouse_film,元/公斤,11.155,40
江苏,2003,greenhouse_film,元/公斤,7.8122,9
江苏,2004,greenhouse_film,元/公斤,10.435,12
江苏,2005,greenhouse_film,元/公斤,12.0617,12
江苏,2006,greenhouse_film,元/公斤,12.4681,36
江苏,2007,greenhouse_film,元/公斤,13.2986,36
江苏,2008,greenhouse_film,元/公斤,14.5306,36
江苏,2009,greenhouse_film,元/公斤,12.3611,36
江苏,2010,greenhouse_film,元/公斤,13.0972,36
江苏,2011,greenhouse_film,元/公斤,13.7944,36
江苏,2012,greenhouse_film,元/公斤,13.9861,36
江苏,2013,greenhouse_film,元/公斤,14.0,35
江苏,2014,greenhouse_film,元/公斤,14.0,36
江苏,2015,greenhouse_film,元/公斤,13.9767,36
江苏,2016,greenhouse_film,元/公斤,13.1722,36
江苏,2017,greenhouse_film,元/公斤,13.6819,36
江苏,2018,greenhouse_film,元/公斤,13.9444,36
江苏,2019,greenhouse_film,元/公斤,13.7569,36
江苏,2020,greenhouse_film,元/公斤,13.75,36
江苏,2021,greenhouse_film,元/公斤,13.7938,40
江苏,2022,greenhouse_film,元/公斤,14.045,40
江苏,2023,greenhouse_film,元/公斤,13.9366,41
江苏,2024,greenhouse_film,元/公斤,13.1487,39
江苏,2025,greenhouse_film,元/公斤,13.75,40
江西,2003,greenhouse_film,元/公斤,6.0,1
江西,2004,greenhouse_film,元/公斤,9.2167,6
江西,2005,greenhouse_film,元/公斤,9.9487,12
江西,2006,greenhouse_film,元/公斤,13.3965,36
江西,2007,greenhouse_film,元/公斤,14.225,36
江西,2008,greenhouse_film,元/公斤,14.9806,36
江西,2009,greenhouse_film,元/公斤,12.8472,36
江西,2010,greenhouse_film,元/公斤,13.0,36
江西,2011,greenhouse_film,元/公斤,12.625,36
江西,2012,greenhouse_film,元/公斤,13.0,36
江西,2013,greenhouse_film,元/公斤,13.5143,35
江西,2014,greenhouse_film,元/公斤,19.0,36
江西,2015,greenhouse_film,元/公斤,18.6111,36
江西,2016,greenhouse_film,元/公斤,17.5278,36
江西,2017,greenhouse_film,元/公斤,16.2535,36
江西,2018,greenhouse_film,元/公斤,15.1222,36
江西,2019,greenhouse_film,元/公斤,14.5625,36
江西,2020,greenhouse_film,元/公斤,13.2569,36
江西,2021,greenhouse_film,元/公斤,13.5781,40
江西,2022,greenhouse_film,元/公斤,13.7938,40
江西,2023,greenhouse_film,元/公斤,14.0335,41
江西,2024,greenhouse_film,元/公斤,13.9859,39
江西,2025,greenhouse_film,元/公斤,13.6506,40
河北,2003,greenhouse_film,元/公斤,7.6143,7
河北,2004,greenhouse_film,元/公斤,9.7339,9
河北,2005,greenhouse_film,元/公斤,12.4642,12
河北,2006,greenhouse_film,元/公斤,12.6458,36
河北,2007,greenhouse_film,元/公斤,13.0903,36
河北,2008,greenhouse_film,元/公斤,14.184,36
河北,2009,greenhouse_film,元/公斤,13.7569,36
河北,2010,greenhouse_film,元/公斤,14.1042,36
河北,2011,greenhouse_film,元/公斤,14.5,36
河北,2012,greenhouse_film,元/公斤,14.3139,36
河北,2013,greenhouse_film,元/公斤,13.8529,35
河北,2014,greenhouse_film,元/公斤,13.75,36
河北,2015,greenhouse_film,元/公斤,13.75,36
河北,2016,greenhouse_film,元/公斤,12.4375,36
河北,2017,greenhouse_film,元/公斤,12.8333,36
河北,2018,greenhouse_film,元/公斤,13.0,36
河北,2019,greenhouse_film,元/公斤,13.0,36
河北,2020,greenhouse_film,元/公斤,13.0,36
河北,2021,greenhouse_film,元/公斤,13.0,40
河北,2022,greenhouse_film,元/公斤,13.0,40
河北,2023,greenhouse_film,元/公斤,13.0976,41
河北,2024,greenhouse_film,元/公斤,13.8974,39
河北,2025,greenhouse_film,元/公斤,14.0,40
河南,2003,greenhouse_film,元/公斤,7.8744,9
河南,2004,greenhouse_film,元/公斤,8.5425,12
河南,2005,greenhouse_film,元/公斤,10.9029,12
河南,2006,greenhouse_film,元/公斤,12.1312,36
河南,2007,greenhouse_film,元/公斤,12.7833,36
河南,2008,greenhouse_film,元/公斤,14.0069,36
河南,2009,greenhouse_film,元/公斤,12.6736,36
河南,2010,greenhouse_film,元/公斤,13.7458,36
河南,2011,greenhouse_film,元/公斤,13.7972,36
河南,2012,greenhouse_film,元/公斤,13.7111,36
河南,2013,greenhouse_film,元/公斤,13.7814,35
河南,2014,greenhouse_film,元/公斤,14.3139,36
河南,2015,greenhouse_film,元/公斤,13.9431,36
河南,2016,greenhouse_film,元/公斤,13.2,36
河南,2017,greenhouse_film,元/公斤,13.9007,36
河南,2018,greenhouse_film,元/公斤,13.975,36
河南,2019,greenhouse_film,元/公斤,14.075,36
河南,2020,greenhouse_film,元/公斤,13.875,36
河南,2021,greenhouse_film,元/公斤,13.9062,40
河南,2022,greenhouse_film,元/公斤,14.125,40
河南,2023,greenhouse_film,元/公斤,14.5,41
河南,2024,greenhouse_film,元/公斤,14.7885,39
河南,2025,greenhouse_film,元/公斤,14.6781,40
浙江,2003,greenhouse_film,元/公斤,9.75,9
浙江,2004,greenhouse_film,元/公斤,13.4367,12
浙江,2005,greenhouse_film,元/公斤,15.445,10
浙江,2006,greenhouse_film,元/公斤,14.5,36
浙江,2007,greenhouse_film,元/公斤,14.5833,36
浙江,2008,greenhouse_film,元/公斤,16.1528,36
浙江,2009,greenhouse_film,元/公斤,15.0,36
浙江,2010,greenhouse_film,元/公斤,14.7361,36
浙江,2011,greenhouse_film,元/公斤,14.8125,36
浙江,2012,greenhouse_film,元/公斤,14.75,36
浙江,2013,greenhouse_film,元/公斤,14.0429,35
浙江,2014,greenhouse_film,元/公斤,14.2778,36
浙江,2015,greenhouse_film,元/公斤,15.0,36
浙江,2016,greenhouse_film,元/公斤,15.0,36
浙江,2017,greenhouse_film,元/公斤,15.5,36
浙江,2018,greenhouse_film,元/公斤,15.1944,36
浙江,2019,greenhouse_film,元/公斤,15.1944,36
浙江,2020,greenhouse_film,元/公斤,14.8542,36
浙江,2021,greenhouse_film,元/公斤,16.375,40
浙江,2022,greenhouse_film,元/公斤,16.775,40
浙江,2023,greenhouse_film,元/公斤,15.9756,41
浙江,2024,greenhouse_film,元/公斤,15.9615,39
浙江,2025,greenhouse_film,元/公斤,16.0,40
海南,2013,greenhouse_film,元/公斤,9.0,1
海南,2014,greenhouse_film,元/公斤,9.1091,11
海南,2015,greenhouse_film,元/公斤,10.5028,36
海南,2016,greenhouse_film,元/公斤,12.5,36
海南,2017,greenhouse_film,元/公斤,10.8056,36
海南,2018,greenhouse_film,元/公斤,11.25,36
海南,2019,greenhouse_film,元/公斤,11.2639,36
海南,2020,greenhouse_film,元/公斤,19.75,36
海南,2021,greenhouse_film,元/公斤,22.0,40
海南,2022,greenhouse_film,元/公斤,22.0,40
海南,2023,greenhouse_film,元/公斤,22.439,41
海南,2024,greenhouse_film,元/公斤,24.0,39
海南,2025,greenhouse_film,元/公斤,24.0,40
湖北,2003,greenhouse_film,元/公斤,8.3772,9
湖北,2004,greenhouse_film,元/公斤,9.0167,12
湖北,2005,greenhouse_film,元/公斤,11.46,11
湖北,2006,greenhouse_film,元/公斤,12.3056,36
湖北,2007,greenhouse_film,元/公斤,13.4438,36
湖北,2008,greenhouse_film,元/公斤,15.3465,36
湖北,2009,greenhouse_film,元/公斤,13.7139,36
湖北,2010,greenhouse_film,元/公斤,14.1153,36
湖北,2011,greenhouse_film,元/公斤,15.0417,36
湖北,2012,greenhouse_film,元/公斤,15.2917,36
湖北,2013,greenhouse_film,元/公斤,15.1043,35
湖北,2014,greenhouse_film,元/公斤,14.8875,36
湖北,2015,greenhouse_film,元/公斤,14.6819,36
湖北,2016,greenhouse_film,元/公斤,13.4944,36
湖北,2017,greenhouse_film,元/公斤,13.6792,36
湖北,2018,greenhouse_film,元/公斤,14.0924,36
湖北,2019,greenhouse_film,元/公斤,13.7069,36
湖北,2020,greenhouse_film,元/公斤,13.2396,36
湖北,2021,greenhouse_film,元/公斤,13.2281,40
湖北,2022,greenhouse_film,元/公斤,14.0375,40
湖北,2023,greenhouse_film,元/公斤,14.0549,41
湖北,2024,greenhouse_film,元/公斤,13.8333,39
湖北,2025,greenhouse_film,元/公斤,13.8375,40
湖南,2003,greenhouse_film,元/公斤,8.3011,9
湖南,2004,greenhouse_film,元/公斤,10.1796,12
湖南,2005,greenhouse_film,元/公斤,12.4292,12
湖南,2006,greenhouse_film,元/公斤,13.0653,36
湖南,2007,greenhouse_film,元/公斤,13.0417,36
湖南,2008,greenhouse_film,元/公斤,15.3889,36
湖南,2009,greenhouse_film,元/公斤,13.6389,36
湖南,2010,greenhouse_film,元/公斤,13.25,36
湖南,2011,greenhouse_film,元/公斤,14.1944,36
湖南,2012,greenhouse_film,元/公斤,14.5625,36
湖南,2013,greenhouse_film,元/公斤,14.7536,35
湖南,2014,greenhouse_film,元/公斤,14.8472,36
湖南,2015,greenhouse_film,元/公斤,14.8299,36
湖南,2016,greenhouse_film,元/公斤,14.875,36
湖南,2017,greenhouse_film,元/公斤,14.875,36
湖南,2018,greenhouse_film,元/公斤,14.809,36
湖南,2019,greenhouse_film,元/公斤,14.9583,36
湖南,2020,greenhouse_film,元/公斤,15.0,36
湖南,2021,greenhouse_film,元/公斤,14.4375,40
湖南,2022,greenhouse_film,元/公斤,15.6875,40
湖南,2023,greenhouse_film,元/公斤,16.0,41
湖南,2024,greenhouse_film,元/公斤,16.0,39
湖南,2025,greenhouse_film,元/公斤,16.0,40
甘肃,2003,greenhouse_film,元/公斤,8.2422,9
甘肃,2004,greenhouse_film,元/公斤,11.2873,11
甘肃,2005,greenhouse_film,元/公斤,13.1967,12
甘肃,2006,greenhouse_film,元/公斤,13.0507,36
甘肃,2007,greenhouse_film,元/公斤,13.9549,36
甘肃,2008,greenhouse_film,元/公斤,14.7778,36
甘肃,2009,greenhouse_film,元/公斤,13.4514,36
甘肃,2010,greenhouse_film,元/公斤,13.9361,36
甘肃,2011,greenhouse_film,元/公斤,13.9236,36
甘肃,2012,greenhouse_film,元/公斤,14.6944,36
甘肃,2013,greenhouse_film,元/公斤,15.0,35
甘肃,2014,greenhouse_film,元/公斤,15.5729,36
甘肃,2015,greenhouse_film,元/公斤,14.9444,36
甘肃,2016,greenhouse_film,元/公斤,14.5,36
甘肃,2017,greenhouse_film,元/公斤,14.9444,36
甘肃,2018,greenhouse_film,元/公斤,15.0,36
甘肃,2019,greenhouse_film,元/公斤,15.0,36
甘肃,2020,greenhouse_film,元/公斤,14.6667,36
甘肃,2021,greenhouse_film,元/公斤,15.075,40
甘肃,2022,greenhouse_film,元/公斤,15.625,40
甘肃,2023,greenhouse_film,元/公斤,15.3567,41
甘肃,2024,greenhouse_film,元/公斤,14.2404,39
甘肃,2025,greenhouse_film,元/公斤,12.9719,40
福建,2003,greenhouse_film,元/公斤,8.5971,7
福建,2004,greenhouse_film,元/公斤,9.7912,12
福建,2005,greenhouse_film,元/公斤,10.695,12
福建,2006,greenhouse_film,元/公斤,12.2681,36
福建,2007,greenhouse_film,元/公斤,12.3375,36
福建,2008,greenhouse_film,元/公斤,13.125,36
福建,2009,greenhouse_film,元/公斤,13.3833,36
福建,2010,greenhouse_film,元/公斤,13.63,36
福建,2011,greenhouse_film,元/公斤,13.6611,36
福建,2012,greenhouse_film,元/公斤,13.8,36
福建,2013,greenhouse_film,元/公斤,13.8029,35
福建,2014,greenhouse_film,元/公斤,13.9806,36
福建,2015,greenhouse_film,元/公斤,14.1806,36
福建,2016,greenhouse_film,元/公斤,13.4583,36
福建,2017,greenhouse_film,元/公斤,14.3444,36
福建,2018,greenhouse_film,元/公斤,15.0,36
