province,year,quarter,quarter_id,total_expenditure_usd,ln_total_expenditure,expenditure_outlier_mild,expenditure_outlier_severe
河南省,2020,3,2020q3,5794150,15.57235934582686,0,0
天津市,2023,2,2023q2,5786173,15.57098166382927,0,0
上海市,2018,4,2018q4,5608564,15.53980527325309,0,0
甘肃省,2022,3,2022q3,5398825,15.50169189526521,0,0
四川省,2022,2,2022q2,5273756,15.4782533801304,0,0
云南省,2018,2,2018q2,5255899,15.47486162282801,0,0
四川省,2021,4,2021q4,5181854,15.46067346525727,0,0
新疆维吾尔自治区,2020,3,2020q3,5137240,15.45202652823348,0,0
湖南省,2017,1,2017q1,5132591,15.45112115786905,0,0
新疆维吾尔自治区,2018,1,2018q1,5003036,15.42555548612704,0,0
内蒙古自治区,2021,3,2021q3,5000232,15.42499486932193,0,0
湖北省,2023,4,2023q4,4977499,15.4204381140164,0,0
甘肃省,2023,1,2023q1,4971963,15.41932528991168,0,0
湖南省,2017,2,2017q2,4962705,15.41746151294803,0,0
湖南省,2018,1,2018q1,4923110,15.40945100258984,0,0
河北省,2022,1,2022q1,4862130,15.39698717146867,0,0
天津市,2018,3,2018q3,4681311,15.35908875687038,0,0
江西省,2018,1,2018q1,4639940,15.35021199308435,0,0
吉林省,2020,1,2020q1,4599540,15.34146685645899,0,0
云南省,2017,1,2017q1,4501561,15.3199347834774,0,0
湖南省,2017,3,2017q3,4357417,15.28739000857586,0,0
新疆维吾尔自治区,2020,2,2020q2,4354457,15.28671047622406,0,0
江西省,2023,3,2023q3,4266269,15.26625023275306,0,0
四川省,2018,3,2018q3,4201291,15.25090241697413,0,0
云南省,2022,3,2022q3,4186308,15.24732975787663,0,0
湖北省,2019,3,2019q3,4171362,15.24375315915174,0,0
四川省,2023,1,2023q1,3949378,15.18906865612343,0,0
天津市,2017,1,2017q1,3935200,15.18547226446327,0,0
黑龙江省,2020,4,2020q4,3924398,15.1827235216392,0,0
江西省,2020,4,2020q4,3896560,15.17560467058169,0,0
甘肃省,2022,2,2022q2,3895076,15.17522374929175,0,0
广西壮族自治区,2019,3,2019q3,3848448,15.1631805081074,0,0
江西省,2020,2,2020q2,3829687,15.1582936345797,0,0
陕西省,2023,4,2023q4,3791153,15.14818075242848,0,0
甘肃省,2021,4,2021q4,3786090,15.14684438225967,0,0
四川省,2018,2,2018q2,3761531,15.14033661334151,0,0
内蒙古自治区,2021,4,2021q4,3725825,15.13079886178356,0,0
四川省,2022,1,2022q1,3704906,15.12516844527036,0,0
天津市,2023,4,2023q4,3650761,15.11044619697768,0,0
黑龙江省,2022,1,2022q1,3524727,15.07531354442084,0,0
黑龙江省,2020,1,2020q1,3453386,15.05486575697646,0,0
天津市,2022,4,2022q4,3392768,15.03715666536024,0,0
黑龙江省,2022,2,2022q2,3344833,15.02292732503657,0,0
内蒙古自治区,2017,3,2017q3,3303990,15.01064138698404,0,0
天津市,2017,3,2017q3,3303442,15.01047551316158,0,0
江西省,2017,2,2017q2,3298060,15.00884497478034,0,0
云南省,2019,2,2019q2,3293281,15.00739489024142,0,0
湖南省,2022,3,2022q3,3275398,15.00194994638527,0,0
内蒙古自治区,2019,2,2019q2,3248675,14.99375777886912,0,0
新疆维吾尔自治区,2019,4,2019q4,3174063,14.97052302864277,0,0
新疆维吾尔自治区,2022,1,2022q1,3099737,14.94682782714669,0,0
新疆维吾尔自治区,2020,1,2020q1,3053214,14.93170536424901,0,0
重庆市,2018,3,2018q3,2878798,14.87288340388163,0,0
黑龙江省,2022,4,2022q4,2860953,14.86666534407487,0,0
新疆维吾尔自治区,2022,3,2022q3,2767961,14.83362150602506,0,0
河南省,2017,3,2017q3,2755704,14.82918350331575,0,0
黑龙江省,2021,3,2021q3,2734117,14.82131908979076,0,0
内蒙古自治区,2019,3,2019q3,2731700,14.82043468398004,0,0
天津市,2020,1,2020q1,2660591,14.79405883653059,0,0
湖南省,2017,4,2017q4,2639069,14.78593676141118,0,0
湖北省,2019,4,2019q4,2633493,14.78382165984243,0,0
河南省,2023,4,2023q4,2611175,14.77531086956393,0,0
湖北省,2018,2,2018q2,2583979,14.76484101691662,0,0
四川省,2017,3,2017q3,2566819,14.75817794704397,0,0
内蒙古自治区,2020,1,2020q1,2483430,14.72515122710453,0,0
黑龙江省,2019,4,2019q4,2457883,14.71481096830068,0,0
江西省,2017,4,2017q4,2369480,14.67818107975488,0,0
黑龙江省,2018,4,2018q4,2344611,14.66763006124069,0,0
云南省,2020,2,2020q2,2295048,14.64626431629075,0,0
新疆维吾尔自治区,2021,4,2021q4,2260607,14.63114391925702,0,0
湖南省,2018,2,2018q2,2252955,14.62775324584607,0,0
上海市,2020,1,2020q1,2128844,14.57108966735348,0,0
内蒙古自治区,2017,4,2017q4,2112974,14.56360699174255,0,0
黑龙江省,2021,1,2021q1,2102796,14.55877844570002,0,0
黑龙江省,2018,1,2018q1,2089592,14.552479389573,0,0
黑龙江省,2021,4,2021q4,2056380,14.5364577133819,0,0
湖南省,2018,4,2018q4,2048900,14.53281362173529,0,0
新疆维吾尔自治区,2021,3,2021q3,2046725,14.53175151267772,0,0
天津市,2017,2,2017q2,2017110,14.51717635188955,0,0
新疆维吾尔自治区,2022,2,2022q2,1914855,14.46515245971446,0,0
海南省,2023,2,2023q2,1914295,14.46485996660033,0,0
湖北省,2023,3,2023q3,1803652,14.40532405633989,0,0
黑龙江省,2019,1,2019q1,1792790,14.39928362358627,0,0
江西省,2022,4,2022q4,1768323,14.38554219780121,0,0
天津市,2021,2,2021q2,1740861,14.36989037639012,0,0
云南省,2020,1,2020q1,1698415,14.34520602117392,0,0
上海市,2019,2,2019q2,1669530,14.32805270765633,0,0
四川省,2018,4,2018q4,1653432,14.31836368567173,0,0
甘肃省,2019,3,2019q3,1582226,14.27434327424948,0,0
宁夏回族自治区,2023,4,2023q4,1578859,14.27221299222713,0,0
新疆维吾尔自治区,2019,3,2019q3,1525287,14.23769314703818,0,0
甘肃省,2020,4,2020q4,1432988,14.17527233273477,0,0
黑龙江省,2018,2,2018q2,1411369,14.16007071330029,0,0
四川省,2017,2,2017q2,1354737,14.11911789751592,0,0
黑龙江省,2020,2,2020q2,1296528,14.0752004803339,0,0
黑龙江省,2019,2,2019q2,1252765,14.04086366640824,0,0
湖南省,2023,3,2023q3,1172081,13.97429135935891,0,0
湖南省,2023,1,2023q1,1142755,13.94895257159461,0,0
湖南省,2022,4,2022q4,1105482,13.91579199692184,0,0
天津市,2023,1,2023q1,1104634,13.9150246163485,0,0
江西省,2018,4,2018q4,1082390,13.89468211706729,0,0
重庆市,2020,4,2020q4,1073953,13.88685679145465,0,0
海南省,2020,2,2020q2,1040238,13.85496009109012,0,0
湖北省,2023,2,2023q2,999009,13.81451906659912,0,0
江西省,2019,2,2019q2,967367,13.78233322673626,0,0
内蒙古自治区,2017,2,2017q2,958571,13.77319891279856,0,0
新疆维吾尔自治区,2018,2,2018q2,948657,13.76280257917192,0,0
河南省,2023,3,2023q3,945725,13.75970710809884,0,0
甘肃省,2020,3,2020q3,900401,13.7105954986316,0,0
甘肃省,2020,2,2020q2,890859,13.69994144477198,0,0
四川省,2017,4,2017q4,871173,13.6775958583851,0,0
黑龙江省,2020,3,2020q3,842273,13.64385946870242,0,0
湖南省,2019,4,2019q4,828981,13.62795251467505,0,0
陕西省,2023,3,2023q3,816563,13.61285934701988,0,0
江西省,2019,1,2019q1,784298,13.57254432915288,0,0
四川省,2020,3,2020q3,776074,13.56200315544354,0,0
内蒙古自治区,2017,1,2017q1,767981,13.55152027224045,0,0
河南省,2022,1,2022q1,766110,13.54908104154594,0,0
新疆维吾尔自治区,2017,2,2017q2,710644,13.47392688015677,0,0
甘肃省,2019,4,2019q4,686817,13.43982316017437,0,0
甘肃省,2019,2,2019q2,677868,13.42670785770244,0,0
天津市,2019,4,2019q4,662697,13.40407315113081,0,0
黑龙江省,2017,2,2017q2,608349,13.31850400942366,0,0
四川省,2019,4,2019q4,570830,13.2548467210173,0,0
甘肃省,2020,1,2020q1,558180,13.23243676999066,0,0
湖北省,2021,4,2021q4,552493,13.22219604261053,0,0
新疆维吾尔自治区,2019,1,2019q1,552079,13.22144643096115,0,0
青海省,2020,3,2020q3,548849,13.21557863712237,0,0
河南省,2018,2,2018q2,538848,13.19718880641004,0,0
山西省,2022,1,2022q1,501376,13.12511159758545,0,0
天津市,2019,3,2019q3,489135,13.10039380397533,0,0
甘肃省,2018,2,2018q2,447869,13.01225605792249,0,0
贵州省,2017,1,2017q1,434323,12.9815437759049,0,0
湖北省,2020,4,2020q4,431378,12.97474001488206,0,0
重庆市,2021,1,2021q1,403562,12.90808541040259,0,0
湖南省,2023,2,2023q2,396617,12.89072635849613,0,0
青海省,2022,2,2022q2,392071,12.87919822482089,0,0
内蒙古自治区,2019,4,2019q4,391529,12.87781486574372,0,0
河南省,2023,2,2023q2,388884,12.87103637761583,0,0
湖北省,2022,4,2022q4,388523,12.87010764909667,0,0
内蒙古自治区,2020,4,2020q4,384996,12.86098822360556,0,0
河南省,2021,4,2021q4,382606,12.85476101803992,0,0
黑龙江省,2017,1,2017q1,368293,12.81663409600763,0,0
海南省,2017,3,2017q3,357296,12.78631984887467,0,0
青海省,2021,1,2021q1,356097,12.78295844463055,0,0
天津市,2020,4,2020q4,353204,12.77480107267613,0,0
陕西省,2023,2,2023q2,344905,12.75102429577549,0,0
重庆市,2018,4,2018q4,339384,12.73488748865572,0,0
重庆市,2023,4,2023q4,330586,12.70862211622496,0,0
湖北省,2020,3,2020q3,319622,12.67489432655022,0,0
山西省,2018,3,2018q3,317046,12.66680215274202,0,0
甘肃省,2017,1,2017q1,306641,12.63343296120226,0,0
陕西省,2021,4,2021q4,271114,12.5102946756141,0,0
吉林省,2019,4,2019q4,269019,12.50253728805992,0,0
内蒙古自治区,2020,3,2020q3,268476,12.50051680346108,0,0
河南省,2021,3,2021q3,260484,12.47029671794376,0,0
黑龙江省,2019,3,2019q3,241984,12.3966268872506,0,0
吉林省,2023,2,2023q2,240194,12.38920220913202,0,0
内蒙古自治区,2019,1,2019q1,228775,12.34049426678358,0,0
内蒙古自治区,2018,2,2018q2,226019,12.32837434551713,0,0
贵州省,2017,2,2017q2,218725,12.29557051197447,0,0
甘肃省,2017,3,2017q3,209198,12.25103645089776,0,0
河南省,2023,1,2023q1,206199,12.23659700089271,0,0
云南省,2021,3,2021q3,164101,12.00823737090483,0,0
甘肃省,2017,2,2017q2,159226,11.97807985564063,0,0
黑龙江省,2017,3,2017q3,146082,11.89192338686322,0,0
新疆维吾尔自治区,2019,2,2019q2,137777,11.83339171506778,0,0
甘肃省,2018,3,2018q3,129855,11.77417372231798,0,0
江西省,2020,1,2020q1,119574,11.69169070556141,0,0
山西省,2018,1,2018q1,112873,11.63401857184692,0,0
四川省,2020,1,2020q1,96696,11.47932731553929,0,0
黑龙江省,2018,3,2018q3,95131,11.46301016807629,0,0
天津市,2019,2,2019q2,91393,11.42292416807609,0,0
内蒙古自治区,2018,1,2018q1,89665,11.40383578238252,0,0
吉林省,2017,4,2017q4,75628,11.23358186396782,0,0
河南省,2020,1,2020q1,55272,10.92002173016863,0,0
天津市,2017,4,2017q4,52612,10.87069950958867,0,0
重庆市,2020,3,2020q3,52207,10.86297186449704,0,0
贵州省,2022,2,2022q2,20050,9.905984432734716,1,0
青海省,2020,4,2020q4,19708,9.888779923663854,1,0
新疆维吾尔自治区,2017,1,2017q1,13314,9.496571392160648,1,0
河南省,2022,4,2022q4,5383,8.591001118560957,1,0
黑龙江省,2017,4,2017q4,2782,7.930925372483388,1,0
天津市,2020,2,2020q2,331,5.802118375377063,1,0
天津市,2021,1,2021q1,293,5.680172609017068,1,0
河南省,2018,1,2018q1,284,5.648974238161206,1,0
安徽省,2019,4,2019q4,282,5.641907070938114,1,0
