scenario,commodity,region,year,variable,value
BS,WDM,ROW,2040,IMP,2.31316
BS,RIC,USA,2040,AHV,1.35025
BS,RIC,E15,2040,AHV,0.398415
BS,RIC,JPN,2040,AHV,1.6025
BS,RIC,MEX,2040,AHV,0.0494181
BS,RIC,BRZ,2040,AHV,1.61383
BS,RIC,ARG,2040,AHV,0.208992
BS,RIC,CHN,2040,AHV,20.7479
BS,RIC,AUS,2040,AHV,0.0547438
BS,RIC,KOR,2040,AHV,0.764566
BS,RIC,IND,2040,AHV,51.47
BS,RIC,ROW,2040,AHV,100.606
BS,WHE,USA,2040,AHV,15.8919
BS,WHE,E15,2040,AHV,25.8634
BS,WHE,JPN,2040,AHV,0.243125
BS,WHE,CAN,2040,AHV,11.4725
BS,WHE,MEX,2040,AHV,0.602108
BS,WHE,BRZ,2040,AHV,3.3757
BS,WHE,ARG,2040,AHV,6.32157
BS,WHE,CHN,2040,AHV,24.1523
BS,WHE,AUS,2040,AHV,13.7843
BS,WHE,NZL,2040,AHV,0.0518286
BS,WHE,IND,2040,AHV,33.8071
BS,WHE,ROW,2040,AHV,90.0521
BS,CRN,USA,2040,AHV,37.1196
BS,CRN,E15,2040,AHV,8.44488
BS,CRN,CAN,2040,AHV,1.55303
BS,CRN,MEX,2040,AHV,6.84279
BS,CRN,BRZ,2040,AHV,22.6364
BS,CRN,ARG,2040,AHV,9.19226
BS,CRN,CHN,2040,AHV,43.8095
BS,CRN,AUS,2040,AHV,0.0484026
BS,CRN,NZL,2040,AHV,0.0178916
BS,CRN,KOR,2040,AHV,0.0158033
BS,CRN,IND,2040,AHV,9.90513
BS,CRN,ROW,2040,AHV,69.6872
BS,OCG,USA,2040,AHV,3.64074
BS,OCG,E15,2040,AHV,16.309
BS,OCG,JPN,2040,AHV,0.0704107
BS,OCG,CAN,2040,AHV,3.44309
BS,OCG,MEX,2040,AHV,1.61254
BS,OCG,BRZ,2040,AHV,2.03034
BS,OCG,ARG,2040,AHV,2.7178
BS,OCG,CHN,2040,AHV,12.5079
BS,OCG,AUS,2040,AHV,6.18538
BS,OCG,NZL,2040,AHV,0.0502492
BS,OCG,KOR,2040,AHV,0.0514815
BS,OCG,IND,2040,AHV,13.3212
BS,OCG,ROW,2040,AHV,76.325
BS,SBS,USA,2040,AHV,33.1809
BS,SBS,E15,2040,AHV,1.01108
BS,SBS,JPN,2040,AHV,0.156646
BS,SBS,CAN,2040,AHV,2.3208
BS,SBS,MEX,2040,AHV,0.0860136
BS,SBS,BRZ,2040,AHV,44.6185
BS,SBS,ARG,2040,AHV,17.9446
BS,SBS,CHN,2040,AHV,10.1896
BS,SBS,AUS,2040,AHV,0.0217603
BS,SBS,KOR,2040,AHV,0.0669689
BS,SBS,IND,2040,AHV,13.194
BS,SBS,ROW,2040,AHV,17.4795
BS,NBS,USA,2040,AHV,0.517226
BS,NBS,E15,2040,AHV,5.02665
BS,NBS,CAN,2040,AHV,0.0431158
BS,NBS,BRZ,2040,AHV,0.0636056
BS,NBS,ARG,2040,AHV,2.05556
BS,NBS,CHN,2040,AHV,0.722367
BS,NBS,AUS,2040,AHV,0.026472
BS,NBS,IND,2040,AHV,0.144334
BS,NBS,ROW,2040,AHV,21.022
BS,RBS,USA,2040,AHV,0.977014
BS,RBS,E15,2040,AHV,6.43208
BS,RBS,CAN,2040,AHV,9.3547
BS,RBS,ARG,2040,AHV,0.0375472
BS,RBS,CHN,2040,AHV,7.85547
BS,RBS,AUS,2040,AHV,3.59496
BS,RBS,IND,2040,AHV,9.71636
BS,RBS,ROW,2040,AHV,6.15156
BS,OTO,MEX,2040,AHV,0.09
BS,OTO,BRZ,2040,AHV,0.195564
BS,OTO,IND,2040,AHV,0.129
BS,OTO,ROW,2040,AHV,26.4111
BS,CTN,USA,2040,AHV,3.59745
BS,CTN,E15,2040,AHV,0.350937
BS,CTN,MEX,2040,AHV,0.160215
BS,CTN,BRZ,2040,AHV,1.88633
BS,CTN,ARG,2040,AHV,0.618794
BS,CTN,CHN,2040,AHV,2.8774
BS,CTN,AUS,2040,AHV,0.422362
BS,CTN,IND,2040,AHV,13.8234
BS,CTN,ROW,2040,AHV,9.04122
BS,SCA,USA,2040,AHV,0.358107
BS,SCA,JPN,2040,AHV,0.0214071
BS,SCA,MEX,2040,AHV,0.799315
BS,SCA,BRZ,2040,AHV,8.35869
BS,SCA,ARG,2040,AHV,0.382881
BS,SCA,CHN,2040,AHV,1.24611
BS,SCA,AUS,2040,AHV,0.374243
BS,SCA,IND,2040,AHV,5.29694
BS,SCA,ROW,2040,AHV,7.00949
BS,SBE,USA,2040,AHV,0.451866
BS,SBE,E15,2040,AHV,1.48302
BS,SBE,JPN,2040,AHV,0.054989
BS,SBE,CAN,2040,AHV,0.0156186
BS,SBE,CHN,2040,AHV,0.168442
BS,SBE,ROW,2040,AHV,2.09558
BS,RIC,USA,2040,PDOM,1.51662
BS,RIC,E15,2040,PDOM,1.37614
BS,RIC,JPN,2040,PDOM,245.423
BS,RIC,CAN,2040,PDOM,2.02436
BS,RIC,MEX,2040,PDOM,32.3971
BS,RIC,BRZ,2040,PDOM,7.4138
BS,RIC,ARG,2040,PDOM,34.3349
BS,RIC,CHN,2040,PDOM,18.8432
BS,RIC,AUS,2040,PDOM,2.16668
BS,RIC,NZL,2040,PDOM,2.70359
BS,RIC,KOR,2040,PDOM,11740.5
BS,RIC,IND,2040,PDOM,97.6406
BS,RIC,ROW,2040,PDOM,70.2922
BS,WHE,USA,2040,PDOM,0.722307
BS,WHE,E15,2040,PDOM,0.700396
BS,WHE,JPN,2040,PDOM,125.522
BS,WHE,CAN,2040,PDOM,0.943613
BS,WHE,MEX,2040,PDOM,22.9532
BS,WHE,BRZ,2040,PDOM,3.70846
BS,WHE,ARG,2040,PDOM,16.3535
BS,WHE,CHN,2040,PDOM,12.5355
BS,WHE,AUS,2040,PDOM,1.02381
BS,WHE,NZL,2040,PDOM,1.31778
BS,WHE,KOR,2040,PDOM,1003.78
BS,WHE,IND,2040,PDOM,46.5462
BS,WHE,ROW,2040,PDOM,34.1803
BS,CRN,USA,2040,PDOM,0.452516
BS,CRN,E15,2040,PDOM,0.520685
BS,CRN,JPN,2040,PDOM,58.7997
BS,CRN,CAN,2040,PDOM,0.612664
BS,CRN,MEX,2040,PDOM,25.4555
BS,CRN,BRZ,2040,PDOM,2.13644
BS,CRN,ARG,2040,PDOM,10.3535
BS,CRN,CHN,2040,PDOM,7.89872
BS,CRN,AUS,2040,PDOM,0.648869
BS,CRN,NZL,2040,PDOM,0.824161
BS,CRN,KOR,2040,PDOM,5307.84
BS,CRN,IND,2040,PDOM,29.6175
BS,CRN,ROW,2040,PDOM,21.5284
BS,OCG,USA,2040,PDOM,0.409407
BS,OCG,E15,2040,PDOM,0.342887
BS,OCG,JPN,2040,PDOM,52.1058
BS,OCG,CAN,2040,PDOM,0.527331
BS,OCG,MEX,2040,PDOM,9.53564
BS,OCG,BRZ,2040,PDOM,2.13747
BS,OCG,ARG,2040,PDOM,9.1202
BS,OCG,CHN,2040,PDOM,3.13661
BS,OCG,AUS,2040,PDOM,0.570909
BS,OCG,NZL,2040,PDOM,0.749595
BS,OCG,KOR,2040,PDOM,1917.88
BS,OCG,IND,2040,PDOM,28.7616
BS,OCG,ROW,2040,PDOM,18.6179
BS,SBS,USA,2040,PDOM,1.09633
BS,SBS,E15,2040,PDOM,0.966762
BS,SBS,JPN,2040,PDOM,141.585
BS,SBS,CAN,2040,PDOM,1.44883
BS,SBS,MEX,2040,PDOM,22.4953
BS,SBS,BRZ,2040,PDOM,5.16954
BS,SBS,ARG,2040,PDOM,25.7365
BS,SBS,CHN,2040,PDOM,8.63185
BS,SBS,AUS,2040,PDOM,1.59864
BS,SBS,NZL,2040,PDOM,1.96711
BS,SBS,KOR,2040,PDOM,8855.9
BS,SBS,IND,2040,PDOM,74.1101
BS,SBS,ROW,2040,PDOM,51.8018
BS,SBO,USA,2040,PDOM,3.65542
BS,SBO,E15,2040,PDOM,3.08242
BS,SBO,JPN,2040,PDOM,544.94
BS,SBO,CAN,2040,PDOM,4.82977
BS,SBO,MEX,2040,PDOM,70.9984
BS,SBO,BRZ,2040,PDOM,17.2145
BS,SBO,ARG,2040,PDOM,83.1715
BS,SBO,CHN,2040,PDOM,32.6282
BS,SBO,AUS,2040,PDOM,5.31423
BS,SBO,NZL,2040,PDOM,6.48548
BS,SBO,KOR,2040,PDOM,5247.64
BS,SBO,IND,2040,PDOM,254.365
BS,SBO,ROW,2040,PDOM,172.251
BS,SBM,USA,2040,PDOM,0.742023
BS,SBM,E15,2040,PDOM,0.664113
BS,SBM,JPN,2040,PDOM,95.6309
BS,SBM,CAN,2040,PDOM,1.01296
BS,SBM,MEX,2040,PDOM,14.148
BS,SBM,BRZ,2040,PDOM,3.48885
BS,SBM,ARG,2040,PDOM,16.9517
BS,SBM,CHN,2040,PDOM,5.62743
BS,SBM,AUS,2040,PDOM,1.10646
BS,SBM,NZL,2040,PDOM,1.35742
BS,SBM,KOR,2040,PDOM,1036.82
BS,SBM,IND,2040,PDOM,48.2555
BS,SBM,ROW,2040,PDOM,34.7773
BS,NBS,USA,2040,PDOM,1.39497
BS,NBS,E15,2040,PDOM,1.16809
BS,NBS,JPN,2040,PDOM,175.098
BS,NBS,CAN,2040,PDOM,1.80962
BS,NBS,MEX,2040,PDOM,25.8793
BS,NBS,BRZ,2040,PDOM,6.69456
BS,NBS,ARG,2040,PDOM,31.0656
BS,NBS,CHN,2040,PDOM,10.5182
BS,NBS,AUS,2040,PDOM,1.99283
BS,NBS,NZL,2040,PDOM,2.4274
BS,NBS,KOR,2040,PDOM,2099.44
BS,NBS,IND,2040,PDOM,108.253
BS,NBS,ROW,2040,PDOM,63.6692
BS,NBO,USA,2040,PDOM,4.0886
BS,NBO,E15,2040,PDOM,3.34218
BS,NBO,JPN,2040,PDOM,552.641
BS,NBO,CAN,2040,PDOM,5.29883
BS,NBO,MEX,2040,PDOM,76.7948
BS,NBO,BRZ,2040,PDOM,20.4307
BS,NBO,ARG,2040,PDOM,89.9919
BS,NBO,CHN,2040,PDOM,32.6056
BS,NBO,AUS,2040,PDOM,5.83479
BS,NBO,NZL,2040,PDOM,6.98895
BS,NBO,KOR,2040,PDOM,5544.13
BS,NBO,IND,2040,PDOM,1124.19
BS,NBO,ROW,2040,PDOM,183.112
BS,NBM,USA,2040,PDOM,0.313385
BS,NBM,E15,2040,PDOM,0.276571
BS,NBM,JPN,2040,PDOM,37.2542
BS,NBM,CAN,2040,PDOM,0.425832
BS,NBM,MEX,2040,PDOM,5.92782
BS,NBM,BRZ,2040,PDOM,1.4224
BS,NBM,ARG,2040,PDOM,6.60285
BS,NBM,CHN,2040,PDOM,2.34694
BS,NBM,AUS,2040,PDOM,0.436115
BS,NBM,NZL,2040,PDOM,0.533761
BS,NBM,KOR,2040,PDOM,406.803
BS,NBM,IND,2040,PDOM,19.7713
BS,NBM,ROW,2040,PDOM,13.664
BS,RBS,USA,2040,PDOM,1.2366
BS,RBS,E15,2040,PDOM,1.05363
BS,RBS,JPN,2040,PDOM,155.507
BS,RBS,CAN,2040,PDOM,1.58978
BS,RBS,MEX,2040,PDOM,22.9852
BS,RBS,BRZ,2040,PDOM,5.81193
BS,RBS,ARG,2040,PDOM,27.5699
BS,RBS,CHN,2040,PDOM,9.61337
BS,RBS,AUS,2040,PDOM,1.7259
BS,RBS,NZL,2040,PDOM,2.15819
BS,RBS,KOR,2040,PDOM,1698.51
BS,RBS,IND,2040,PDOM,90.2325
BS,RBS,ROW,2040,PDOM,55.9183
BS,RBO,USA,2040,PDOM,3.21861
BS,RBO,E15,2040,PDOM,2.70474
BS,RBO,JPN,2040,PDOM,454.085
BS,RBO,CAN,2040,PDOM,4.18111
BS,RBO,MEX,2040,PDOM,60.4388
BS,RBO,BRZ,2040,PDOM,15.7108
BS,RBO,ARG,2040,PDOM,76.2453
BS,RBO,CHN,2040,PDOM,26.316
BS,RBO,AUS,2040,PDOM,4.54816
BS,RBO,NZL,2040,PDOM,5.66692
BS,RBO,KOR,2040,PDOM,4581.23
BS,RBO,IND,2040,PDOM,262.482
BS,RBO,ROW,2040,PDOM,147.347
BS,RBM,USA,2040,PDOM,0.446112
BS,RBM,E15,2040,PDOM,0.356741
BS,RBM,JPN,2040,PDOM,51.6041
BS,RBM,CAN,2040,PDOM,0.526643
BS,RBM,MEX,2040,PDOM,8.79344
BS,RBM,BRZ,2040,PDOM,1.961
BS,RBM,ARG,2040,PDOM,9.16648
BS,RBM,CHN,2040,PDOM,3.23274
BS,RBM,AUS,2040,PDOM,0.572397
BS,RBM,NZL,2040,PDOM,0.730394
BS,RBM,KOR,2040,PDOM,549.62
BS,RBM,IND,2040,PDOM,26.0161
BS,RBM,ROW,2040,PDOM,18.9134
BS,DDG,USA,2040,PDOM,0.270904
BS,DDG,E15,2040,PDOM,0.252538
BS,DDG,JPN,2040,PDOM,35.5381
BS,DDG,CAN,2040,PDOM,0.379788
BS,DDG,MEX,2040,PDOM,5.3662
BS,DDG,BRZ,2040,PDOM,1.32793
BS,DDG,ARG,2040,PDOM,6.18926
BS,DDG,CHN,2040,PDOM,2.18092
BS,DDG,AUS,2040,PDOM,0.403844
BS,DDG,NZL,2040,PDOM,0.523171
BS,DDG,KOR,2040,PDOM,447.19
BS,DDG,IND,2040,PDOM,20.2652
BS,DDG,ROW,2040,PDOM,12.8489
BS,ETH,USA,2040,PDOM,0.527198
BS,ETH,E15,2040,PDOM,0.633282
BS,ETH,JPN,2040,PDOM,76.1457
BS,ETH,CAN,2040,PDOM,0.833689
BS,ETH,MEX,2040,PDOM,14.3006
BS,ETH,BRZ,2040,PDOM,2.49911
BS,ETH,ARG,2040,PDOM,12.7317
BS,ETH,CHN,2040,PDOM,3.91278
BS,ETH,AUS,2040,PDOM,0.743348
BS,ETH,NZL,2040,PDOM,0.940039
BS,ETH,KOR,2040,PDOM,1983.69
BS,ETH,IND,2040,PDOM,55.8052
BS,ETH,ROW,2040,PDOM,102.583
BS,BDI,USA,2040,PDOM,1.14683
BS,BDI,E15,2040,PDOM,0.984565
BS,BDI,JPN,2040,PDOM,136.17
BS,BDI,CAN,2040,PDOM,1.44184
BS,BDI,MEX,2040,PDOM,20.627
BS,BDI,BRZ,2040,PDOM,4.96614
BS,BDI,ARG,2040,PDOM,24.131
BS,BDI,CHN,2040,PDOM,8.10068
BS,BDI,AUS,2040,PDOM,1.5206
BS,BDI,NZL,2040,PDOM,1.91746
BS,BDI,KOR,2040,PDOM,1450.37
BS,BDI,IND,2040,PDOM,69.7072
BS,BDI,ROW,2040,PDOM,48.9631
BS,OTO,USA,2040,PDOM,3.78455
BS,OTO,E15,2040,PDOM,3.24177
BS,OTO,JPN,2040,PDOM,480.662
BS,OTO,CAN,2040,PDOM,5.01489
BS,OTO,MEX,2040,PDOM,73.2624
BS,OTO,BRZ,2040,PDOM,19.1551
BS,OTO,ARG,2040,PDOM,85.1837
BS,OTO,CHN,2040,PDOM,33.386
BS,OTO,AUS,2040,PDOM,5.39942
BS,OTO,NZL,2040,PDOM,6.66583
BS,OTO,KOR,2040,PDOM,37586.7
BS,OTO,IND,2040,PDOM,586.842
BS,OTO,ROW,2040,PDOM,174.7
BS,CTN,USA,2040,PDOM,5.01542
BS,CTN,E15,2040,PDOM,4.22288
BS,CTN,JPN,2040,PDOM,647.874
BS,CTN,CAN,2040,PDOM,6.64147
BS,CTN,MEX,2040,PDOM,95.6109
BS,CTN,BRZ,2040,PDOM,23.6481
BS,CTN,ARG,2040,PDOM,114.889
BS,CTN,CHN,2040,PDOM,53.0975
BS,CTN,AUS,2040,PDOM,7.19208
BS,CTN,NZL,2040,PDOM,8.91572
BS,CTN,KOR,2040,PDOM,6905.36
BS,CTN,IND,2040,PDOM,326.952
BS,CTN,ROW,2040,PDOM,231.848
BS,SUG,USA,2040,PDOM,10.1094
BS,SUG,E15,2040,PDOM,8.67488
BS,SUG,JPN,2040,PDOM,778.901
BS,SUG,CAN,2040,PDOM,7.99896
BS,SUG,MEX,2040,PDOM,256.903
BS,SUG,BRZ,2040,PDOM,28.4263
BS,SUG,ARG,2040,PDOM,141.424
BS,SUG,CHN,2040,PDOM,91.7564
BS,SUG,AUS,2040,PDOM,8.64704
BS,SUG,NZL,2040,PDOM,10.7347
BS,SUG,KOR,2040,PDOM,8699.98
BS,SUG,IND,2040,PDOM,465.564
BS,SUG,ROW,2040,PDOM,310.217
BS,SCA,USA,2040,PDOM,0.06524
BS,SCA,E15,2040,PDOM,0.0546868
BS,SCA,JPN,2040,PDOM,8.42708
BS,SCA,CAN,2040,PDOM,0.0860741
BS,SCA,MEX,2040,PDOM,1.24332
BS,SCA,BRZ,2040,PDOM,0.307569
BS,SCA,ARG,2040,PDOM,1.49451
BS,SCA,CHN,2040,PDOM,0.49613
BS,SCA,AUS,2040,PDOM,0.0935566
BS,SCA,NZL,2040,PDOM,0.115658
BS,SCA,KOR,2040,PDOM,89.8262
BS,SCA,IND,2040,PDOM,4.25217
BS,SCA,ROW,2040,PDOM,2.99874
BS,SBE,USA,2040,PDOM,0.08209
BS,SBE,E15,2040,PDOM,0.0688112
BS,SBE,JPN,2040,PDOM,10.6036
BS,SBE,CAN,2040,PDOM,0.108305
BS,SBE,MEX,2040,PDOM,1.56444
BS,SBE,BRZ,2040,PDOM,0.387007
BS,SBE,ARG,2040,PDOM,1.88051
BS,SBE,CHN,2040,PDOM,0.62427
BS,SBE,AUS,2040,PDOM,0.11772
BS,SBE,NZL,2040,PDOM,0.14553
BS,SBE,KOR,2040,PDOM,113.026
BS,SBE,IND,2040,PDOM,5.35041
BS,SBE,ROW,2040,PDOM,3.77325
BS,BFV,USA,2040,PDOM,13.4916
BS,BFV,E15,2040,PDOM,10.168
BS,BFV,JPN,2040,PDOM,1890.16
BS,BFV,CAN,2040,PDOM,15.6053
BS,BFV,MEX,2040,PDOM,228.208
BS,BFV,BRZ,2040,PDOM,54.1081
BS,BFV,ARG,2040,PDOM,262.251
BS,BFV,CHN,2040,PDOM,98.2785
BS,BFV,AUS,2040,PDOM,16.4096
BS,BFV,NZL,2040,PDOM,20.2858
BS,BFV,KOR,2040,PDOM,27865.6
BS,BFV,IND,2040,PDOM,745.718
BS,BFV,ROW,2040,PDOM,551.753
BS,PRK,USA,2040,PDOM,5.68811
BS,PRK,E15,2040,PDOM,4.78723
BS,PRK,JPN,2040,PDOM,758.229
BS,PRK,CAN,2040,PDOM,7.59296
BS,PRK,MEX,2040,PDOM,124.564
BS,PRK,BRZ,2040,PDOM,26.6578
BS,PRK,ARG,2040,PDOM,136.584
BS,PRK,CHN,2040,PDOM,48.6224
BS,PRK,AUS,2040,PDOM,8.27876
BS,PRK,NZL,2040,PDOM,10.6392
BS,PRK,KOR,2040,PDOM,11593.1
BS,PRK,IND,2040,PDOM,447.221
BS,PRK,ROW,2040,PDOM,275.625
BS,PLM,USA,2040,PDOM,3.75656
BS,PLM,E15,2040,PDOM,3.6501
BS,PLM,JPN,2040,PDOM,522.091
BS,PLM,CAN,2040,PDOM,12.0159
BS,PLM,MEX,2040,PDOM,315.451
BS,PLM,BRZ,2040,PDOM,17.6891
BS,PLM,ARG,2040,PDOM,86.3458
BS,PLM,CHN,2040,PDOM,31.629
BS,PLM,AUS,2040,PDOM,5.38003
BS,PLM,NZL,2040,PDOM,6.67683
BS,PLM,KOR,2040,PDOM,7031.53
BS,PLM,IND,2040,PDOM,248.822
BS,PLM,ROW,2040,PDOM,189.287
BS,MLK,USA,2040,PDOM,0.937878
BS,MLK,E15,2040,PDOM,0.87307
BS,MLK,JPN,2040,PDOM,179.278
BS,MLK,CAN,2040,PDOM,3.04333
BS,MLK,MEX,2040,PDOM,30.6983
BS,MLK,BRZ,2040,PDOM,5.09506
BS,MLK,ARG,2040,PDOM,20.265
BS,MLK,CHN,2040,PDOM,7.41751
BS,MLK,AUS,2040,PDOM,1.27727
BS,MLK,NZL,2040,PDOM,1.56901
BS,MLK,KOR,2040,PDOM,4336.58
BS,MLK,IND,2040,PDOM,65.9794
BS,MLK,ROW,2040,PDOM,42.7184
BS,BUT,USA,2040,PDOM,11.4778
BS,BUT,E15,2040,PDOM,11.2439
BS,BUT,JPN,2040,PDOM,2169.04
BS,BUT,CAN,2040,PDOM,54.716
BS,BUT,MEX,2040,PDOM,271.35
BS,BUT,BRZ,2040,PDOM,55.2907
BS,BUT,ARG,2040,PDOM,233.495
BS,BUT,CHN,2040,PDOM,85.34
BS,BUT,AUS,2040,PDOM,14.7781
BS,BUT,NZL,2040,PDOM,18.0703
BS,BUT,KOR,2040,PDOM,35121.9
BS,BUT,IND,2040,PDOM,666.766
BS,BUT,ROW,2040,PDOM,482.779
BS,CHE,USA,2040,PDOM,9.25153
BS,CHE,E15,2040,PDOM,7.75848
BS,CHE,JPN,2040,PDOM,1316.6
BS,CHE,CAN,2040,PDOM,35.7472
BS,CHE,MEX,2040,PDOM,415.398
BS,CHE,BRZ,2040,PDOM,49.3468
BS,CHE,ARG,2040,PDOM,199.53
BS,CHE,CHN,2040,PDOM,74.2142
BS,CHE,AUS,2040,PDOM,13.6521
BS,CHE,NZL,2040,PDOM,15.4119
BS,CHE,KOR,2040,PDOM,16230
BS,CHE,IND,2040,PDOM,602.026
BS,CHE,ROW,2040,PDOM,418.79
BS,NDM,USA,2040,PDOM,5.46
BS,NDM,E15,2040,PDOM,4.81108
BS,NDM,JPN,2040,PDOM,1055.83
BS,NDM,CAN,2040,PDOM,9.22996
BS,NDM,MEX,2040,PDOM,229.4
BS,NDM,BRZ,2040,PDOM,33.0927
BS,NDM,ARG,2040,PDOM,125.024
BS,NDM,CHN,2040,PDOM,45.8229
BS,NDM,AUS,2040,PDOM,7.85026
BS,NDM,NZL,2040,PDOM,9.68385
BS,NDM,KOR,2040,PDOM,33965.6
BS,NDM,IND,2040,PDOM,452.457
BS,NDM,ROW,2040,PDOM,268.129
BS,FMK,USA,2040,PDOM,1.04209
BS,FMK,E15,2040,PDOM,0.970077
BS,FMK,JPN,2040,PDOM,199.198
BS,FMK,CAN,2040,PDOM,3.38148
BS,FMK,MEX,2040,PDOM,34.1092
BS,FMK,BRZ,2040,PDOM,5.66117
BS,FMK,ARG,2040,PDOM,22.5166
BS,FMK,CHN,2040,PDOM,8.24168
BS,FMK,AUS,2040,PDOM,1.41918
BS,FMK,NZL,2040,PDOM,1.74335
BS,FMK,KOR,2040,PDOM,4818.42
BS,FMK,IND,2040,PDOM,73.3105
BS,FMK,ROW,2040,PDOM,47.4648
BS,WDM,USA,2040,PDOM,7.54467
BS,WDM,E15,2040,PDOM,5.8918
BS,WDM,JPN,2040,PDOM,3249.87
BS,WDM,CAN,2040,PDOM,9.12808
BS,WDM,MEX,2040,PDOM,162.931
BS,WDM,BRZ,2040,PDOM,39.5207
BS,WDM,ARG,2040,PDOM,155.381
BS,WDM,CHN,2040,PDOM,56.8478
BS,WDM,AUS,2040,PDOM,9.84588
BS,WDM,NZL,2040,PDOM,12.0262
BS,WDM,KOR,2040,PDOM,42212.5
BS,WDM,IND,2040,PDOM,449.409
BS,WDM,ROW,2040,PDOM,331.036
BS,ODA,USA,2040,PDOM,5.21043
BS,ODA,E15,2040,PDOM,4.85039
BS,ODA,JPN,2040,PDOM,995.988
BS,ODA,CAN,2040,PDOM,16.9074
BS,ODA,MEX,2040,PDOM,170.546
BS,ODA,BRZ,2040,PDOM,28.3059
BS,ODA,ARG,2040,PDOM,112.583
BS,ODA,CHN,2040,PDOM,41.2084
BS,ODA,AUS,2040,PDOM,7.09592
BS,ODA,NZL,2040,PDOM,8.71674
BS,ODA,KOR,2040,PDOM,24092.1
BS,ODA,IND,2040,PDOM,366.552
BS,ODA,ROW,2040,PDOM,237.324
BS,RIC,USA,2040,PCN,1.51662
BS,RIC,E15,2040,PCN,1.37614
BS,RIC,JPN,2040,PCN,245.423
BS,RIC,CAN,2040,PCN,2.02436
BS,RIC,MEX,2040,PCN,32.3971
BS,RIC,BRZ,2040,PCN,7.4138
BS,RIC,ARG,2040,PCN,34.3349
BS,RIC,CHN,2040,PCN,18.8432
BS,RIC,AUS,2040,PCN,2.16668
BS,RIC,NZL,2040,PCN,2.70359
BS,RIC,KOR,2040,PCN,11740.5
BS,RIC,IND,2040,PCN,97.6406
BS,RIC,ROW,2040,PCN,70.2922
BS,WHE,USA,2040,PCN,0.722307
BS,WHE,E15,2040,PCN,0.700396
BS,WHE,JPN,2040,PCN,125.522
BS,WHE,CAN,2040,PCN,0.943613
BS,WHE,MEX,2040,PCN,22.9532
BS,WHE,BRZ,2040,PCN,3.70846
BS,WHE,ARG,2040,PCN,16.3535
BS,WHE,CHN,2040,PCN,12.5355
BS,WHE,AUS,2040,PCN,1.02381
BS,WHE,NZL,2040,PCN,1.31778
BS,WHE,KOR,2040,PCN,1003.78
BS,WHE,IND,2040,PCN,46.5462
BS,WHE,ROW,2040,PCN,34.1803
BS,CRN,USA,2040,PCN,0.452516
BS,CRN,E15,2040,PCN,0.520685
BS,CRN,JPN,2040,PCN,58.7997
BS,CRN,CAN,2040,PCN,0.612664
BS,CRN,MEX,2040,PCN,25.4555
BS,CRN,BRZ,2040,PCN,2.13644
BS,CRN,ARG,2040,PCN,10.3535
BS,CRN,CHN,2040,PCN,7.89872
BS,CRN,AUS,2040,PCN,0.648869
BS,CRN,NZL,2040,PCN,0.824161
BS,CRN,KOR,2040,PCN,5307.84
BS,CRN,IND,2040,PCN,29.6175
BS,CRN,ROW,2040,PCN,21.5284
BS,OCG,USA,2040,PCN,0.409407
BS,OCG,E15,2040,PCN,0.342887
BS,OCG,JPN,2040,PCN,52.1058
BS,OCG,CAN,2040,PCN,0.527331
BS,OCG,MEX,2040,PCN,9.53564
BS,OCG,BRZ,2040,PCN,2.13747
BS,OCG,ARG,2040,PCN,9.1202
BS,OCG,CHN,2040,PCN,3.13661
BS,OCG,AUS,2040,PCN,0.570909
BS,OCG,NZL,2040,PCN,0.749595
BS,OCG,KOR,2040,PCN,1917.88
BS,OCG,IND,2040,PCN,28.7616
BS,OCG,ROW,2040,PCN,18.6179
BS,SBS,USA,2040,PCN,1.09633
BS,SBS,E15,2040,PCN,0.966762
BS,SBS,JPN,2040,PCN,141.585
BS,SBS,CAN,2040,PCN,1.44883
BS,SBS,MEX,2040,PCN,22.4953
BS,SBS,BRZ,2040,PCN,5.16954
BS,SBS,ARG,2040,PCN,25.7365
BS,SBS,CHN,2040,PCN,8.63185
BS,SBS,AUS,2040,PCN,1.59864
BS,SBS,NZL,2040,PCN,1.96711
BS,SBS,KOR,2040,PCN,8855.9
BS,SBS,IND,2040,PCN,74.1101
BS,SBS,ROW,2040,PCN,51.8018
BS,SBO,USA,2040,PCN,3.65542
BS,SBO,E15,2040,PCN,3.08242
BS,SBO,JPN,2040,PCN,544.94
BS,SBO,CAN,2040,PCN,4.82977
BS,SBO,MEX,2040,PCN,70.9984
BS,SBO,BRZ,2040,PCN,17.2145
BS,SBO,ARG,2040,PCN,83.1715
BS,SBO,CHN,2040,PCN,32.6282
BS,SBO,AUS,2040,PCN,5.31423
BS,SBO,NZL,2040,PCN,6.48548
BS,SBO,KOR,2040,PCN,5247.64
BS,SBO,IND,2040,PCN,254.365
BS,SBO,ROW,2040,PCN,172.251
BS,SBM,USA,2040,PCN,0.742023
BS,SBM,E15,2040,PCN,0.664113
BS,SBM,JPN,2040,PCN,95.6309
BS,SBM,CAN,2040,PCN,1.01296
BS,SBM,MEX,2040,PCN,14.148
BS,SBM,BRZ,2040,PCN,3.48885
BS,SBM,ARG,2040,PCN,16.9517
BS,SBM,CHN,2040,PCN,5.62743
BS,SBM,AUS,2040,PCN,1.10646
BS,SBM,NZL,2040,PCN,1.35742
