T1,wave,total_奶类,ratio_奶类
11,2011,250.0,1.0
11,2011,520.0,1.0
11,2011,500.0,1.0
11,2011,250.0,0.0
11,2011,250.0,1.0
11,2011,250.0,1.0
11,2011,360.0,1.0
11,2011,250.0,1.0
11,2011,440.0,1.0
11,2011,500.0,1.0
11,2011,630.0,1.0
11,2011,900.0,1.0
