period,item_code,village_years,outlet_village_pairs,reversed_endpoint_pairs,low_share_lt_0_1,low_share_lt_0_5,low_share_lt_1,low_n_unique_3dp,low_modal_value_share_3dp,community_low_n,community_low_mean,community_low_sd,community_low_p01,community_low_p10,community_low_p25,community_low_p50,community_low_p75,community_low_p90,community_low_p95,community_low_p99,community_low_max,community_high_n,community_high_mean,community_high_sd,community_high_p01,community_high_p10,community_high_p25,community_high_p50,community_high_p75,community_high_p90,community_high_p95,community_high_p99,community_high_max,community_mid_n,community_mid_mean,community_mid_sd,community_mid_p01,community_mid_p10,community_mid_p25,community_mid_p50,community_mid_p75,community_mid_p90,community_mid_p95,community_mid_p99,community_mid_max,item_order,module,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item
2023,shucai_4,86,112,0,0.0,0.0,0.21,24,0.15,100,1.3141000000000003,0.39321799798507945,0.599,0.989,1.0,1.2,1.5,1.99,2.0,2.4010000000000002,2.5,111,3.6742342342342345,2.660852409404841,1.0,1.5,2.0,2.98,4.5,5.98,8.5,15.0,15.0,99,2.6157575757575757,1.374625805045178,0.9,1.4390000000000003,1.85,2.25,3.0225,4.038000000000002,4.878999999999998,8.1,8.1,46,_蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,鲜菜,13,蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,1,斤/月,元/斤,1
2024,shucai_4,60,72,0,0.0,0.0,0.031746031746031744,17,0.19047619047619047,63,1.9352380952380952,0.970976989101212,0.8,1.0,1.2,1.98,2.15,3.0,4.0,4.752000000000001,5.0,72,5.720555555555555,3.531458976671308,1.213,1.818,2.5,6.0,7.0,8.909999999999998,10.360000000000003,17.242300000000025,19.99,63,4.07079365079365,1.891014450045694,1.2810000000000001,1.798,2.5,4.0,5.05,6.0,6.351,9.830300000000006,11.495,46,_蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,鲜菜,13,蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_4,146,184,0,0.0,0.0,0.1411042944785276,32,0.1411042944785276,163,1.5541717791411043,0.7398388345943836,0.7240000000000001,0.99,1.0,1.3,1.98,2.4,3.0,4.6,5.0,183,4.479344262295082,3.185772217624877,1.0,1.5,2.23,3.5,6.0,8.08,9.9,16.12,19.99,162,3.1816049382716054,1.7417024810218944,0.9,1.5,1.9925000000000002,2.5,4.0,5.3290000000000015,6.0,8.81,11.495,46,_蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,鲜菜,13,蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,1,斤/月,元/斤,1
2023,shucai_5,90,120,1,0.0,0.03,0.29,24,0.19,100,1.3058900000000002,0.530536585530026,0.39,0.7567,0.99,1.18,1.52,2.0,2.5,2.58,2.58,120,3.2431666666666663,1.7925175870043473,0.9171,1.69,2.21,2.995,3.9925,4.9910000000000005,5.074999999999996,7.98,16.0,100,2.290195,0.7652535590055802,1.0,1.4400000000000002,1.9587499999999998,2.15,2.59,3.25,3.5122499999999994,5.28,5.28,47,_蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,鲜菜,13,蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,1,斤/月,元/斤,1
2024,shucai_5,60,74,1,0.0,0.0,0.14084507042253522,24,0.14084507042253522,71,2.0588732394366196,1.3398150717764583,0.563,0.98,1.2,2.0,2.5,3.0,4.98,7.1999999999999975,7.9,74,4.848783783783784,2.979628529160678,1.0,1.98,2.125,4.0,6.0,8.7,11.98,12.0,12.0,71,3.4999295774647887,1.792273395311454,0.925,1.63,2.125,2.985,4.5,6.2,6.845000000000001,7.402999999999999,7.9,47,_蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,鲜菜,13,蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_5,150,194,2,0.0,0.017543859649122806,0.22807017543859648,39,0.13450292397660818,171,1.6185321637426902,1.0205655253860317,0.39,0.763,1.0,1.29,2.0,2.5,3.0,5.570000000000022,7.9,194,3.855618556701031,2.439392152025522,0.9837,1.693,2.07,3.0,4.58,6.58,8.7,12.0,16.0,171,2.792482456140351,1.4216730263348354,1.0,1.5,1.9900000000000002,2.3815,3.25,5.1,6.0,7.19,7.9,47,_蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,鲜菜,13,蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,1,斤/月,元/斤,1
2023,shucai_6,101,130,3,0.0,0.0,0.2833333333333333,27,0.125,120,1.3299166666666664,0.6903749995879213,0.68,0.9,0.99,1.2,1.3824999999999998,1.8,2.0,4.8,5.0,130,4.3573076923076925,2.1470830360063533,1.0,1.5,2.9925,4.0,5.88,7.8,8.0,8.934899999999999,10.0,120,2.9151666666666665,1.0751149896156962,0.9,1.5950000000000002,2.13,2.98,3.5,4.4590000000000005,4.601999999999999,5.430650000000001,6.0,48,_蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,鲜菜,13,蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,1,斤/月,元/斤,1
2024,shucai_6,85,110,1,0.0,0.0,0.018691588785046728,32,0.16822429906542055,107,2.390981308411215,1.418945336357908,0.9812,1.18,1.5,2.0,3.0,4.5,5.62999999999999,5.994,7.9,110,5.081181818181817,3.857269018174059,1.2087999999999999,2.3,3.0,4.0,5.675000000000001,8.150000000000004,10.9,13.637999999999995,36.0,107,3.77927570093458,2.248643931218099,1.359,2.0780000000000003,2.5,3.08,4.29,6.997,7.666999999999999,8.933999999999997,18.75,48,_蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,鲜菜,13,蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_6,186,240,4,0.0,0.0,0.15859030837004406,45,0.13656387665198239,227,1.8300660792951542,1.2153542475104284,0.7060000000000001,0.99,1.045,1.38,2.0,3.696000000000003,4.8,5.9,7.9,240,4.6890833333333335,3.066669242691902,1.0,1.98,3.0,4.0,5.885,8.0,8.609999999999996,11.606099999999985,36.0,227,3.3224779735682817,1.7796321987385557,0.926,1.65,2.29,3.0,3.86125,5.0,6.934999999999998,7.8480000000000025,18.75,48,_蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,鲜菜,13,蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,1,斤/月,元/斤,1
2023,shucai_7,71,82,1,0.0,0.0,0.01818181818181818,20,0.10909090909090909,55,4.369818181818183,3.138055242832845,1.3688,2.8,3.0,3.78,5.0,6.0,6.293999999999997,15.550000000000015,25.0,81,14.84246913580247,27.05896448179716,2.398,4.0,5.0,9.8,12.0,14.8,35.0,149.0,149.0,55,11.169181818181817,16.412113462307754,3.5755999999999997,4.0,5.3925,7.4,8.75,13.200000000000006,37.84499999999984,77.5,77.5,49,_蔬菜,菌藻类（各类菌菇/海藻/海带等）,鲜菜,13,蔬菜,菌藻类（各类菌菇/海藻/海带等）,1,斤/月,元/斤,1
2024,shucai_7,43,50,0,0.0,0.0,0.0,10,0.2631578947368421,38,4.9947368421052625,2.5450043666315274,2.0549999999999997,3.0,3.0,4.0,6.0,9.7,10.029999999999996,11.9,11.9,50,11.684000000000001,9.293323914927054,4.245,5.0,7.8,8.0,13.3,17.45,31.099999999999994,47.64999999999997,55.0,38,8.608421052631579,5.5625939536873314,3.5275,4.5,5.4,6.95,9.09,14.675,20.299999999999997,27.35500000000002,30.5,49,_蔬菜,菌藻类（各类菌菇/海藻/海带等）,鲜菜,13,蔬菜,菌藻类（各类菌菇/海藻/海带等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_7,114,132,1,0.0,0.0,0.010752688172043012,27,0.16129032258064516,93,4.625161290322581,2.9120927081901034,1.4584,2.82,3.0,4.0,5.0,6.0,9.7,12.947999999999977,25.0,131,13.636946564885497,22.03412534764165,2.8,4.5,7.0,9.3,12.0,14.8,33.5,149.0,149.0,93,10.122849462365592,13.120487369117773,3.48,4.0,5.4,7.0,8.89,14.675,21.30999999999999,77.5,77.5,49,_蔬菜,菌藻类（各类菌菇/海藻/海带等）,鲜菜,13,蔬菜,菌藻类（各类菌菇/海藻/海带等）,1,斤/月,元/斤,1
2023,shucai_8,83,106,0,0.0,0.0,0.01020408163265306,31,0.11224489795918367,98,2.7416326530612247,2.1740639383410394,0.9937,1.2,1.58,1.9849999999999999,2.98,5.149999999999999,7.449999999999974,10.030000000000001,11.0,106,11.252075471698111,5.291305486043187,2.0,3.1950000000000003,7.0,12.0,14.8,17.0,19.0,24.750000000000014,30.0,98,7.301224489795918,2.9306829594616004,1.876,3.525000000000001,5.55,7.362500000000001,8.9,10.649999999999999,12.287499999999998,13.280500000000005,17.5,50,_蔬菜,辣椒和葱姜蒜类,鲜菜,13,蔬菜,辣椒和葱姜蒜类（辣椒/大蒜/大葱/姜等）,1,斤/月,元/斤,1
2024,shucai_8,58,74,0,0.0,0.0,0.0,15,0.16417910447761194,67,5.531791044776119,3.6897724843110846,2.0,2.0,3.0,4.0,6.995,8.0,14.75,17.5,17.5,74,14.83189189189189,18.769839379822002,4.1899999999999995,6.0,7.0,9.4,14.575,23.14000000000002,54.0,108.0,108.0,67,10.404402985074627,11.3601615679661,4.0,4.75,5.49,6.5,10.350000000000001,17.999999999999996,34.375,62.75,62.75,50,_蔬菜,辣椒和葱姜蒜类,鲜菜,13,蔬菜,辣椒和葱姜蒜类（辣椒/大蒜/大葱/姜等）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_8,141,180,0,0.0,0.0,0.006060606060606061,41,0.11515151515151516,165,3.87460606060606,3.188032786074352,1.0,1.3,1.9,2.98,5.0,8.0,10.0,15.73999999999996,17.5,180,12.723777777777778,12.77581414194209,2.0,5.0,7.0,10.4,14.8,18.0,25.0,65.34000000000043,108.0,165,8.56130303030303,7.704070746439787,1.9,4.0,5.5,7.140000000000001,9.5,11.236999999999998,16.229999999999933,44.58999999999958,62.75,50,_蔬菜,辣椒和葱姜蒜类,鲜菜,13,蔬菜,辣椒和葱姜蒜类（辣椒/大蒜/大葱/姜等）,1,斤/月,元/斤,1
2023,shucai_9,8,8,0,0.0,0.0,0.2,3,0.6,5,1.6260000000000001,1.0135975532725008,0.632,0.9199999999999999,1.4,1.4,1.4,2.5580000000000003,2.9439999999999995,3.2528,3.33,8,5.5975,4.532176235383111,1.8,1.8,1.8,5.1,6.1450000000000005,10.786,12.892999999999997,14.578599999999998,15.0,5,3.3529999999999993,3.290295579427477,1.6,1.6,1.6,1.6,2.8,6.619,7.891999999999998,8.9104,9.165,51,_蔬菜,其他新鲜或冷冻蔬菜,鲜菜,13,蔬菜,其他新鲜或冷冻蔬菜（罐装菜/干菜/发酵菜/腌制菜除外）,1,斤/月,元/斤,1
2024,shucai_9,18,18,0,0.0,0.0,0.0,6,0.21428571428571427,14,7.498571428571429,5.785526845423922,3.0,3.297,4.1175,5.0,6.625,18.0,18.0,18.0,18.0,18,15.52222222222222,9.527702985662732,3.0,7.200000000000001,9.8,11.0,25.0,26.500000000000004,30.749999999999993,34.14999999999999,35.0,14,10.156428571428572,7.277375221183123,3.0,4.048500000000001,6.78375,7.7,8.3125,22.200000000000006,24.875,26.174999999999997,26.5,51,_蔬菜,其他新鲜或冷冻蔬菜,鲜菜,13,蔬菜,其他新鲜或冷冻蔬菜（罐装菜/干菜/发酵菜/腌制菜除外）,1,斤/月,元/斤,1
pooled_2023_2024,shucai_9,26,26,0,0.0,0.0,0.05263157894736842,9,0.15789473684210525,19,5.953157894736841,5.609057211957955,0.744,1.4,3.0,4.5,5.5,18.0,18.0,18.0,18.0,26,12.468461538461538,9.44994082195553,1.8,2.4,5.2,9.8,17.25,25.0,28.75,33.75,35.0,19,8.366052631578947,7.080161560253993,1.6,1.6,3.0,7.65,8.125,19.199999999999996,24.249999999999993,26.05,26.5,51,_蔬菜,其他新鲜或冷冻蔬菜,鲜菜,13,蔬菜,其他新鲜或冷冻蔬菜（罐装菜/干菜/发酵菜/腌制菜除外）,1,斤/月,元/斤,1
2023,xiancai_1,136,172,2,0.0,0.0,0.0,47,0.06481481481481481,108,7.914134259259259,4.186708033970429,1.0,2.8,5.0,7.65,9.575,14.0979,15.0,19.946099999999994,25.0,172,11.809311627906975,7.797775121829574,0.5,3.0330000000000004,6.0,10.0,17.23,24.0,25.0,30.0,43.27,108,11.228995833333332,5.369631706771051,1.6280000000000001,4.749500000000001,7.4725,10.649999999999999,15.032499999999999,16.919749999999997,19.7915,24.973049999999997,31.635,52,蔬菜制品,咸菜（泡菜/榨菜/酸豆角等）,蔬菜制品,14,蔬菜,咸菜（泡菜/榨菜/酸豆角等）,1,斤/月,元/斤,1
2024,xiancai_1,90,125,0,0.0,0.009259259259259259,0.009259259259259259,53,0.08333333333333333,108,9.355685185185184,6.193125420932846,1.07,5.0,5.99,7.165,10.0,17.86,20.71,29.71999999999997,40.0,125,15.751836,11.327769713965992,2.0,4.8,6.25,14.29,21.8,25.780000000000012,33.6,61.00000000000013,67.8,108,12.746868055555556,6.604715637601123,2.4884999999999997,5.99,7.15,12.5,16.175625,20.7,23.0,33.71999999999997,40.0,52,蔬菜制品,咸菜（泡菜/榨菜/酸豆角等）,蔬菜制品,14,蔬菜,咸菜（泡菜/榨菜/酸豆角等）,1,斤/月,元/斤,1
pooled_2023_2024,xiancai_1,226,297,2,0.0,0.004629629629629629,0.004629629629629629,85,0.041666666666666664,216,8.634909722222224,5.322934878730658,1.0,3.6,5.99,7.5,9.9,15.0,20.0,25.849999999999994,40.0,297,13.468623232323232,9.627239293607701,0.5,3.49,6.0,11.32,20.0,25.0,26.53999999999999,42.050800000000024,67.8,216,11.987931944444442,6.0529141064505305,1.6600000000000001,5.5,7.390000000000001,11.285,15.5225,19.7915,20.8825,31.389749999999992,40.0,52,蔬菜制品,咸菜（泡菜/榨菜/酸豆角等）,蔬菜制品,14,蔬菜,咸菜（泡菜/榨菜/酸豆角等）,1,斤/月,元/斤,1
2023,xiancai_2,116,144,0,0.0,0.0,0.0,34,0.16470588235294117,85,5.498121176470588,1.9928838814101322,1.9984,3.3999800000000002,4.0,5.0,7.0,7.5,9.639999999999999,10.47999999999999,13.0,144,8.322291666666665,5.015611567581081,2.9979,4.5,5.0,6.9,10.0,13.66000000000001,15.0,22.066899999999983,48.0,85,7.410707647058824,3.2990572361977417,3.0564,3.97,5.145,7.25,8.75,10.645,10.792,19.278399999999973,25.99,53,蔬菜制品,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,蔬菜制品,14,蔬菜,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,1,斤/月,元/斤,1
2024,xiancai_2,61,78,0,0.0,0.0,0.0,25,0.13043478260869565,69,9.269420289855073,8.402362917666105,3.9968,4.99,6.0,7.0,10.0,15.0,18.0,50.3439999999999,60.0,78,26.501346153846153,90.20043270504483,4.77,6.0,7.0,10.0,18.5625,45.89999999999999,60.0,241.7500000000029,800.0,69,19.130615942028985,48.220174916816916,4.84,6.0,7.0,8.68,15.0,27.800000000000004,38.02099999999997,170.03199999999768,403.0,53,蔬菜制品,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,蔬菜制品,14,蔬菜,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,1,斤/月,元/斤,1
pooled_2023_2024,xiancai_2,177,222,0,0.0,0.0,0.0,52,0.13636363636363635,154,7.187859090909092,6.090846082459393,2.265,3.98,4.9225,6.0,7.8675,10.0,13.699999999999989,31.463499999999968,60.0,222,14.709527027027024,54.09890605259502,3.3,5.0,5.5,8.0,11.6,18.675000000000004,39.74999999999994,69.2192999999999,800.0,154,12.66183538961039,32.76555343130651,3.278355,4.701,6.0,8.4,10.1875,17.985,26.846749999999997,60.188,403.0,53,蔬菜制品,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,蔬菜制品,14,蔬菜,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,1,斤/月,元/斤,1
2023,shuiguo_1,97,119,1,0.0,0.0,0.3333333333333333,28,0.13541666666666666,96,1.4078125000000001,0.6945747705194203,0.65,0.8,0.99,1.2,1.6125,2.0,2.52,3.98,3.98,118,4.201610169491524,3.563086141995491,0.7,1.3,1.8475000000000001,3.98,4.975,6.599999999999994,10.3,18.77599999999999,25.0,95,3.124421052631579,1.957754747310271,0.988,1.4160000000000001,2.075,2.745,3.25,5.7,7.077999999999999,10.879000000000005,12.9,54,水果干果,瓜果类（西瓜/甜瓜/哈密瓜等）,鲜果,15,水果,瓜果类（西瓜/甜瓜/哈密瓜等）,1,斤/月,元/斤,1
2024,shuiguo_1,63,72,1,0.0,0.0,0.07352941176470588,22,0.17647058823529413,68,2.4901470588235295,1.8783856935868675,0.6669999999999999,1.14,1.49,1.88,2.6225,5.5,6.8,8.17,8.17,72,5.575972222222223,4.376196386831713,1.026,2.5,3.58,4.0,5.59,7.949999999999999,17.5,21.9,21.9,68,4.131617647058824,2.7861246611994295,1.1025,2.3129999999999997,2.5,3.0,4.3425,7.235000000000004,11.7,12.835,12.835,54,水果干果,瓜果类（西瓜/甜瓜/哈密瓜等）,鲜果,15,水果,瓜果类（西瓜/甜瓜/哈密瓜等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_1,160,191,2,0.0,0.0,0.22560975609756098,41,0.1524390243902439,164,1.8565853658536586,1.4204010662439612,0.65,0.8,1.0,1.5,2.0,3.210000000000005,4.849999999999994,8.17,8.17,190,4.722421052631578,3.93705318204931,0.7,1.498,2.5,3.99,5.0,8.0,12.8,21.9,25.0,163,3.5446012269938647,2.383812175517743,0.924,1.702,2.35,2.89,3.665,6.94,7.850000000000003,12.835,12.9,54,水果干果,瓜果类（西瓜/甜瓜/哈密瓜等）,鲜果,15,水果,瓜果类（西瓜/甜瓜/哈密瓜等）,1,斤/月,元/斤,1
2023,shuiguo_2,51,55,0,0.0,0.0,0.0,17,0.16216216216216217,37,5.605405405405405,1.9652178202634643,2.7368,3.5,3.9,4.9,6.9,8.5,8.799999999999994,10.0,10.0,55,8.16509090909091,3.4504905033639366,1.2,5.2,5.9,7.45,10.0,12.7,15.8,16.812,18.0,37,7.376216216216215,1.965087432817843,4.302,4.85,6.0,7.28,8.5,9.8,10.0,11.856000000000002,12.9,55,水果干果,柑橘类（橘/柑/橙/柚等）,鲜果,15,水果,柑橘类（橘/柑/橙/柚等）,1,斤/月,元/斤,1
2024,shuiguo_2,55,58,0,0.0,0.0,0.0,21,0.2222222222222222,45,5.097777777777778,2.0863243983018305,1.4356,3.0600000000000005,4.0,4.5,5.99,8.6,9.639999999999997,9.956,10.0,58,8.397241379310346,5.217996117723115,2.0,3.7,5.0,6.8,9.9,18.0,18.1,21.281399999999998,22.98,45,7.349333333333334,3.39088527593392,1.72,4.196000000000001,4.945,6.5,9.9,12.538,12.899999999999999,14.991200000000001,15.0,55,水果干果,柑橘类（橘/柑/橙/柚等）,鲜果,15,水果,柑橘类（橘/柑/橙/柚等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_2,106,113,0,0.0,0.0,0.0,34,0.12195121951219512,82,5.326829268292682,2.036058209437837,1.8019,3.5,3.99,4.9,6.5600000000000005,8.5,9.835000000000004,10.0,10.0,113,8.28424778761062,4.428404421884634,1.296,4.0,5.59,7.45,10.0,15.8,18.0,19.77199999999999,22.98,82,7.361463414634148,2.821757779785641,1.905,4.75,4.9625,6.720000000000001,8.8675,11.3,12.899999999999999,14.9838,15.0,55,水果干果,柑橘类（橘/柑/橙/柚等）,鲜果,15,水果,柑橘类（橘/柑/橙/柚等）,1,斤/月,元/斤,1
2023,shuiguo_3,80,98,2,0.0,0.0,0.0,31,0.07936507936507936,63,7.448730158730158,12.340127762718051,1.372,2.624,3.995,5.9,7.48,9.9,9.99,50.656000000000205,101.0,98,11.323877551020407,8.007145344139273,2.99,4.843000000000001,6.5,8.0,12.0,23.099999999999998,32.0,35.8,35.8,63,10.71063492063492,7.6156805814980215,3.3,5.75,7.29,8.4,12.345,19.495,22.554499999999994,35.78900000000009,56.9,56,水果干果,浆果类（葡萄/草莓等）,鲜果,15,水果,浆果类（葡萄/草莓等）,1,斤/月,元/斤,1
2024,shuiguo_3,47,51,0,0.0,0.0,0.0,19,0.09523809523809523,42,7.5876190476190475,2.58798048162788,2.6968,3.150000000000001,5.25,8.59,9.9,10.0,11.424999999999994,11.5,11.5,51,18.838039215686276,16.08232781902021,2.5,7.0,9.45,15.0,18.9,38.9,63.0,66.9,66.9,42,14.376428571428571,9.0324577514295,3.6725000000000003,6.532000000000001,9.20875,12.5,14.3,25.2,36.495,37.900000000000006,37.900000000000006,56,水果干果,浆果类（葡萄/草莓等）,鲜果,15,水果,浆果类（葡萄/草莓等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_3,127,149,2,0.0,0.0,0.0,43,0.06666666666666667,105,7.5042857142857144,9.665746504771656,1.6,2.994,4.5,6.8,8.8,9.996,11.199999999999996,19.487999999999953,101.0,149,13.895838926174497,11.92462788249772,2.99,5.0,7.0,10.0,16.9,30.400000000000034,35.8,65.02800000000005,66.9,105,12.176952380952383,8.366340715561641,3.3,5.75,7.5,9.4,13.399999999999999,21.910000000000018,25.2,37.900000000000006,56.9,56,水果干果,浆果类（葡萄/草莓等）,鲜果,15,水果,浆果类（葡萄/草莓等）,1,斤/月,元/斤,1
2023,shuiguo_7,87,106,0,0.0,0.0,0.0,32,0.14893617021276595,94,2.9237223404255315,1.3274158434863392,1.39804,1.5,1.99,2.63,3.575,4.0,4.9835,6.744999999999976,10.0,106,8.02,4.128473717743064,2.025,4.0,5.0,7.18,9.9975,14.8,15.8,16.750000000000004,25.5,94,5.473669680851064,2.0684671064572417,1.75,2.75,4.045,5.08,6.45,8.65,9.15,9.539999999999987,11.4,57,水果干果,核果类（苹果/梨/桃/鲜枣等）,鲜果,15,水果,核果类（苹果/梨/桃/鲜枣/杏/杨梅/石榴/樱桃/枇杷/李子等）,1,斤/月,元/斤,1
2024,shuiguo_7,65,72,0,0.0,0.0,0.0,22,0.16417910447761194,67,4.235820895522387,1.6919767435662,1.9966,2.99,3.0,3.98,5.0,5.9,7.3999999999999915,9.9,9.9,71,13.912112676056339,11.652761035846881,3.0500000000000003,4.99,6.0,10.0,18.45,30.0,30.8,52.799999999999926,71.0,66,9.377121212121212,6.049602724439277,2.8125,4.0,5.737500000000001,7.15,11.445,17.5,18.35,28.832499999999918,37.9,57,水果干果,核果类（苹果/梨/桃/鲜枣等）,鲜果,15,水果,核果类（苹果/梨/桃/鲜枣/杏/杨梅/石榴/樱桃/枇杷/李子等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_7,152,178,0,0.0,0.0,0.0,43,0.09316770186335403,161,3.469750931677019,1.6204909650750143,1.42836,1.98,2.5,3.0,4.0,5.0,6.0,9.9,10.0,177,10.383502824858757,8.518325308979122,2.0,4.0,5.38,8.0,12.9,19.300000000000004,26.35999999999995,45.0,71.0,160,7.083843437500001,4.602137790905637,1.8975,3.25,4.25,5.8,8.45,11.445,15.975249999999972,23.95,37.9,57,水果干果,核果类（苹果/梨/桃/鲜枣等）,鲜果,15,水果,核果类（苹果/梨/桃/鲜枣/杏/杨梅/石榴/樱桃/枇杷/李子等）,1,斤/月,元/斤,1
2023,shuiguo_6,71,89,0,0.0,0.0,0.0,28,0.1875,80,9.35038625,2.5653415911782194,4.632,6.998,8.0,8.95,10.0,13.9,14.064999999999996,16.39059999999999,17.86,89,20.559998876404496,16.131284713960007,6.76,9.98,11.0,16.67,20.0,32.97000000000001,40.85,93.4,93.4,80,15.384504999999999,8.383781656735986,6.79,9.360000000000001,11.0,13.3875,16.64,21.487000000000005,24.420499999999986,51.6,51.6,58,水果干果,干果（花生/瓜子/核桃等）,干果,16,水果,干果（花生/瓜子/南瓜子/西瓜子/核桃/杏仁/开心果等）,1,斤/月,元/斤,1
2024,shuiguo_6,63,75,0,0.0,0.0,0.0,26,0.17142857142857143,70,8.971885714285714,4.745868710029433,2.5,4.9,5.0,8.0,10.0,13.110600000000002,18.47049999999998,24.636400000000013,27.7,75,25.8336,22.4044275927049,5.0,7.0,10.2085,18.0,31.795,61.000000000000085,84.5,89.0,89.0,70,17.675942857142857,12.307496997836719,5.0,6.211499999999999,10.0,13.39,21.908625,37.60000000000001,47.2,50.45,50.45,58,水果干果,干果（花生/瓜子/核桃等）,干果,16,水果,干果（花生/瓜子/南瓜子/西瓜子/核桃/杏仁/开心果等）,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_6,134,164,0,0.0,0.0,0.0,44,0.12666666666666668,150,9.173752666666665,3.7356897518899226,2.745,5.0,7.0,8.9,10.0,13.9,15.164999999999996,22.64259999999999,27.7,164,22.971706707317075,19.373004837118955,5.0,8.0,10.8,17.45,27.835,41.095000000000006,73.94999999999996,93.4,93.4,150,16.45384266666667,10.427281184356277,5.0,7.5,10.94,13.39,18.5428,27.94599999999999,45.08499999999992,51.6,51.6,58,水果干果,干果（花生/瓜子/核桃等）,干果,16,水果,干果（花生/瓜子/南瓜子/西瓜子/核桃/杏仁/开心果等）,1,斤/月,元/斤,1
2023,shuiguo_4,40,44,0,0.0,0.0,0.0,24,0.07317073170731707,41,7.144226829268293,2.2286826193992257,3.154,5.0,5.41,6.72,7.9,10.5,10.5,12.3,12.5,44,11.25631818181818,4.385268551468535,3.532,6.6047,8.75,11.0,12.7,15.588,17.638200000000005,25.3729,28.8,41,9.359052439024389,2.605496906756733,4.9,6.45,7.675,8.95,10.59355,13.044,13.5,16.277,16.665,59,水果制品,罐头/果脯/糖渍水果,水果制品,17,水果,罐头/果脯/糖渍水果,1,斤/月,元/斤,1
2024,shuiguo_4,35,40,0,0.0,0.0,0.0,16,0.17142857142857143,35,10.510285714285715,9.934413075328631,4.4192,5.6000000000000005,7.225,9.0,10.625,12.900000000000002,13.5,48.12359999999982,65.96,40,15.648,9.49263795710209,8.315900000000001,10.81,11.8,12.745000000000001,15.0,21.70000000000001,28.0,51.15559999999998,65.96,35,13.276857142857143,9.738363631996476,7.641,8.564,9.785,11.594999999999999,11.88375,19.050000000000004,20.75,50.58859999999984,65.96,59,水果制品,罐头/果脯/糖渍水果,水果制品,17,水果,罐头/果脯/糖渍水果,1,斤/月,元/斤,1
pooled_2023_2024,shuiguo_4,75,84,0,0.0,0.0,0.0,35,0.07894736842105263,76,8.69438552631579,7.088171498615683,3.6475,5.0,6.3675,7.847049999999999,10.0,10.625,12.75,26.615,65.96,84,13.347595238095236,7.561249994065012,4.492000000000001,8.366,9.96875,12.0,15.0,18.9,26.94999999999996,35.11720000000006,65.96,76,11.163304605263159,7.104717934448805,4.9,7.375,8.6,9.875,11.68375,13.272,17.68625,32.052499999999995,65.96,59,水果制品,罐头/果脯/糖渍水果,水果制品,17,水果,罐头/果脯/糖渍水果,1,斤/月,元/斤,1
