period,item_code,households,purchase_uv_share_lt_0_1,purchase_uv_share_lt_0_5,purchase_uv_n_unique_3dp,own_price_share_lt_0_1,purchase_uv_n,purchase_uv_mean,purchase_uv_sd,purchase_uv_p01,purchase_uv_p10,purchase_uv_p25,purchase_uv_p50,purchase_uv_p75,purchase_uv_p90,purchase_uv_p95,purchase_uv_p99,purchase_uv_max,own_price_n,own_price_mean,own_price_sd,own_price_p01,own_price_p10,own_price_p25,own_price_p50,own_price_p75,own_price_p90,own_price_p95,own_price_p99,own_price_max,item_order,module,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item
2024,roulei_9,1803,0.0,0.0,43,0.0,91,21.464199525964233,17.710333389859414,3.31,6.666666666666667,8.0,15.0,28.0,50.0,58.125,80.0,80.0,38,10.907894736842104,6.360621318408114,4.37,5.0,8.0,10.0,12.0,15.0,19.04999999999999,34.45000000000004,40.0,21,肉类,下水内脏,畜禽肉,5,肉类及制品,下水内脏,1,斤/月,元/斤,1
pooled_2023_2024,roulei_9,3565,0.0,0.0,56,0.0,144,20.111387332710862,17.905011204911865,2.5725,6.0,8.0,15.0,25.0,48.500000000000085,55.312499999999964,80.0,120.0,46,11.728260869565217,7.471208828071734,4.45,5.0,8.0,10.0,12.75,19.0,23.75,40.0,40.0,21,肉类,下水内脏,畜禽肉,5,肉类及制品,下水内脏,1,斤/月,元/斤,1
2023,roulei_5,1762,0.0,0.0,78,0.0,400,11.618345348990038,6.896521366659112,3.33,6.0,7.5,10.0,13.333333333333334,20.0,25.0,40.0,55.0,28,12.985714285714286,12.888344268734366,2.81,6.0,6.75,9.0,16.0,20.0,23.249999999999993,59.31000000000002,72.0,22,肉类,鸡肉,畜禽肉,5,肉类及制品,鸡肉,1,斤/月,元/斤,1
2024,roulei_5,1803,0.0,0.0,64,0.0,175,18.570883497454926,30.80876689966655,2.623333333333333,7.5,10.0,13.666666666666666,20.0,30.0,33.83333333333331,77.51090909090907,400.0,76,19.13157894736842,8.504653009207228,6.5,10.0,12.75,15.0,25.0,30.0,35.0,42.5,50.0,22,肉类,鸡肉,畜禽肉,5,肉类及制品,鸡肉,1,斤/月,元/斤,1
pooled_2023_2024,roulei_5,3565,0.0,0.0,105,0.0,575,13.73433522026196,18.194611016733464,2.9133333333333336,6.25,8.0,10.0,15.0,24.920000000000005,30.0,41.299999999999955,400.0,104,17.476923076923075,10.183989249924073,5.0,7.0,10.0,15.0,25.0,29.400000000000006,34.24999999999997,49.69999999999999,72.0,22,肉类,鸡肉,畜禽肉,5,肉类及制品,鸡肉,1,斤/月,元/斤,1
2023,roulei_6,1762,0.0,0.0,28,0.0,41,14.295702671312428,8.43701648853153,3.047619047619048,6.0,8.333333333333334,14.0,16.666666666666668,22.0,35.0,39.20000000000001,42.0,4,18.25,8.88350531415762,10.09,10.9,12.25,16.5,22.5,27.0,28.499999999999996,29.699999999999996,30.0,23,肉类,其他禽肉（鸭肉/鹅肉/其他）,畜禽肉,5,肉类及制品,其他禽肉（鸭肉/鹅肉/其他）,1,斤/月,元/斤,1
2024,roulei_6,1803,0.0,0.0,48,0.0,130,18.801195566171177,9.115708185238372,3.5942857142857143,9.298203592814373,12.130145797598628,17.416666666666664,25.0,31.45000000000001,35.0,40.0,50.0,24,19.375,12.651903104826287,6.69,10.0,10.0,16.5,20.0,35.0,39.249999999999986,55.39999999999999,60.0,23,肉类,其他禽肉（鸭肉/鹅肉/其他）,畜禽肉,5,肉类及制品,其他禽肉（鸭肉/鹅肉/其他）,1,斤/月,元/斤,1
pooled_2023_2024,roulei_6,3565,0.0,0.0,57,0.0,171,17.72093118787171,9.139268039077043,3.2933333333333334,7.6,11.458333333333332,16.0,23.0,31.333333333333332,35.0,40.60000000000002,50.0,28,19.214285714285715,12.053452380364485,6.8100000000000005,10.0,10.0,16.5,20.0,35.0,38.24999999999999,54.60000000000001,60.0,23,肉类,其他禽肉（鸭肉/鹅肉/其他）,畜禽肉,5,肉类及制品,其他禽肉（鸭肉/鹅肉/其他）,1,斤/月,元/斤,1
2023,roulei_7,1762,0.0,0.0,44,0.0,102,13.127455781366919,6.387285099465455,4.0,7.0,9.0,12.0,15.0,21.80000000000001,25.0,33.29999999999998,35.0,58,18.05603448275862,16.58266394907383,5.355,10.0,12.0,15.0,19.6875,20.0,27.24999999999998,100.0,100.0,24,肉类,活禽（鸡）,畜禽肉,5,肉类及制品,活禽（鸡）,1,斤/月,元/斤,1
2024,roulei_7,1803,0.0,0.0,51,0.0,136,19.55653190763485,10.232426817483201,4.0,10.0,13.0,18.0,23.25,33.333333333333336,35.535714285714285,58.25000000000003,70.0,313,25.24632587859425,13.276248586165742,8.0,12.160000000000002,16.0,25.0,30.0,35.80000000000001,45.0,68.79999999999995,125.0,24,肉类,活禽（鸡）,畜禽肉,5,肉类及制品,活禽（鸡）,1,斤/月,元/斤,1
pooled_2023_2024,roulei_7,3565,0.0,0.0,71,0.0,238,16.801213567805735,9.33766667734084,4.0,8.0,11.0,15.0,20.0,30.0,33.333333333333336,49.44999999999993,70.0,371,24.1222371967655,14.065166772305789,7.35,12.0,15.0,20.0,30.0,35.0,44.0,100.0,125.0,24,肉类,活禽（鸡）,畜禽肉,5,肉类及制品,活禽（鸡）,1,斤/月,元/斤,1
2023,roulei_8,1762,0.0,0.0,8,0.0,13,11.076923076923077,3.8451601280384162,5.3,7.6,8.0,10.0,15.0,15.0,16.199999999999996,17.639999999999997,18.0,11,55.24272727272728,91.22693725988056,4.2,6.0,11.5,16.67,37.5,150.0,225.0,285.00000000000006,300.0,25,肉类,活禽（鸭/鹅/其他）,畜禽肉,5,肉类及制品,活禽（鸭/鹅/其他）,1,斤/月,元/斤,1
2024,roulei_8,1803,0.0,0.0,30,0.0,71,15.023748043818467,6.586916057636018,4.4,10.0,10.0,13.75,17.5,25.0,28.333333333333336,32.99999999999997,40.0,104,27.8125,38.17977324384544,5.09,10.0,13.0,20.0,30.0,40.0,50.0,200.0,300.0,25,肉类,活禽（鸭/鹅/其他）,畜禽肉,5,肉类及制品,活禽（鸭/鹅/其他）,1,斤/月,元/斤,1
pooled_2023_2024,roulei_8,3565,0.0,0.0,32,0.0,84,14.412929894179895,6.386838643663614,4.66,8.0,10.0,13.0,16.666666666666668,22.700000000000003,26.666666666666668,31.700000000000017,40.0,115,30.436260869565217,45.964426719100516,4.140000000000001,10.0,13.0,20.0,30.0,40.0,52.99999999999997,285.99999999999994,300.0,25,肉类,活禽（鸭/鹅/其他）,畜禽肉,5,肉类及制品,活禽（鸭/鹅/其他）,1,斤/月,元/斤,1
2023,shuichan_1,1762,0.0,0.0,92,0.0,422,12.620175925122743,9.700255052860099,2.0,5.0,7.0,10.0,15.194642857142856,24.900000000000034,30.0,57.900000000000205,70.0,15,13.0,13.511899517515241,2.2800000000000002,4.4,7.0,8.0,10.0,30.39999999999999,42.999999999999986,48.599999999999994,50.0,26,肉类,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,水产品,6,肉类及制品,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,1,斤/月,元/斤,1
2024,shuichan_1,1803,0.001349527665317139,0.001349527665317139,190,0.0,741,14.301152696947243,11.750481642129646,2.5,5.0,8.5,10.999999999999998,17.333333333333332,27.0,31.73913043478261,54.00000000000015,201.5,59,14.745762711864407,11.956592785830411,3.0,5.0,7.0,11.0,20.0,30.0,30.0,50.580000000000084,79.0,26,肉类,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,水产品,6,肉类及制品,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,1,斤/月,元/斤,1
pooled_2023_2024,shuichan_1,3565,0.0008598452278589854,0.0008598452278589854,221,0.0,1163,13.691202397970512,11.07587489608172,2.124,5.0,8.0,10.0,16.666666666666668,25.758241758241756,30.59999999999991,57.088888888888754,201.5,74,14.391891891891891,12.210558610366427,2.73,5.0,7.0,10.0,16.75,30.0,30.0,57.829999999999885,79.0,26,肉类,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,水产品,6,肉类及制品,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,1,斤/月,元/斤,1
2023,xiancai_3,1762,0.0,0.0,50,0.0,106,17.335526076879354,10.328240541940922,4.208333333333334,6.833333333333334,10.0,15.0,20.0,30.0,40.0,50.0,50.0,88,25.895454545454548,10.916495049182668,2.435,15.0,17.95,25.0,35.0,42.89999999999999,45.0,45.64999999999998,50.0,27,肉制品,腊肉/熏肉/精肉火腿/香肠（不含淀粉火腿肠）,肉制品,7,肉类及制品,腊肉/熏肉/精肉火腿/香肠（不包括含淀粉的火腿肠）,1,斤/月,元/斤,1
2024,xiancai_3,1803,0.008620689655172414,0.008620689655172414,52,0.0,116,19.035176520436266,12.441694702417324,1.3000000000000003,8.785714285714285,11.521739130434781,15.0,22.3125,35.0,40.0,59.23913043478255,90.0,490,25.808163265306124,16.55936629709691,10.0,15.0,18.0,22.0,30.0,40.0,45.0,60.55000000000007,300.0,27,肉制品,腊肉/熏肉/精肉火腿/香肠（不含淀粉火腿肠）,肉制品,7,肉类及制品,腊肉/熏肉/精肉火腿/香肠（不包括含淀粉的火腿肠）,1,斤/月,元/斤,1
pooled_2023_2024,xiancai_3,3565,0.0045045045045045045,0.0045045045045045045,79,0.0,222,18.223631714053237,11.487182503773337,3.0,7.5,10.0,15.0,21.822916666666668,31.933333333333337,40.0,50.0,90.0,578,25.82145328719723,15.822800934940593,8.540000000000001,15.0,18.0,22.25,30.0,40.0,45.0,60.0,300.0,27,肉制品,腊肉/熏肉/精肉火腿/香肠（不含淀粉火腿肠）,肉制品,7,肉类及制品,腊肉/熏肉/精肉火腿/香肠（不包括含淀粉的火腿肠）,1,斤/月,元/斤,1
2023,roulei_11,1762,0.0,0.0,102,0.0,377,15.290841202916253,12.375451173632175,1.8814457831325302,5.500000000000002,9.0,12.0,18.75,27.5,37.599999999999994,64.80000000000018,100.0,3,7.0,3.605551275463989,3.1,4.0,5.5,8.0,9.0,9.6,9.8,9.96,10.0,28,肉制品,含淀粉的火腿肠,肉制品,7,肉类及制品,含淀粉的火腿肠,1,斤/月,元/斤,1
2024,roulei_11,1803,0.0,0.0,59,0.0,174,15.460131965735412,12.525021171570065,1.865,5.0,7.625,11.041666666666668,20.0,30.0,40.0,61.9642857142859,75.0,6,21.166666666666668,20.92287424487053,1.0,1.0,2.0,20.0,38.75,42.5,43.75,44.75,45.0,28,肉制品,含淀粉的火腿肠,肉制品,7,肉类及制品,含淀粉的火腿肠,1,斤/月,元/斤,1
pooled_2023_2024,roulei_11,3565,0.0,0.0,121,0.0,551,15.344301443806515,12.411729096897242,1.7530120481927711,5.0,8.571428571428571,12.0,19.083333333333336,28.333333333333336,39.8,67.5,100.0,9,16.444444444444443,18.08390936102528,1.0,1.0,3.0,8.0,35.0,41.0,43.0,44.6,45.0,28,肉制品,含淀粉的火腿肠,肉制品,7,肉类及制品,含淀粉的火腿肠,1,斤/月,元/斤,1
2023,roulei_12,1762,0.0,0.0,14,0.0,16,66.08333333333334,59.14708596184412,8.3,10.0,15.75,45.0,102.5,141.66666666666669,162.5,192.49999999999997,200.0,1,60.0,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,29,肉制品,肉干/肉脯,肉制品,7,肉类及制品,肉干/肉脯,1,斤/月,元/斤,1
2024,roulei_12,1803,0.0,0.03125,23,0.0,32,45.00856369191513,35.39959691996039,1.6383199999999998,10.2,20.0,40.0,52.5,74.50000000000001,111.49999999999994,154.14000000000001,156.0,11,41.0,25.278449319529077,15.1,16.0,20.0,30.0,60.0,80.0,80.0,80.0,80.0,29,肉制品,肉干/肉脯,肉制品,7,肉类及制品,肉干/肉脯,1,斤/月,元/斤,1
pooled_2023_2024,roulei_12,3565,0.0,0.020833333333333332,31,0.0,48,52.03348690572119,45.208805963652146,2.41784,10.0,19.75,40.0,67.48013698630137,117.0000000000001,150.0,179.32000000000005,200.0,12,42.583333333333336,24.71826094696842,15.11,16.4,20.0,35.0,62.5,79.0,80.0,80.0,80.0,29,肉制品,肉干/肉脯,肉制品,7,肉类及制品,肉干/肉脯,1,斤/月,元/斤,1
2023,roulei_13,1762,0.0,0.0,22,0.0,40,17.829294871794872,17.037722754461655,5.0,6.500000000000001,9.95,14.0,20.0,30.0,34.791666666666586,85.37499999999997,100.0,1,30.0,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,肉制品,咸鱼虾酱等腌制水产品,水产制品,8,肉类及制品,咸鱼虾酱等腌制水产品,1,斤/月,元/斤,1
2024,roulei_13,1803,0.0,0.0,22,0.0,44,21.445075757575758,12.041741344982059,3.43,8.25,13.5,20.0,27.416666666666668,38.80000000000001,40.0,55.7,60.0,11,25.181818181818183,19.296726052976872,7.3,10.0,12.5,20.0,30.0,40.0,57.5,71.50000000000001,75.0,30,肉制品,咸鱼虾酱等腌制水产品,水产制品,8,肉类及制品,咸鱼虾酱等腌制水产品,1,斤/月,元/斤,1
pooled_2023_2024,roulei_13,3565,0.0,0.0,36,0.0,84,19.723275335775337,14.656778765037705,3.83,7.15,10.0,15.0,25.0,32.33333333333334,40.0,68.87500000000006,100.0,12,25.583333333333332,18.45120510148239,7.33,10.0,13.75,20.0,30.0,39.0,55.74999999999997,71.15000000000002,75.0,30,肉制品,咸鱼虾酱等腌制水产品,水产制品,8,肉类及制品,咸鱼虾酱等腌制水产品,1,斤/月,元/斤,1
2023,danlei_1,1762,0.0,0.0023023791250959325,180,0.0,1303,5.843405567870035,3.118848567200625,1.2875,4.0,4.5,5.0,6.666666666666667,7.971428571428564,10.0,16.666666666666668,50.0,250,9.06676,5.764362706496547,1.0,4.0,5.0,7.0,12.0,15.0,20.0,25.0,50.0,31,蛋类,鸡蛋,蛋类,9,未纳入原六类,鸡蛋,1,斤/月,元/斤,1
2024,danlei_1,1803,0.0011961722488038277,0.0011961722488038277,143,0.0017331022530329288,836,9.234214460295881,18.189698295225032,0.9483333333333333,4.789999999999999,6.0,7.333333333333333,10.0,14.833333333333332,15.842105263157894,20.649999999999977,500.0,577,12.350662045060659,6.56602595344795,1.0,5.0,10.0,10.0,15.0,20.0,20.0,30.0,52.5,31,蛋类,鸡蛋,蛋类,9,未纳入原六类,鸡蛋,1,斤/月,元/斤,1
pooled_2023_2024,danlei_1,3565,0.0004675081813931744,0.0018700327255726976,247,0.0012091898428053204,2139,7.1686585992248775,11.742331834259485,1.1042222222222222,4.0,5.0,6.0,7.666666666666667,10.0,14.666666666666666,20.0,500.0,827,11.357946795646916,6.508298213541774,1.0,4.0,7.0,10.0,15.0,20.0,20.0,30.0,52.5,31,蛋类,鸡蛋,蛋类,9,未纳入原六类,鸡蛋,1,斤/月,元/斤,1
2023,danlei_2,1762,0.0,0.0,32,0.0,41,13.037590820315927,12.041004080817315,1.8,3.25,6.666666666666667,10.0,15.185185185185183,25.0,30.000000000000004,55.333333333333385,70.0,69,13.606811594202899,9.581834451151582,1.796,6.0,8.0,10.0,15.0,23.656000000000002,29.19999999999999,50.0,50.0,32,蛋类,鸭蛋/鹅蛋,蛋类,9,未纳入原六类,鸭蛋/鹅蛋,1,斤/月,元/斤,1
2024,danlei_2,1803,0.0,0.0,46,0.0,155,9.217110587170604,4.35737492286373,2.54,5.35,7.0,8.0,10.0,15.0,17.033333333333275,25.76666666666668,30.0,120,14.486466666666669,9.700969334684704,2.0,6.0,9.2175,12.0,17.625,25.0,30.0,39.05000000000001,80.0,32,蛋类,鸭蛋/鹅蛋,蛋类,9,未纳入原六类,鸭蛋/鹅蛋,1,斤/月,元/斤,1
pooled_2023_2024,danlei_2,3565,0.0,0.0,63,0.0,196,10.016292676757123,6.867478420481283,1.975,5.0,7.0,8.0,10.785714285714286,15.092592592592592,21.0,30.166666666666707,70.0,189,14.165322751322751,9.64145330963508,1.964,6.0,8.0,12.0,17.0,25.0,30.0,50.0,80.0,32,蛋类,鸭蛋/鹅蛋,蛋类,9,未纳入原六类,鸭蛋/鹅蛋,1,斤/月,元/斤,1
2023,danlei_3,1762,0.0,0.0,42,0.0,117,11.58333165640965,7.240532845199703,2.08,5.733333333333334,7.5,10.0,14.285714285714286,16.0,24.19999999999999,36.83333333333335,60.0,49,12.487755102040817,10.195028049925881,1.584,2.8400000000000007,7.0,10.0,15.0,22.800000000000004,27.99999999999997,50.0,50.0,33,蛋制品,咸蛋/松花蛋,蛋制品,10,未纳入原六类,咸蛋/松花蛋,1,斤/月,元/斤,1
2024,danlei_3,1803,0.0,0.0,64,0.017543859649122806,212,12.531066934093472,5.770382657647547,1.6204285714285716,6.0,9.0,12.0,15.0,20.0,21.149999999999995,29.633333333333287,40.0,57,11.851754385964911,7.991490814522438,0.5820000000000001,2.0,5.0,12.0,15.0,20.0,22.599999999999987,34.39999999999998,40.0,33,蛋制品,咸蛋/松花蛋,蛋制品,10,未纳入原六类,咸蛋/松花蛋,1,斤/月,元/斤,1
pooled_2023_2024,danlei_3,3565,0.0,0.0,83,0.009433962264150943,329,12.194030376376123,6.337746884116855,1.7897142857142856,6.0,8.333333333333334,11.25,15.0,20.0,21.53333333333332,32.399999999999906,60.0,106,12.14575471698113,9.037535794369022,1.0,2.0,5.0,10.0,15.0,20.0,25.0,49.50000000000003,50.0,33,蛋制品,咸蛋/松花蛋,蛋制品,10,未纳入原六类,咸蛋/松花蛋,1,斤/月,元/斤,1
2023,nailei_1,1762,0.0,0.0016891891891891893,163,0.0,592,7.544228079838174,6.927471148507103,0.9871428571428572,3.5,4.6875,6.25,9.166666666666666,11.328472222222222,14.0,30.180000000000064,100.0,2,6.0,1.4142135623730951,5.02,5.2,5.5,6.0,6.5,6.8,6.9,6.98,7.0,34,奶类,液态牛奶/羊奶,奶类,11,未纳入原六类,液态牛奶/羊奶,1,斤/月,元/斤,1
2024,nailei_1,1803,0.0,0.0027624309392265192,168,,724,7.4108908132869065,12.071245685939722,1.4583333333333333,3.3333333333333335,4.583333333333333,5.739583333333334,7.857142857142857,10.950000000000008,12.950000000000008,30.0,275.0,0,,,,,,,,,,,,34,奶类,液态牛奶/羊奶,奶类,11,未纳入原六类,液态牛奶/羊奶,1,斤/月,元/斤,1
pooled_2023_2024,nailei_1,3565,0.0,0.0022796352583586625,254,0.0,1316,7.470872319212705,10.084046830754978,1.1194444444444445,3.3333333333333335,4.583333333333333,5.833333333333333,8.333333333333334,11.071428571428571,13.333333333333334,30.0,275.0,2,6.0,1.4142135623730951,5.02,5.2,5.5,6.0,6.5,6.8,6.9,6.98,7.0,34,奶类,液态牛奶/羊奶,奶类,11,未纳入原六类,液态牛奶/羊奶,1,斤/月,元/斤,1
2023,nailei_2,1762,0.0,0.0,118,,310,9.891830478246542,13.475486519651117,2.0833333333333335,3.1666666666666665,5.0,7.5,10.984375,16.012500000000003,24.850000000000005,39.70000000000008,200.0,0,,,,,,,,,,,,35,奶类,酸奶,奶类,11,未纳入原六类,酸奶,1,斤/月,元/斤,1
2024,nailei_2,1803,0.0,0.003389830508474576,113,,295,9.298450975434317,21.32196410827904,1.75,2.8666666666666667,3.75,6.166666666666667,10.0,14.583333333333334,20.833333333333336,50.0,350.0,0,,,,,,,,,,,,35,奶类,酸奶,奶类,11,未纳入原六类,酸奶,1,斤/月,元/斤,1
pooled_2023_2024,nailei_2,3565,0.0,0.001652892561983471,177,,605,9.602496671090169,17.727902535463915,2.0,2.9166666666666665,4.166666666666667,6.9,10.0,15.0,24.39999999999994,49.933333333333394,350.0,0,,,,,,,,,,,,35,奶类,酸奶,奶类,11,未纳入原六类,酸奶,1,斤/月,元/斤,1
2023,nailei_3,1762,0.0058823529411764705,0.0058823529411764705,101,,170,70.2602219565016,81.64724476758148,3.1475,12.450000000000001,18.7625,33.333333333333336,94.27083333333333,190.0,245.49999999999983,361.6175,462.5,0,,,,,,,,,,,,36,奶类,奶粉,奶类,11,未纳入原六类,奶粉,1,斤/月,元/斤,1
2024,nailei_3,1803,0.008130081300813009,0.008130081300813009,74,,123,129.16549944122238,138.1252363089244,5.0,23.82352941176471,50.0,100.0,164.58333333333331,254.57142857142856,300.0,473.60000000000014,1250.0,0,,,,,,,,,,,,36,奶类,奶粉,奶类,11,未纳入原六类,奶粉,1,斤/月,元/斤,1
pooled_2023_2024,nailei_3,3565,0.006825938566552901,0.006825938566552901,145,,293,94.98837598592362,112.59413303587837,3.78,14.133333333333335,25.0,55.55555555555555,130.0,214.5000000000002,300.0,386.59999999999866,1250.0,0,,,,,,,,,,,,36,奶类,奶粉,奶类,11,未纳入原六类,奶粉,1,斤/月,元/斤,1
2023,youzhi_1,1762,0.002398081534772182,0.002398081534772182,97,0.0,417,7.2624147664055565,3.8546497565653333,2.04,4.5,5.5,6.5,8.0,10.0,13.0,17.93599999999999,60.0,59,9.17966101694915,1.993504941572709,4.29,6.94,8.0,10.0,10.0,11.200000000000003,12.099999999999994,14.0,14.0,37,油脂类,大豆油,油脂,12,油脂,大豆油,1,斤/月,元/斤,1
2024,youzhi_1,1803,0.0,0.0,71,0.0,298,7.42822693893083,4.109403363002868,1.1385714285714286,4.235,5.0,6.5,8.28125,12.0,14.059999999999992,20.0,44.0,4,9.0,2.0,6.12,7.2,9.0,10.0,10.0,10.0,10.0,10.0,10.0,37,油脂类,大豆油,油脂,12,油脂,大豆油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_1,3565,0.0013986013986013986,0.0013986013986013986,126,0.0,715,7.331522497052455,3.9608268576136623,1.9452222222222222,4.5,5.5,6.5,8.0,11.0,13.333333333333334,18.77400000000001,60.0,63,9.168253968253968,1.9781732691670117,4.31,6.76,8.0,10.0,10.0,10.800000000000004,12.0,14.0,14.0,37,油脂类,大豆油,油脂,12,油脂,大豆油,1,斤/月,元/斤,1
2023,youzhi_2,1762,0.0,0.005763688760806916,81,0.0,347,8.377046124833612,3.5864953005603777,1.197142857142857,5.575,7.0,8.0,9.0,11.523809523809533,13.799999999999992,22.77000000000001,35.0,173,10.884971098265895,6.632724073326189,4.608,7.0,9.0,10.0,12.0,12.0,16.80000000000001,32.00000000000003,78.0,38,油脂类,菜籽油,油脂,12,油脂,菜籽油,1,斤/月,元/斤,1
2024,youzhi_2,1803,0.0,0.0,104,0.0,593,9.015663752217469,8.768217816526928,1.568,5.0,6.0,8.0,10.666666666666666,12.0,15.0,20.0,200.0,230,12.878260869565217,13.526253189501409,2.216,6.0,10.0,10.0,12.0,15.0,25.0,71.88000000000022,150.0,38,油脂类,菜籽油,油脂,12,油脂,菜籽油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_2,3565,0.0,0.002127659574468085,143,0.0,940,8.779918734449174,7.301056129596422,1.2891428571428571,5.0,6.5,8.0,10.0,12.0,15.0,21.37250000000003,200.0,403,12.022580645161291,11.136514334955049,2.5100000000000002,7.0,10.0,10.0,12.0,15.0,20.0,51.960000000000036,150.0,38,油脂类,菜籽油,油脂,12,油脂,菜籽油,1,斤/月,元/斤,1
2023,youzhi_3,1762,0.0,0.0,44,0.0,127,12.137103990496884,4.232325457569656,5.0,7.300000000000001,10.0,12.0,14.0,16.66,20.0,25.0,26.0,78,14.902564102564103,8.65494340178174,1.6320000000000001,10.0,12.0,12.0,16.5,22.89999999999999,30.749999999999957,44.60000000000008,60.0,39,油脂类,花生油,油脂,12,油脂,花生油,1,斤/月,元/斤,1
2024,youzhi_3,1803,0.0,0.0,72,0.0,269,10.57698930576335,6.633233162465185,1.654769230769231,5.5,6.5,9.56521739130435,13.0,16.0,20.0,33.19999999999993,65.0,47,13.404255319148936,7.614801303377307,2.92,5.0,10.0,12.0,15.0,21.999999999999993,28.49999999999998,38.09999999999999,45.0,39,油脂类,花生油,油脂,12,油脂,花生油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_3,3565,0.0,0.0,90,0.0,396,11.077329116271326,6.008202112360318,1.99,5.925531914893616,7.5,10.0,13.5,16.0625,20.0,30.0,65.0,125,14.3392,8.279920289471391,2.0,8.4,10.0,12.0,15.0,23.800000000000026,30.0,43.800000000000026,60.0,39,油脂类,花生油,油脂,12,油脂,花生油,1,斤/月,元/斤,1
2023,youzhi_4,1762,0.0,0.0,27,0.0,50,10.67691304347826,6.224385638763894,3.9627777777777777,5.0,6.541666666666667,8.797826086956523,13.0,16.150000000000002,23.324999999999996,31.699999999999996,33.333333333333336,1,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,40,油脂类,色拉油/调和油,油脂,12,油脂,色拉油/调和油,1,斤/月,元/斤,1
2024,youzhi_4,1803,0.0,0.0,54,0.0,177,10.440296534801764,8.661432613064582,3.88,5.622222222222223,6.666666666666667,7.777777777777778,10.0,19.540000000000003,20.66666666666663,50.2000000000002,70.0,1,20.0,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,40,油脂类,色拉油/调和油,油脂,12,油脂,色拉油/调和油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_4,3565,0.0,0.0,62,0.0,227,10.492414708519052,8.175124594945666,3.63,5.533333333333333,6.583333333333334,8.0,11.444444444444445,18.30000000000001,23.08333333333332,42.66000000000008,70.0,2,14.0,8.48528137423857,8.12,9.2,11.0,14.0,17.0,18.8,19.4,19.88,20.0,40,油脂类,色拉油/调和油,油脂,12,油脂,色拉油/调和油,1,斤/月,元/斤,1
2023,youzhi_5,1762,0.0,0.006493506493506494,41,0.0,154,8.761141426979936,5.141567106957568,1.1095238095238096,5.5,6.0,8.0,10.0,12.0,15.0,30.0,50.0,63,12.006984126984127,8.208491401005983,4.62,6.0,8.0,10.0,14.0,20.0,22.0,41.40000000000008,60.0,41,油脂类,其他植物油,油脂,12,油脂,其他植物油,1,斤/月,元/斤,1
2024,youzhi_5,1803,0.0,0.0,43,0.0,88,15.378804018445322,21.031118561253546,0.9828695652173914,6.0,7.5,9.0,13.282608695652176,20.374999999999996,50.0,106.49999999999977,150.0,30,30.153333333333332,20.384624586688616,5.295999999999999,18.0,20.0,20.0,38.75,51.000000000000014,70.99999999999994,94.20000000000002,100.0,41,油脂类,其他植物油,油脂,12,油脂,其他植物油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_5,3565,0.0,0.004132231404958678,67,0.0,242,11.167564187512806,13.661268070000787,0.9290838509316771,6.0,6.5,8.0,10.0,16.600000000000005,20.0,71.80000000000007,150.0,93,17.86064516129032,15.783864752834281,4.552,6.0,8.0,12.0,20.0,33.999999999999986,46.99999999999996,81.59999999999997,100.0,41,油脂类,其他植物油,油脂,12,油脂,其他植物油,1,斤/月,元/斤,1
2023,youzhi_6,1762,0.0,0.07142857142857142,8,0.0,14,6.4750000000000005,2.832690349364825,0.5205000000000001,3.3,4.5,7.75,8.0,8.700000000000001,9.7,10.739999999999998,11.0,40,10.58625,4.928254846630127,3.39,6.0,7.75,9.0,15.0,15.500000000000007,20.0,23.049999999999997,25.0,42,油脂类,动物油,油脂,12,油脂,动物油,1,斤/月,元/斤,1
2024,youzhi_6,1803,0.0,0.0,21,0.0,80,10.386547619047619,7.51376465971852,3.34,5.0,7.0,10.0,12.0,15.0,16.666666666666668,33.483999999999746,65.4,112,11.642857142857142,4.523924675090696,3.0,6.100000000000001,8.0,10.0,15.0,19.80000000000001,20.0,21.78,22.0,42,油脂类,动物油,油脂,12,油脂,动物油,1,斤/月,元/斤,1
pooled_2023_2024,youzhi_6,3565,0.0,0.010638297872340425,24,0.0,94,9.803976697061804,7.144205977682654,0.8076428571428571,4.300000000000001,6.541666666666667,9.0,11.5,15.0,16.23333333333333,27.827999999999726,65.4,152,11.364802631578947,4.640620672462725,3.0,6.0,8.0,10.0,15.0,19.80000000000001,20.0,22.0,25.0,42,油脂类,动物油,油脂,12,油脂,动物油,1,斤/月,元/斤,1
