study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes,part,t_use,df_use,PCC,SE_PCC,elasticity,elast_type
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),"机收程度(取对数,机械化面积/农村万人)",-0.011,0.002,,**,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,baseline,0.89,,,表3 模型(2),"环节机械化程度;模型(1)(4)控时间+区位,(2)(5)控时间,(3)(6)无;(4)-(6)加固定资产投资;星号数按表原样,部分与显著性惯例存疑(OCR)",cn_g3.csv,-5.5,747.0,-0.19727966607135047,0.03586903019479099,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),"机收程度(取对数,机械化面积/农村万人)",-0.01,0.002,,***,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,baseline,0.89,,,表3 模型(3),"环节机械化程度;模型(1)(4)控时间+区位,(2)(5)控时间,(3)(6)无;(4)-(6)加固定资产投资;星号数按表原样,部分与显著性惯例存疑(OCR)",cn_g3.csv,-5.0,747.0,-0.17995393768717363,0.035990787537434725,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),"机收程度(取对数,机械化面积/农村万人)",-0.015,0.003,,**,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,baseline,0.89,,,表3 模型(4),"环节机械化程度;模型(1)(4)控时间+区位,(2)(5)控时间,(3)(6)无;(4)-(6)加固定资产投资;星号数按表原样,部分与显著性惯例存疑(OCR)",cn_g3.csv,-5.0,601.0,-0.19984019174435788,0.039968038348871575,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),"机收程度(取对数,机械化面积/农村万人)",-0.018,0.003,,**,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,baseline,0.89,,,表3 模型(5),"环节机械化程度;模型(1)(4)控时间+区位,(2)(5)控时间,(3)(6)无;(4)-(6)加固定资产投资;星号数按表原样,部分与显著性惯例存疑(OCR)",cn_g3.csv,-5.999999999999999,601.0,-0.23772865552509817,0.03962144258751636,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),"机收程度(取对数,机械化面积/农村万人)",-0.016,0.003,,***,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,baseline,0.89,,,表3 模型(6),"环节机械化程度;模型(1)(4)控时间+区位,(2)(5)控时间,(3)(6)无;(4)-(6)加固定资产投资;星号数按表原样,部分与显著性惯例存疑(OCR)",cn_g3.csv,-5.333333333333333,601.0,-0.21257883642219905,0.039858531829162325,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机耕程度(取对数,机械化面积/农村万人)",0.007,0.003,,***,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(7),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,2.3333333333333335,747.0,0.08506277866514288,0.03645547657077552,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机耕程度(取对数,机械化面积/农村万人)",0.006,0.002,,**,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(8),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,3.0,747.0,0.10910894511799618,0.036369648372665396,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机耕程度(取对数,机械化面积/农村万人)",0.006,0.002,,*,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(9),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,3.0,747.0,0.10910894511799618,0.036369648372665396,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机耕程度(取对数,机械化面积/农村万人)",0.01,0.003,,***,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(10),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,3.3333333333333335,601.0,0.13472978409158476,0.040418935227475423,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机耕程度(取对数,机械化面积/农村万人)",0.009,0.003,,***,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(11),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,2.9999999999999996,601.0,0.12146644952683738,0.0404888165089458,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机耕程度(取对数,机械化面积/农村万人)",0.009,0.003,,**,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(12),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,2.9999999999999996,601.0,0.12146644952683738,0.0404888165089458,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机播程度(取对数,机械化面积/农村万人)",-0.0,0.001,,不显著,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(7),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,-0.0,747.0,-0.0,0.036588086663230115,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机播程度(取对数,机械化面积/农村万人)",0.001,0.001,,不显著,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(8),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,1.0,747.0,0.036563621206356534,0.036563621206356534,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机播程度(取对数,机械化面积/农村万人)",0.001,0.001,,不显著,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(9),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,1.0,747.0,0.036563621206356534,0.036563621206356534,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机播程度(取对数,机械化面积/农村万人)",-0.001,0.001,,不显著,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(10),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,-1.0,601.0,-0.04075695729696112,0.04075695729696112,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机播程度(取对数,机械化面积/农村万人)",0.001,0.001,,不显著,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(11),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,1.0,601.0,0.04075695729696112,0.04075695729696112,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机播程度(取对数,机械化面积/农村万人)",0.001,0.001,,不显著,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(12),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,1.0,601.0,0.04075695729696112,0.04075695729696112,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机收程度(取对数,机械化面积/农村万人)",-0.008,0.002,,***,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(7),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,-4.0,747.0,-0.1448097228511993,0.03620243071279983,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机收程度(取对数,机械化面积/农村万人)",-0.008,0.001,,**,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(8),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,-8.0,747.0,-0.2809179948882494,0.03511474936103118,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机收程度(取对数,机械化面积/农村万人)",-0.008,0.001,,***,747.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(9),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,-8.0,747.0,-0.2809179948882494,0.03511474936103118,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机收程度(取对数,机械化面积/农村万人)",-0.012,0.003,,***,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(10),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,-4.0,601.0,-0.16103393644569491,0.04025848411142373,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机收程度(取对数,机械化面积/农村万人)",-0.014,0.002,,***,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(11),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,-7.0,601.0,-0.27456258919345766,0.03922322702763681,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,技术效率(SFA),"机收程度(取对数,机械化面积/农村万人)",-0.012,0.002,,***,601.0,,GLS,0.0,0.0,全国30省(不含西藏),1994-2019,robust,0.898,,,表4 模型(12),稳健性:因变量换SFA技术效率;星号数按表原样(OCR部分存疑),cn_g3.csv,-6.0,601.0,-0.2377286555250982,0.03962144258751636,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.001,0.0,,***,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(13),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,inf,342.0,,,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.001,0.0,,***,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(14),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,inf,342.0,,,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.002,0.0,,***,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(15),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,inf,342.0,,,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.001,0.0,,***,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(16),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,inf,340.0,,,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.002,0.0,,**,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(17),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,inf,340.0,,,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.002,0.0,,***,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(18),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,inf,340.0,,,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机播服务程度(取对数,跨区作业面积/农村万人)",0.001,0.001,,不显著,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(13),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,1.0,342.0,0.05399492471560388,0.05399492471560389,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机播服务程度(取对数,跨区作业面积/农村万人)",0.002,0.001,,*,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(14),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,2.0,342.0,0.10752066611409407,0.053760333057047034,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机播服务程度(取对数,跨区作业面积/农村万人)",0.002,0.001,,不显著,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(15),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,2.0,342.0,0.10752066611409407,0.053760333057047034,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机播服务程度(取对数,跨区作业面积/农村万人)",0.001,0.001,,不显著,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(16),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,1.0,340.0,0.05415303610738823,0.05415303610738823,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机播服务程度(取对数,跨区作业面积/农村万人)",0.002,0.001,,*,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(17),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,2.0,340.0,0.10783277320343841,0.053916386601719206,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机播服务程度(取对数,跨区作业面积/农村万人)",0.002,0.001,,不显著,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(18),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,2.0,340.0,0.10783277320343841,0.053916386601719206,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机收服务程度(取对数,跨区作业面积/农村万人)",-0.017,0.002,,***,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(13),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,-8.5,342.0,-0.4176261332888468,0.04913248626927609,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机收服务程度(取对数,跨区作业面积/农村万人)",-0.017,0.002,,***,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(14),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,-8.5,342.0,-0.4176261332888468,0.04913248626927609,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机收服务程度(取对数,跨区作业面积/农村万人)",-0.017,0.002,,***,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(15),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,-8.5,342.0,-0.4176261332888468,0.04913248626927609,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机收服务程度(取对数,跨区作业面积/农村万人)",-0.017,0.002,,***,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(16),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,-8.5,340.0,-0.4186379485411743,0.04925152335778521,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机收服务程度(取对数,跨区作业面积/农村万人)",-0.018,0.002,,***,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(17),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,-9.0,340.0,-0.4386331609457214,0.04873701788285794,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,共同前沿技术效率(Meta-Frontier TE),"跨区机收服务程度(取对数,跨区作业面积/农村万人)",-0.017,0.002,,*,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,,,表5 模型(18),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,-8.5,340.0,-0.4186379485411743,0.04925152335778521,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),农作物机械化率(机耕+机播+机收面积/农作物播种面积),0.043,0.016,,***,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,0.345,,表5 模型(13),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,2.6874999999999996,342.0,0.14381270903010032,0.05351170568561873,0.016668539325842693,converted
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),农作物机械化率(机耕+机播+机收面积/农作物播种面积),0.033,0.016,,**,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,0.345,,表5 模型(14),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,2.0625,342.0,0.11084002534920831,0.053740618351131295,0.012792134831460673,converted
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),农作物机械化率(机耕+机播+机收面积/农作物播种面积),0.014,0.016,,不显著,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,0.345,,表5 模型(15),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,0.875,342.0,0.04726170906194846,0.054013381785083955,0.005426966292134831,converted
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),农作物机械化率(机耕+机播+机收面积/农作物播种面积),0.043,0.016,,**,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,0.345,,表5 模型(16),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,2.6874999999999996,340.0,0.1442262944073306,0.053665597919006734,0.016668539325842693,converted
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),农作物机械化率(机耕+机播+机收面积/农作物播种面积),0.033,0.016,,**,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,0.345,,表5 模型(17),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,2.0625,340.0,0.11116153079452426,0.053896499779163276,0.012792134831460673,converted
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AML,cgrn,共同前沿技术效率(Meta-Frontier TE),农作物机械化率(机耕+机播+机收面积/农作物播种面积),0.016,0.016,,不显著,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,baseline,0.89,0.345,,表5 模型(18),"跨区作业服务样本期2008-2019;星号数按表原样(个别与惯例不符,疑OCR丢星)",cn_g3.csv,1.0,340.0,0.05415303610738823,0.05415303610738823,0.006202247191011236,converted
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,技术效率(SFA),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.001,0.0,,***,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,robust,0.898,,,表6 模型(19),稳健性:因变量换SFA技术效率;星号数按表原样(个别疑OCR丢星),cn_g3.csv,inf,342.0,,,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,技术效率(SFA),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.001,0.0,,**,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,robust,0.898,,,表6 模型(20),稳健性:因变量换SFA技术效率;星号数按表原样(个别疑OCR丢星),cn_g3.csv,inf,342.0,,,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,技术效率(SFA),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.001,0.0,,***,342.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,robust,0.898,,,表6 模型(21),稳健性:因变量换SFA技术效率;星号数按表原样(个别疑OCR丢星),cn_g3.csv,inf,342.0,,,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,技术效率(SFA),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.001,0.0,,***,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,robust,0.898,,,表6 模型(22),稳健性:因变量换SFA技术效率;星号数按表原样(个别疑OCR丢星),cn_g3.csv,inf,340.0,,,,none
32农机作业服务对中国粮食生产技术效率的影响_基于共同前沿方法的考察-宦梅丽,宦梅丽、侯云先、吕静(2022),cn,Efficiency,AMS,cgrn,技术效率(SFA),"跨区机耕服务程度(取对数,跨区作业面积/农村万人)",0.001,0.0,,***,340.0,,GLS,0.0,0.0,全国30省(不含西藏),2008-2019,robust,0.898,,,表6 模型(23),稳健性:因变量换SFA技术效率;星号数按表原样(个别疑OCR丢星),cn_g3.csv,inf,340.0,,,,none
